Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958
833.39540 Da 335.07 s,834.40268,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.15705 Da 334.14 s,247.16433,5.57,0,560.3633423,609.7279053,710.8128662,442.1275635,0,0,0,0,0,0,800.6051025,0,0,0,0,739.3019409,0,1042.99585,1311.469238,0
433.29981 Da 334.47 s,434.30709,5.57,0,1222.512207,1251.018677,1518.440063,0,1655.68689,0,1796.275757,1856.955444,1464.340332,1114.851807,1356.932861,0,1714.296021,0,1392.12146,1209.199829,1239.748901,1597.479248,1970.455078,2016.784668
312.31068 Da 334.08 s,313.31795,5.57,0,0,0,1032.552246,1087.428589,0,1638.565552,1998.987183,0,1077.8573,565.4506226,0,1662.571777,0,1102.623657,1140.4646,0,881.5740967,1799.997559,1677.636475,1365.218506
260.15309 Da 334.27 s,261.16037,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144.16125 Da 334.07 s,145.16853,5.57,1037.113525,884.2762451,802.9848633,0,1001.084534,0,0,0,0,0,1138.066284,0,0,0,0,0,0,0,1720.167847,0,0
262.22781 Da 334.68 s,263.23508,5.58,0,0,0,0,0,0,0,0,0,0,0,0,702.9177856,681.9106445,0,0,0,0,836.2617798,936.2821045,1093.490234
382.26797 Da 334.91 s,383.27524,5.58,1093.458252,1432.297363,1429.905396,1264.605225,1276.703491,1145.136841,0,0,0,0,1020.500305,895.3728638,0,0,0,0,1132.4823,939.4950562,0,0,0
331.10488 Da 333.38 s,332.11216,5.56,0,0,0,0,0,0,3620.604004,0,3621.751709,0,0,0,1488.705811,0,0,0,0,0,1228.301392,2405.321289,0
150.08788 Da 333.41 s,151.09515,5.56,1852.249878,1845.009033,1749.514526,2542.150635,2325.521484,1780.994629,4530.075684,4140.848145,4127.601563,2200.864746,1778.615601,1803.829224,3610.088867,5176.908203,4119.692871,2415.173096,2161.786865,1533.70459,2720.044189,3699.568848,3243.091553
433.37185 Da 333.88 s,472.33482,5.56,0,7362.492188,8124.923828,7809.802734,8591.683594,8457.248047,8857.540039,10736.69043,7943.375,7379.301758,7275.879883,6580.364258,9168.569336,9910.712891,11477.97461,9407.673828,8791.646484,6590.480957,10610.1416,8379.104492,10244.24902
502.16961 Da 334.35 s,503.17688,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336.15660 Da 334.44 s,337.16388,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410.29681 Da 333.67 s,411.30408,5.56,0,337.5140076,0,644.09021,771.918457,1021.327332,0,0,0,0,0,1083.299805,0,3067.987061,0,0,339.9584656,2850.840576,0,0,694.6035767
379.32550 Da 333.45 s,380.33278,5.56,20209.94727,21108.38086,20436.20313,17693.94531,19053.42969,18041.39648,18236.57422,17546.79492,17499.13086,17678.27344,19963.35156,19841.13281,21970.15039,22811.38477,26761.875,20864.0957,20768.51172,19959.84766,21515.26367,20681.13086,15797.97461
507.32682 Da 334.20 s,508.3341,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525.24556 Da 334.39 s,526.25284,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533.32975 Da 334.50 s,534.33703,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599.37586 Da 334.37 s,600.38313,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633.35724 Da 333.49 s,634.36452,5.56,0,0,0,855.2940063,721.7985229,840.0679932,6717.890625,7719.053223,7039.021973,0,0,0,0,0,0,348.9472046,275.3301697,367.5775452,2316.236084,2784.857666,2212.391113
351.29449 Da 333.63 s,352.30177,5.56,1291.457397,1874.084106,1896.488525,1644.038086,1968.515381,1684.686035,3846.170654,3396.999023,3128.179443,1761.761719,1619.25769,1816.595825,2827.182373,3538.435547,3269.024658,1950.238892,2229.573975,1665.918457,2393.910156,2992.306885,2506.275146
354.16725 Da 335.25 s,337.16429,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481.39226 Da 334.34 s,482.39954,5.57,0,0,0,0,0,0,13084.09375,0,16968.41016,0,0,0,0,4120.251465,0,15912.59668,13403.65918,0,0,0,0
539.43363 Da 334.94 s,540.44091,5.58,0,0,0,0,0,0,0,0,15034.25977,0,0,0,0,0,0,12417.39551,10491.40137,0,0,0,0
397.31399 Da 335.35 s,398.32126,5.59,3299.960449,2856.911377,3072.119385,2751.077881,2762.789063,2152.810547,0,0,0,3135.082764,2475.694336,2883.605225,3019.579102,3221.20166,3930.856689,2765.395752,2743.12085,2507.359131,2515.091309,0,2810.289551
218.16500 Da 335.24 s,219.17228,5.59,5582.665527,5116.969727,4807.497559,5242.182129,5100.979492,6051.327148,5300.962891,4867.177246,3424.79248,5824.442383,6093.993164,5157.493164,4566.978027,4682.899414,5297.263184,5093.770996,4917,4857.456055,5366.425781,4414.115723,5478.333984
510.26670 Da 336.14 s,511.27398,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511.40262 Da 333.72 s,512.4099,5.56,0,0,0,9233.301758,0,0,0,0,0,0,0,0,0,0,0,9498.53125,0,0,0,7993.66748,0
554.27608 Da 335.07 s,555.28336,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354.20802 Da 335.18 s,355.2153,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.094116,0,895.2650146,0,0,0
376.31465 Da 333.88 s,377.32193,5.56,0,4786.012207,0,4617.716309,0,0,0,0,0,4819.577148,4519.411621,0,0,0,0,4692.283203,0,5410.984863,4670.061035,0,0
498.30153 Da 333.90 s,499.3088,5.56,1276.366089,1153.668457,1283.540039,1645.615112,0,1560.78418,0,1539.553589,0,1251.295044,1423.540283,1264.123413,0,2413.556641,0,1439.491455,1398.614624,1430.154297,1695.555298,1702.323608,1841.461914
246.15682 Da 333.99 s,247.16409,5.57,13511.79688,13403.00488,13837.9541,13304.94336,0,20381.92578,0,0,18081.36328,13863.25,14664.49805,16754.56055,0,0,0,14486.11133,19312.64844,16258.40625,9851.678711,9725.386719,0
123.07843 Da 334.27 s,124.08571,5.57,4924.744629,5478.744141,5059.495117,5209.577637,0,0,6786.890137,0,0,5061.869629,5399.790039,5575.801758,0,0,0,5088.21875,6377.723145,5808.619629,3665.777832,0,0
579.34680 Da 334.61 s,580.35428,5.58,0,0,0,16543.25586,14796.32422,16206.59277,161492.7031,166319.25,159899.0938,875.3764648,390.9447327,698.854126,2545.169678,2311.344238,1897.000488,6623.148926,7050.396484,7441.675293,56883.45703,63612.02344,57594.99219
576.30023 Da 334.05 s,577.30751,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.98141 Da 334.71 s,219.98868,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497.231201,0
449.27590 Da 334.13 s,450.28318,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.09955 Da 335.78 s,299.10683,5.6,0,0,0,0,0,0,0,0,0,0,5949.883301,0,0,0,5932.592285,0,0,5870.299316,0,0,0
597.47438 Da 336.29 s,598.48166,5.6,0,0,5173.161133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419.927979,0,0
373.31226 Da 334.53 s,374.31954,5.58,0,0,412.912262,0,488.9904175,0,0,0,0,0,465.9303894,507.1429749,0,0,0,524.6203003,424.5462646,415.939209,0,0,0
479.29529 Da 334.36 s,480.30257,5.57,0,0,0,0,0,0,2709.373291,0,0,0,0,0,2783.129883,3703.272949,3175.25293,1775.802002,0,0,3359.519043,3487.953125,3760.623779
332.23037 Da 336.07 s,333.23765,5.6,1430.593628,1345.741699,1317.498901,1886.972778,1918.206177,1829.003662,2292.545898,1437.053467,0,1712.560303,1775.518555,1791.005005,1644.777466,1950.428223,2636.615479,1965.660767,1994.598511,2074.529541,0,0,2945.988281
426.29413 Da 334.63 s,427.3014,5.58,0,0,613.4918213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.87024 Da 336.88 s,245.87752,5.61,5368.150391,5837.20459,5371.916016,0,0,4015.609619,0,0,0,3769.831055,0,4447.943359,0,5487.853027,0,0,3955.152588,3015.070068,0,0,0
419.20341 Da 334.92 s,420.21068,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697.32247 Da 334.89 s,698.32975,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725.35393 Da 334.80 s,726.36121,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541.37662 Da 334.98 s,542.3839,5.58,3842.290527,3629.541504,3638.986328,4346.200684,3586.176025,3729.393555,4046.935791,4289.324219,3906.169678,3435.184326,3704.297607,3225.635254,4012.646729,5435.998535,4277.28418,4180.839355,4358.304199,4017.830078,4052.48999,3830.478027,3703.573975
438.25475 Da 334.48 s,439.26203,5.57,3257.054443,3994.682373,3541.334961,3478.562256,2953.69458,3654.323486,3026.432129,2646.209717,3224.678467,3474.54248,3464.999756,3401.737549,4218.321777,4629.95166,5157.146973,3434.964844,4054.855225,3859.358398,4183.067871,3612.688477,4234.602051
348.22393 Da 334.54 s,349.23121,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.1783752,0,0,0,0
248.11759 Da 334.99 s,249.12487,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.37788 Da 334.98 s,510.38515,5.58,0,0,0,10215.12012,806.8535156,0,0,0,2274.727783,5300.513184,0,0,28104.49414,303.2260437,0,3554.637451,0,0,30512.63086,24834.80664,33742.37109
426.37728 Da 335.15 s,427.38456,5.59,0,0,0,0,0,0,930.484375,680.9069824,972.9871826,0,0,0,615.4816895,895.381958,0,0,0,0,847.3299561,947.4274292,999.3238525
122.07271 Da 334.79 s,123.07999,5.58,0,2287.547607,2851.406982,1562.780151,0,3143.615479,0,0,0,0,1677.612671,1953.459595,0,0,0,1820.95752,2438.217041,2401.976807,1792.341187,0,0
351.27358 Da 334.96 s,352.28086,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437.33218 Da 335.29 s,438.33946,5.59,3777.13916,3911.227051,3458.447998,3283.676514,0,0,0,0,0,3399.44043,3389.587402,3333.998047,0,4118.554199,0,4134.520996,0,0,0,0,3497.900635
467.29646 Da 335.05 s,468.30374,5.58,0,0,0,0,0,0,4925.815918,4937.795898,4467.841309,943.5982056,834.1468506,0,6063.309082,0,7566.86084,768.760498,0,1147.703247,4012.42749,4525.033691,4314.067383
360.22389 Da 334.78 s,361.23116,5.58,3371.877686,3288.36792,3079.981445,1862.046509,2207.307373,2400.499756,0,0,0,1676.109375,1717.248535,1847.390747,0,0,0,1888.11853,0,0,0,0,2921.365723
355.30467 Da 334.59 s,356.31195,5.58,5088.371582,6069.010742,5815.476563,5587.612793,5625.094727,5395.272949,3375.293945,6127.172363,3725.541992,5323.18457,5493.163574,4892.577148,5348.867676,6530.34375,7062.468262,5299.192871,5551.828125,5374.008301,6532.474121,6206.441895,6503.673828
681.27173 Da 334.65 s,682.27901,5.58,0,0,0,647.296936,737.699585,515.8485718,4350.342773,3912.857422,4548.07666,0,0,0,0,0,0,486.761261,0,0,1972.978027,2057.884521,1918.595825
407.35652 Da 334.67 s,408.3638,5.58,0,0,0,7556.47998,0,0,0,0,4220.878418,0,0,0,8904.257813,0,0,9658.413086,6649.780273,0,9078.458008,0,0
697.42543 Da 336.11 s,698.43271,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.29281 Da 334.72 s,504.30008,5.58,0,0,0,0,0,0,0,941.0490723,0,0,0,0,0,0,0,0,0,0,0,0,0
646.49738 Da 336.72 s,647.50465,5.61,0,0,0,19388.40039,21613.22656,1640.500732,0,0,0,23815.83203,0,20707.2832,0,0,0,13700.29883,0,2897.214111,0,23931.01953,0
242.87466 Da 335.33 s,243.88194,5.59,10962.96875,11268.18164,10560.29297,7577.916016,0,6908.648438,0,0,5914.084961,8517.379883,7910.483887,8375.199219,10435.49609,0,19912.22266,7497.337402,7735.677246,7288.48877,0,15371.91309,0
396.12939 Da 334.89 s,397.13666,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248.11821 Da 334.92 s,249.12549,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627.48454 Da 334.92 s,628.49182,5.58,0,0,0,0,0,0,0,0,8217.642578,0,0,0,0,0,0,6285.17627,5381.125,0,0,0,0
399.29615 Da 334.93 s,400.30342,5.58,3587.687256,3296.402344,3762.215576,3063.323242,2857.621826,3635.637939,0,0,0,0,2366.635254,2653.6875,0,0,0,2801.454346,0,2890.499268,0,0,2468.21582
472.33364 Da 336.17 s,473.34091,5.6,3704.154053,4204.191895,4138.817383,4255.357422,3735.222656,3817.523926,0,3869.601563,5729.482422,4043.455322,3561.814941,3906.661621,4442.075195,4521.529785,0,4354.697754,0,3665.150879,3922.997559,4219.454102,4183.685547
503.33080 Da 336.92 s,504.33808,5.62,0,0,0,0,0,0,0,940.3450928,0,0,0,0,1349.500366,2669.027344,2563.111816,0,0,0,0,0,0
637.38823 Da 334.99 s,638.39551,5.58,0,0,0,1616.468018,1523.767578,1745.531616,14414.34863,13859.9209,12998.54199,0,0,225.6822052,0,0,0,0,0,0,4008.225098,0,5045.15918
560.40401 Da 335.00 s,561.41128,5.58,1179.256836,1173.943726,1105.211548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.07836 Da 335.02 s,124.08564,5.58,13496.65527,13959.61719,13002.94043,13281.09961,11963.58301,0,0,15859.34375,0,13228.1123,13957.33984,14537.49609,0,0,0,14923.10547,17585.52148,15307.54004,10702.4248,0,0
492.19647 Da 335.09 s,493.20375,5.58,0,0,0,0,427.3574829,0,8003.849121,0,7347.863281,458.7250366,0,463.5565491,3518.088623,0,0,641.4700928,501.3589478,0,0,3255.102295,0
390.33024 Da 335.14 s,391.33751,5.59,0,0,0,4407.167969,4594.490234,3878.88208,0,0,0,0,4370.912598,3283.157715,0,0,0,4658.215332,4692.214355,4640.719238,0,0,0
342.21150 Da 335.15 s,343.21878,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.20060 Da 335.26 s,390.20788,5.59,207.4191132,0,0,0,0,0,0,452.4939575,0,0,0,0,539.4736328,0,0,0,0,1035.191772,0,0,0
390.27243 Da 337.23 s,391.27985,5.61,737.7283936,0,758.331543,3621.285645,6248.380859,44751.64453,252505.2813,3845.416016,198550.6406,7238.320313,1223.7771,7714.111816,72760.30469,1380.518311,1706.292969,4579.416016,6379.644043,0,43974.49609,60315.44531,1122.052612
390.27243 Da 337.23 s,413.26158,5.63,0,0,0,0,0,1106.941162,3185.474365,0,2763.35791,0,0,0,997.0848389,0,0,0,0,0,668.5950928,939.6723633,0
390.27243 Da 337.23 s,413.2615,5.62,0,0,0,0,0,683.0661011,2300.36499,0,2719.787354,0,0,0,0,0,0,0,0,0,0,512.0120239,0
390.27243 Da 337.23 s,413.26161,5.62,1309.854492,1126.008545,1335.760132,5277.743164,12235.61816,81290.17188,277697.875,4057.21875,268968.3438,12264.46094,1771.835571,13569.8457,83158.46094,0,2020.593506,10781.08301,10905.05762,3634.755127,63483.43359,79066.55469,0
278.14904 Da 336.85 s,279.15616,5.61,0,370.7451477,410.2708435,1833.517456,3477.678711,24586.21484,139247.5,1598.784058,114696.8125,3641.121826,414.1911621,4463.04541,40172.0625,0,0,2868.713623,3388.610352,1055.279907,24407.15625,31074.70898,0
166.02510 Da 336.79 s,149.02183,5.61,0,620.5162354,474.5963135,2391.822266,5309.483887,34535.74219,211167.0156,2520.882324,174040.0313,5775.17334,704.8886719,5095.437012,56950.54688,0,961.5883179,3523.316406,4237.186035,1225.684326,37189.44922,47941.88281,0
331.10475 Da 336.18 s,332.11203,5.6,0,0,0,0,0,2399.892334,13934.02441,0,13138.94922,0,0,0,4895.613281,0,0,0,0,0,1781.15271,2832.966309,0
492.24376 Da 335.26 s,493.25104,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522.34482 Da 337.61 s,523.3521,5.63,106.1306839,0,0,1623.796997,3988.256348,3698.82251,30693.18164,26153.80664,29222.23828,4637.526855,4558.263672,4777.758789,37347.42188,39792.76953,36497.03906,1224.993896,1479.495483,716.3442383,11312.5166,11303.03906,10999.20996
492.19647 Da 336.52 s,493.20374,5.61,0,0,0,0,530.5787354,4538.381836,15984.06445,0,14253.58789,935.6200562,0,838.473999,4368.473633,0,0,402.0780334,395.9552307,247.3204193,2788.380615,3477.983887,0
521.34218 Da 338.12 s,522.34946,5.64,0,0,0,9394.009766,9793.245117,10136.6709,95605.53906,86063.38281,97465.625,13680.86328,13425.1875,12554.81543,121186.7578,118935.8984,121906.7656,3493.683105,3989.393066,3805.635742,34045.1875,32916.125,34171.98828
592.12081 Da 336.21 s,593.12809,5.6,0,0,0,0,0,1260.730713,5057.352051,0,3939.848145,0,0,0,2041.790527,0,0,0,0,0,1181.43396,1507.294556,0
112.12392 Da 336.76 s,113.1312,5.61,0,0,0,1016.984558,2378.122803,15012.58496,86440.58594,1049.793335,71370.85156,2368.106689,0,2635.260986,25380.98047,0,0,1422.569458,1726.140015,520.3179932,16438.38281,22004.73828,0
70.07718 Da 336.99 s,71.08446,5.62,0,0,0,0,0,2697.947754,14286.0791,0,12450.73145,0,0,0,4446.449707,0,0,0,0,0,3047.800537,3923.875977,0
515.31906 Da 335.67 s,516.32634,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463.29969 Da 335.28 s,464.30696,5.59,0,0,0,868.7121582,1068.321045,0,5317.258301,4702.912109,4816.571289,1929.088623,1923.782227,1745.702881,12213.49219,13316.7832,14096.89648,0,0,0,3350.002197,4433.293457,3796.569092
535.39482 Da 335.30 s,536.4021,5.59,0,0,0,1578.441406,0,0,0,0,0,0,0,0,2523.049316,0,0,396.8118896,0,0,2883.385254,2908.570068,2812.410645
701.41780 Da 335.36 s,702.42507,5.59,0,0,0,0,0,0,3398.068604,3799.290283,2818.550049,0,0,0,0,0,0,0,0,0,0,1642.483643,1381.831665
663.40274 Da 335.40 s,664.41001,5.59,0,0,0,0,0,1382.401855,9083.704102,10131.17285,9993.887695,0,0,0,0,0,0,404.8254395,394.7063293,526.7802734,3223.737549,4048.048096,3555.623535
459.25682 Da 335.43 s,460.2641,5.59,7647.717285,7807.354492,7791.78125,0,0,0,0,0,0,0,0,0,0,9698.109375,0,0,0,0,0,0,0
836.46612 Da 336.54 s,419.24034,5.61,0,0,0,0,0,0,14114.07715,0,10695.95508,0,0,0,0,0,0,0,0,0,0,0,0
484.27693 Da 335.48 s,485.28421,5.59,0,0,3275.282227,0,0,3517.110107,0,4396.438477,0,3972.327148,0,0,0,0,0,0,0,4090.797852,0,0,4282.958496
673.42346 Da 336.12 s,674.43074,5.6,0,0,0,6651.127441,293.8874512,0,0,0,0,2297.304932,0,0,16157.37695,0,0,0,0,0,1133.096436,18429.06836,811.8181763
592.12141 Da 335.48 s,593.12869,5.59,0,0,0,0,0,1639.196289,4737.731934,0,4112.143066,387.7688904,0,362.1833191,1932.074707,0,0,0,0,0,1739.63208,1640.901978,0
148.01463 Da 337.01 s,149.0219,5.62,0,0,0,0,0,2238.392822,5664.351074,0,5341.762695,0,0,0,0,0,0,3269.542969,0,0,0,2887.530273,0
354.15898 Da 336.04 s,355.16626,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551.31671 Da 335.58 s,552.32399,5.59,0,0,0,840.2158813,424.2715759,811.802124,4168.825195,4367.273438,4979.34082,0,0,0,0,0,0,644.6535034,547.5535889,597.7159424,4821.995605,4659.337402,4622.620117
608.28124 Da 335.78 s,609.28852,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585.20651 Da 335.60 s,586.21379,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.31577 Da 336.39 s,312.32304,5.61,0,0,0,0,0,432.9461365,2390.475098,0,1926.676636,0,0,0,2328.665283,842.812439,0,817.7869263,1259.752075,2795.519287,0,1873.590576,0
428.30797 Da 335.69 s,429.31524,5.59,0,5700.249023,5437.6875,0,6991.765137,0,0,0,8500.039063,0,0,0,6917.817871,0,0,6200.9375,5470.872559,0,0,0,0
456.33739 Da 337.04 s,457.34467,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720.163086,8423.486328,7603.76416,0,0,0
532.27069 Da 335.73 s,533.27796,5.6,0,0,0,0,0,0,0,2583.739502,0,0,0,516.0310059,2304.41333,839.7026367,1300.026611,0,0,2613.954346,1210.110352,619.5361328,0
537.26809 Da 336.00 s,269.64132,5.6,0,0,0,1018.685791,1307.794189,1671.197388,7304.978516,8652.545898,6092.57666,1456.348389,2002.82312,1742.180054,12780.79102,16904.57422,16517.38672,0,0,0,4019.893066,2772.60791,3628.49585
529.33444 Da 336.18 s,530.34172,5.6,0,0,30635.93555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.87411 Da 336.98 s,244.88138,5.62,3093.237549,0,0,2189.333252,0,2358.006836,0,0,0,2314.061523,2576.340576,2718.767334,0,0,0,1758.010986,2221.996826,2251.664795,0,0,0
583.27198 Da 336.27 s,584.27926,5.6,0,0,0,904.7918701,901.6569214,789.5862427,6200.09375,5084.115723,4915.54541,1242.73645,1362.794922,1347.911743,7379.76416,9431.626953,10255.2959,438.0049438,342.6063232,290.6960449,2009.028076,2428.759521,2375.487549
340.24236 Da 335.74 s,341.24964,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292.14348 Da 335.75 s,293.15076,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.24750 Da 335.77 s,475.25478,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663.45006 Da 335.77 s,664.45734,5.6,0,0,0,0,0,0,0,0,0,0,893.357666,0,0,0,0,0,0,0,0,0,0
166.02513 Da 335.95 s,167.0324,5.6,0,0,0,0,0,0,3504.230713,0,2804.230713,0,0,0,0,0,0,0,0,0,0,0,0
342.98680 Da 336.14 s,343.99421,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.25781 Da 336.24 s,436.26339,5.6,2082.530273,2080.932861,1932.348999,2133.730469,2103.380615,1816.29895,0,2789.882324,0,1701.941162,2006.304077,1784.087769,1996.433472,3200.776611,3133.075684,2142.555908,2385.189453,2130.382324,2558.992676,1969.68811,3597.127441
371.33561 Da 337.01 s,372.34289,5.62,422.4596863,0,0,0,0,0,0,0,0,909.5238037,632.163269,849.3853149,3046.556641,4870.871582,4286.115234,0,973.7167358,0,1640.203613,1645.056152,1756.859253
250.15442 Da 336.11 s,251.16169,5.6,0,0,0,0,0,0,0,0,0,0,440.1729126,0,0,0,0,0,0,0,0,0,0
428.15502 Da 336.55 s,429.16229,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.16054 Da 336.63 s,437.16782,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342.17016 Da 336.13 s,343.17743,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.5825806,0,0,0
459.23566 Da 336.63 s,460.24293,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.23020 Da 337.37 s,431.23748,5.62,0,0,0,0,0,556.1073608,1987.579346,0,1775.231934,0,0,0,0,0,0,0,0,0,378.283905,0,0
292.14452 Da 336.91 s,293.1518,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344.23170 Da 336.13 s,345.23898,5.6,0,1173.115234,1103.688354,1144.6604,1193.388184,1680.6427,786.9484863,0,0,1147.854858,1372.661743,1522.559082,0,1572.451538,0,1366.91748,1304.286255,1553.077515,1011.298584,0,1216.888794
574.39952 Da 338.04 s,575.4068,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202.362793,2802.891846,0,0,4280.749023,4125.671387,3296.633789
218.98096 Da 336.20 s,219.98824,5.6,0,0,0,0,350.4541016,1564.890991,6626.979004,0,6386.457031,0,0,0,2344.079102,0,0,0,0,0,1225.522949,1302.853271,0
278.14919 Da 337.07 s,279.15647,5.62,0,0,0,0,648.1669312,2765.174561,5864.359863,0,7035.3125,0,0,0,3031.960938,0,0,521.2471924,0,0,2562.645752,3249.098389,0
375.09353 Da 336.41 s,376.1008,5.61,0,0,0,0,0,0,2431.365234,0,2156.112793,0,0,0,0,0,0,0,0,0,0,0,0
537.26728 Da 336.43 s,269.64091,5.61,0,0,0,0,0,0,2546.198242,2692.109375,0,0,0,0,3345.501709,4657.473145,4680.139648,0,0,0,0,0,0
481.34737 Da 337.07 s,482.35507,5.62,0,0,0,22658.62695,22648.2207,24702.90625,235869.1719,224398.4375,241195.1875,35772.33594,32948.10938,36032.57031,321124.6563,320806.2813,341797.1563,8750.924805,8794.170898,8877.254883,80822.52344,86857.05469,88258.58594
390.27263 Da 336.79 s,429.23549,5.61,0,0,0,475.6163635,965.5205688,3622.107178,14620.74902,396.3398743,13601.96875,865.5878296,260.1161804,1260.028076,4892.499512,0,0,592.6219482,865.9494629,0,2836.142822,4800.730957,0
