Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958
250.96326 Da 18.99 s,251.97054,0.32,7953.408691,8016.590332,7485.238281,7593.023438,6310.111328,8052.438965,7470.577148,7083.091797,6645.378418,7330.229492,6818.524414,7495.226563,8134.930176,7543.231445,7898.128906,8129.253418,6122.940918,7415.592773,7266.182129,7938.387695,6193.635254
249.96179 Da 19.10 s,250.96907,0.32,8172.82959,8708.28418,8200.970703,8286.692383,7597.182617,8610.068359,8213.322266,7330.220703,7267.221191,0,0,8192.880859,9356.185547,7967.712891,8492.317383,8665.633789,7181.157227,0,7992.505859,8454.589844,7307.264648
270.84950 Da 19.17 s,271.85677,0.32,3528.67627,3555.646484,3323.365723,2946.489258,3183.711182,3781.253906,3280.239746,3240.341797,3138.835693,3356.08252,3302.581055,3515.95752,3691.631836,3048.348389,3867.842773,3757.001465,3286.272217,3203.474609,3301.178223,3477.052979,2880.124268
306.88311 Da 31.02 s,307.89038,0.52,0,0,0,761.8345337,1060.889282,0,2539.664551,1115.074707,667.2661743,957.4697266,903.0192261,815.9627075,1562.975342,0,0,937.6967773,0,684.3816528,1006.58136,0,1038.654907
545.27821 Da 31.90 s,273.64638,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.35812 Da 32.03 s,362.68634,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.88498 Da 32.36 s,416.89225,0.54,0,0,0,455.0726929,552.7819824,579.8569336,2661.55249,2113.675049,3029.584473,578.4237061,0,0,3346.080566,0,2946.296875,0,0,486.7178955,2606.23584,3973.631836,3712.420166
1163.75874 Da 32.36 s,582.88664,0.54,0,0,0,0,0,0,0,3997.069336,0,0,0,0,3069.322266,2383.904297,2429.2771,0,0,0,3236.966309,3095.533203,0
310.87921 Da 32.61 s,311.88649,0.54,0,400.1636353,0,1055.256958,1216.384766,1233.29834,667.6503906,773.7393188,764.2096558,1385.663086,1393.022827,1393.809448,802.1005859,582.9980469,804.8943481,1593.269287,0,1270.923218,800.2253418,1209.809692,583.4399414
451.89042 Da 32.62 s,452.89769,0.54,0,0,0,0,0,0,3269.218506,4155.168945,3212.324951,0,0,0,3393.128418,3102.263672,0,0,0,0,3857.200195,3506.24707,3899.056885
654.32083 Da 32.64 s,328.16769,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.95707 Da 32.66 s,156.96435,0.54,0,0,0,0,954.718689,0,2852.920166,2551.318604,2867.990234,960.5310059,0,0,2571.728516,2186.555176,2433.552246,0,0,1097.670044,4156.944336,2729.874756,2766.978516
385.86516 Da 32.69 s,386.87244,0.54,0,0,0,0,0,0,2673.208496,2538.649414,3064.003662,0,0,0,4294.365723,2821.96875,3101.039063,0,0,0,2519.472656,2259.497559,3742.733643
524.84076 Da 32.69 s,525.84803,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.0549316,5237.140137,910.3273315
220.89755 Da 32.70 s,221.90483,0.54,0,0,0,2503.893555,2183.321045,1820.008667,1722.506226,1802.863647,1428.995361,1952.885132,2420.092773,1813.538208,1959.379517,2266.555176,1768.610352,2448.868896,2186.580566,1815.672852,1841.743896,1640.038452,1387.590454
638.87086 Da 32.71 s,639.87814,0.55,0,0,0,0,0,0,7307.185059,8460.723633,7959.692871,0,0,0,7060.900879,8968.120117,7475.264648,0,0,0,9086.769531,8377.527344,8840.219727
528.83743 Da 32.71 s,529.84471,0.55,0,0,0,0,0,570.9998779,4101.652832,6575.430664,4112.107422,400.0397949,0,0,5772.540039,5313.203613,5719.888184,0,521.4931641,367.0584717,5310.103027,5545.328125,4667.262207
423.94384 Da 32.76 s,424.95112,0.55,0,0,0,0,0,0,5327.752441,5721.226074,4974.681641,0,0,0,6352.414063,6289.476563,0,0,0,0,5396.379883,6260.881348,5844.745605
498.89523 Da 32.76 s,499.90251,0.55,0,0,0,764.7825928,0,950.0332031,8745.236328,8917.982422,7294.265625,0,0,832.4372559,8113.075684,7422.783691,7937.305176,0,788.1698608,1066.696167,8321.730469,8831.423828,9337.525391
413.88836 Da 32.77 s,414.89564,0.55,0,0,0,574.5654297,0,219.2711334,2661.55249,4327.660645,0,0,403.0532532,0,3346.080566,3869.57959,3602.424072,498.7065735,663.3591309,458.2285767,3600.731445,3973.631836,3830.749756
415.85839 Da 32.78 s,416.86566,0.55,0,0,0,0,0,0,3124.000244,3650.319092,3191.582031,0,0,0,3217.816162,0,2910.189697,0,491.3267517,0,3439.115967,3514.893799,2792.2854
414.85729 Da 32.78 s,415.86456,0.55,0,0,0,1386.209106,1035.326904,1279.740234,8950.865234,8277.665039,7255.053223,1039.690796,924.4901733,828.027832,8838.47168,9930.051758,9326.017578,1278.819214,1148.38208,1253.354126,8280.875977,7500.977539,8135.361816
231.90839 Da 32.80 s,232.91567,0.55,0,0,288.6766968,4408.115234,4458.422363,3964.213135,3604.40625,3404.868896,3777.891602,3499.213379,4282.848633,3572.424316,4491.918457,0,0,4272.288574,4703.78418,4383.043945,4245.786621,4423.621094,4852.95752
499.89327 Da 32.80 s,500.90055,0.55,0,0,0,0,0,462.9346619,6073.944824,4797.262695,5831.613281,316.4736328,382.3051758,0,4923.870605,5721.237305,5089.228516,0,310.3247681,0,7838.533691,5880.476563,6449.775879
232.90436 Da 32.81 s,233.91164,0.55,0,0,0,3770.672607,3556.128174,3894.185791,2646.999268,2998.062256,2666.293701,3150.470703,3491.970459,3489.387939,3544.217285,2925.358398,3336.258545,3954.036621,3879.690918,3576.712891,2920.129395,3366.481201,2889.91748
311.87825 Da 32.81 s,312.88553,0.55,0,0,0,0,0,0,396.1057434,0,0,226.4165802,0,0,433.6181641,0,0,237.9336548,369.2727356,210.0890961,546.7593994,0,0
260.89850 Da 32.81 s,261.90578,0.55,0,0,0,2251.121338,1646.697144,2306.994873,2807.704102,2577.775146,1387.891968,1942.839478,1493.827393,2114.605469,2438.154053,2136.58667,1574.355347,2146.33667,2254.406738,2091.665283,1965.952759,1941.498901,1894.358765
541.86910 Da 32.82 s,542.87637,0.55,0,0,0,0,0,0,3981.650635,4979.608887,4235.841309,0,0,0,3540.977051,3889.400146,2579.663086,0,0,0,3670.842773,3975.664307,3913.13916
640.86886 Da 32.84 s,641.87614,0.55,0,0,0,0,0,0,7205.074219,7946.26416,6087.168945,0,0,0,5705.474121,7190.133301,6242.850098,0,0,0,7750.852539,6951.300781,7684.781738
424.94156 Da 32.84 s,425.94884,0.55,0,0,0,0,0,0,6672.111328,7189.376953,6038.820801,0,0,0,5263.599609,6390.345215,5978.695313,0,0,0,6424.914063,6453.000977,5946.784668
422.94310 Da 32.84 s,423.95038,0.55,0,0,0,0,0,0,6895.256348,9150.061523,7272.952148,0,0,0,7145.37207,8474.367188,6949.749023,0,0,0,10591.48047,10172.29297,5946.784668
307.88160 Da 32.88 s,308.88888,0.55,0,0,0,0,0,0,905.819519,0,0,0,0,320.4244995,0,0,0,0,0,374.1051941,0,0,673.3270874
582.88079 Da 32.89 s,583.88806,0.55,0,0,0,0,0,0,3182.92749,3948.784424,3889.945801,0,0,0,0,0,0,0,0,0,3478.734619,3481.840332,0
640.81712 Da 32.96 s,641.8244,0.55,0,0,0,210.9142456,0,0,1847.560425,2721.670898,2876.248535,0,175.1021881,0,2301.172119,2548.717041,2504.125488,0,0,0,3115.483154,3296.330078,3201.587402
698.27513 Da 32.96 s,350.14484,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.27746 Da 32.97 s,215.64601,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386.86203 Da 33.01 s,387.86931,0.55,0,0,0,0,0,780.0542603,3762.123779,3836.886475,4240.661133,696.4591064,508.6176147,564.6766968,4428.642578,3120.831299,3895.16626,575.6008911,0,509.3718872,3313.54541,4059.998535,3406.64624
641.81996 Da 33.02 s,642.82723,0.55,0,0,0,0,0,0,2443.001465,1725.092041,2344.720703,0,0,0,3189.938477,0,2060.108887,0,322.9753723,0,2301.762939,1918.709229,1845.613525
181.89345 Da 33.10 s,182.90072,0.55,826.7479858,834.3856201,758.9691162,2046.906128,0,1966.877319,3800.85083,5202.785156,4525.724609,1790.886841,1602.125,1076.594116,3294.276611,3659.683594,4672.579102,2225.645752,2569.548828,1720.552979,0,0,0
641.86650 Da 33.12 s,642.87377,0.55,0,0,0,0,0,0,5284.679688,5463.994629,5868.32959,0,0,0,4111.160156,4751.470215,5324.536133,0,0,0,5388.477051,5150.577637,6455.226074
425.94157 Da 33.12 s,426.94884,0.55,0,0,0,0,0,0,2970.372314,3222.154541,2826.542236,0,0,0,0,2999.957764,2976.627441,0,0,0,3299.484375,0,2751.909668
1137.76605 Da 33.12 s,569.8903,0.55,0,0,0,0,0,0,3697.327393,4728.758301,2612.695557,0,0,0,0,3951.351563,3355.048096,0,0,0,3516.274658,2898.128662,4173.381348
501.32135 Da 33.14 s,251.66795,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617.32657 Da 33.14 s,309.67056,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652.32391 Da 33.14 s,327.16923,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.95861 Da 33.15 s,174.96588,0.55,0,0,0,1625.183228,1310.385132,1528.156372,0,1854.893188,0,1250.581665,1664.416504,0,1788.271484,0,0,1457.264282,1477.021851,1139.988525,0,1626.221313,0
642.81500 Da 33.15 s,643.82227,0.55,0,0,0,0,306.5267639,308.2359619,3397.674072,2721.670898,2876.248535,0,0,0,2454.924072,2493.424805,2504.125488,0,0,0,3115.483154,2448.547363,2485.516113
645.25778 Da 33.16 s,323.63617,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517.23540 Da 33.17 s,259.62498,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772.22171 Da 33.22 s,387.11813,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.31805 Da 33.67 s,252.1663,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.06316 Da 34.20 s,122.07043,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524.30572 Da 34.21 s,263.16014,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530.32206 Da 34.39 s,266.16831,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539.87721 Da 34.49 s,540.88449,0.57,0,0,0,0,0,0,3110.605469,2773.319092,2092.670166,0,0,0,1929.949707,2409.62915,2446.524658,0,0,0,2735.154785,2564.729248,2697.225586
472.32840 Da 34.57 s,237.17148,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453.90040 Da 35.50 s,454.90768,0.59,0,0,0,618.8709106,0,748.9014282,3831.041016,3663.550049,3255.321777,0,0,0,2979.244385,3804.060059,3067.922607,710.0427246,733.7302856,555.0541382,3499.493164,3942.042969,4113.305664
607.86860 Da 35.55 s,608.87587,0.59,0,0,0,0,0,0,2453.220215,2401.298584,2040.685425,0,0,0,1393.177368,2209.27832,1657.569336,563.2045288,0,0,2668.077637,2403.183594,2438.793701
589.87308 Da 35.63 s,590.88036,0.59,0,0,0,1020.96283,574.9021606,822.3646851,4825.07373,4414.920898,4357.535645,0,0,697.9101563,4634.143555,3627.970947,3694.890869,0,0,0,5249.439453,4871.586914,4491.209473
327.07231 Da 35.64 s,328.07959,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521.88672 Da 35.77 s,522.89399,0.6,0,0,0,0,758.4973145,743.4822998,4647.368652,4269.410156,3933.856445,0,0,783.2232056,3673.907227,4757.119141,4323.493164,655.1346436,838.213501,0,4510.733887,4524.770508,4113.160156
426.13960 Da 35.88 s,427.14687,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.15267 Da 35.89 s,359.15994,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725.84676 Da 35.89 s,726.85404,0.6,0,0,0,0,0,0,4943.730957,4901.178711,5054.522461,0,0,0,4063.75,4367.738281,4062.260742,0,0,0,5083.273926,5025.538574,5124.358887
793.83366 Da 35.90 s,794.84093,0.6,0,0,0,0,0,0,3412.298584,3509.575928,3424.739746,0,0,0,2788.686523,2684.322021,2558.907471,0,0,0,3343.862793,3240.428467,3647.635498
884.81386 Da 36.07 s,885.82113,0.6,0,0,0,0,0,0,2755.679199,3249.249268,2758.593506,0,0,0,2604.577148,3026.010986,2154.369873,0,0,0,0,0,2851.563232
850.82102 Da 36.26 s,851.82829,0.6,0,0,0,0,0,0,2642.610107,3038.157959,3076.05542,0,0,0,2881.002441,0,0,0,0,0,0,2610.266602,0
1609.66692 Da 36.36 s,805.84074,0.61,0,0,0,0,0,0,5406.831543,5420.309082,5542.164063,0,0,0,4628.740723,6095.201172,5928.29834,0,0,0,4982.647461,4255.036621,6183.601074
1746.63202 Da 36.36 s,874.32328,0.61,0,0,0,0,0,0,2592.628662,1529.148682,1858.335571,0,0,0,2383.662354,2358.140137,2147.75708,0,0,0,1911.422729,0,1694.431885
799.16103 Da 36.40 s,400.58779,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563.67231 Da 36.41 s,782.84343,0.61,0,0,0,0,0,0,2769.290283,4950.985352,0,0,0,0,3813.533691,4021.794434,3806.058105,0,0,0,3822.623779,3582.518066,3785.830322
665.97456 Da 36.41 s,666.98183,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.050049,2056.299561,0,0,0,0,0,0
462.01454 Da 36.41 s,463.02182,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,979.0018921,0,0,0,0,0,0,0
440.01964 Da 36.41 s,441.02691,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,443.4702759,0,0,0,0,0,0,0
455.12868 Da 36.43 s,456.13596,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.82649 Da 36.45 s,621.83377,0.61,0,0,0,2090.468506,2321.137207,2347.288818,1433.903687,1562.210327,0,1935.200317,1938.578003,1983.559937,2175.232178,1424.092285,1904.874512,2556.481689,2234.914307,2273.677002,1674.488403,1684.190308,0
755.19671 Da 36.50 s,378.60563,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.80852 Da 36.52 s,918.81579,0.61,0,0,0,0,0,0,3685.201416,3464.636719,4363.230957,0,0,0,4879.108887,3888.784912,0,0,0,0,4039.840088,0,3395.095215
857.80871 Da 36.53 s,858.81598,0.61,0,0,0,0,0,0,2236.910645,2175.535156,3109.169189,0,0,0,1891.285889,0,0,0,0,0,0,3302.860596,0
1767.63313 Da 36.55 s,884.82384,0.61,0,0,0,0,0,0,3606.569336,4590.066406,4300.429199,0,0,0,3676.105469,3581.418213,3627.375488,0,0,0,4378.837402,3859.570557,4390.936035
1495.68379 Da 36.56 s,748.84917,0.61,0,0,0,368.6448364,0,0,3296.271484,3313.843018,3930.215576,0,0,0,3683.903564,3903.76709,4052.184814,0,0,307.8397522,0,0,4116.300293
985.79740 Da 36.56 s,986.80467,0.61,0,0,0,0,0,0,2743.052979,2848.259766,2860.72168,0,0,0,0,0,3024.035156,0,0,0,3316.185303,2937.714111,2322.513672
1631.65792 Da 36.61 s,816.83624,0.61,0,0,0,0,0,0,4768.043457,3712.111084,3943.22998,0,0,0,3779.641602,3637.267578,3517.089111,0,0,0,0,4181.914551,4520.290039
1699.64409 Da 36.61 s,850.82932,0.61,0,0,0,0,0,0,4734.401855,4449.356934,4373.493652,0,0,0,4606.82666,4367.618652,4099.081055,0,0,0,3733.373291,4228.543457,4579.874023
1632.65738 Da 36.62 s,817.33597,0.61,0,0,0,0,0,0,2086.491943,2560.491455,2517.962158,0,0,0,2692.010986,2292.946289,2138.271484,0,0,0,2771.793945,2553.692383,2062.383789
1564.66772 Da 36.63 s,783.34114,0.61,0,0,0,0,0,0,1979.608643,2431.719971,2565.702393,0,0,0,2108.650391,2087.418945,2062.483643,0,0,0,1586.761353,2334.843018,2187.281738
1670.63032 Da 36.63 s,836.32244,0.61,0,0,0,0,0,0,4000.283936,4521.854004,3470.950439,0,0,0,3300.287598,0,3209.119385,0,0,0,4666.6875,4615.677734,3911.572998
918.31277 Da 36.63 s,919.32005,0.61,0,0,0,0,0,0,0,1918.18103,2579.621582,0,0,0,2499.847412,0,0,0,0,0,2180.230469,2611.03418,1991.743652
1602.64601 Da 36.63 s,802.33028,0.61,0,0,0,0,0,0,3296.997559,4145.69873,2887.866699,0,0,0,2289.440186,2757.401611,2575.442383,0,0,0,3919.354492,3631.35791,3969.883545
1790.62752 Da 36.75 s,896.32104,0.61,0,0,0,0,0,0,6080.133789,5976.475098,6534.405273,0,0,0,5886.454102,6698.749023,5721.881836,0,0,0,6074.384766,5734.699707,4721.30127
354.04630 Da 36.75 s,355.05358,0.61,0,0,0,0,0,0,0,0,0,730.2233887,799.1085815,0,2589.733398,1833.414185,1670.644775,0,0,0,642.9138184,0,973.6268921
1019.78811 Da 36.76 s,1020.79539,0.61,0,0,0,0,0,0,2613.2146,2527.351563,2442.203613,0,0,0,2515.995117,2241.939697,2206.847656,0,0,0,2377.458252,2425.606201,2057.085938
1585.66484 Da 36.76 s,793.8397,0.61,0,0,0,0,0,0,13866.7334,12930.50195,13467.05371,0,0,0,13264.62109,13457.26074,16270.3916,0,0,0,13381.8125,11312.4209,12251.92773
1723.64006 Da 36.79 s,862.8273,0.61,0,0,0,0,0,0,4840.310059,4799.590332,4574.555664,0,0,0,4707.810059,0,5061.37207,0,0,0,4698.021484,5117.016602,3745.475098
1675.64602 Da 36.80 s,838.83029,0.61,0,0,0,2791.266602,2134.888428,2767.927979,28507.97656,29562.52344,28683.67578,2306.109131,1641.18811,2076.964111,30604.68164,33903.60547,30479.53516,2082.505371,1998.230103,2387.946533,25113.71289,27838.66211,27178.78711
963.30060 Da 36.81 s,964.30788,0.61,0,0,0,0,0,0,5323.310547,4992.462402,4058.97583,0,0,0,4915.188965,4272.327637,4137.806152,0,0,0,0,3881.751953,4051.540527
1783.60483 Da 36.81 s,892.80969,0.61,0,0,0,0,0,0,2530.131592,2234.537109,2788.070313,0,0,0,0,2465.586426,0,0,0,0,2659.007813,2721.534912,2859.944824
1791.63208 Da 36.84 s,896.82332,0.61,0,0,0,0,0,0,3866.776123,4837.098145,5219.414063,0,0,0,5302.057129,5449.806641,4779.509766,0,0,0,0,3996.598389,4543.761719
1064.78109 Da 36.85 s,1065.78837,0.61,0,0,0,0,0,0,4353.605957,5881.777344,3997.201904,0,0,0,5121.291992,4344.484375,4383.468262,0,0,0,4928.063477,4213.456543,4130.598633
1539.67220 Da 36.85 s,770.84338,0.61,0,0,0,0,2874.039063,2753.970703,30104.91992,31167.94922,30833.82031,2258.773926,2121.758545,0,30046.34375,34414.3125,32212.75195,2755.087646,0,2586.135254,28219.56445,29429.29883,27049.19141
1677.64937 Da 36.86 s,839.83196,0.61,0,0,0,0,0,0,6098.894531,7044.087402,5342.829102,0,0,0,5643.171875,6220.827637,0,0,0,0,0,5311.963379,0
1789.62546 Da 36.86 s,895.82001,0.61,0,0,0,0,0,0,12975.5752,12972.82129,14460.38965,0,0,0,0,11043.89258,13245.29297,0,0,0,10126.3418,12387.2998,11538.57324
997.29482 Da 36.88 s,998.3021,0.61,0,0,0,0,0,0,3149.258057,4312.897461,3784.85791,0,0,0,4345.32373,4202.953125,3568.905029,0,0,0,3265.800537,3703.342529,3606.713623
573.17598 Da 36.88 s,574.18326,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641.16269 Da 36.88 s,642.16996,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982.28677 Da 36.89 s,983.29404,0.61,0,0,0,0,0,0,3354.280518,0,2414.683838,0,0,0,0,0,0,0,0,0,4317.709473,4557.694824,3619.09082
1132.76999 Da 36.90 s,1133.77726,0.62,0,0,0,0,0,0,3648.240479,3714.087402,0,0,0,0,0,3663.090332,2643.172852,0,0,0,3034.84082,2643.781982,2682.723389
996.79362 Da 36.91 s,997.8009,0.62,0,0,0,0,0,0,7507.371094,7323.591309,8043.104004,0,0,0,7274.226563,7476.074219,7922.270508,0,0,0,7491.098633,8235.185547,5565.772949
1607.65948 Da 36.96 s,804.83702,0.62,0,0,0,0,3012.514404,2525.257813,31260.25586,29482.35938,28623.96094,2131.849365,0,2360.511475,32340.32617,34041.93359,30681.63672,0,2277.908447,2125.055176,27797.25781,29275.66992,28982.71484
1653.65316 Da 36.96 s,827.83386,0.62,0,0,0,0,0,0,14617.88574,14441.78809,13203.98145,0,0,0,12194.99316,12796.49805,13569.58008,762.1814575,0,0,12956.78711,13306.2207,14270.84375
1721.64048 Da 36.96 s,861.82751,0.62,0,0,0,0,1106.248535,0,12128.58789,15267.68555,14166.19434,0,0,0,13965.03418,13213.43359,13725.72461,0,0,0,10965.48145,15619.2832,12696.06836
1075.77846 Da 36.96 s,1076.78574,0.62,0,0,0,0,0,0,8455.233398,8706.15625,8200.994141,0,0,0,7856.607422,7734.07373,7458.943848,0,0,0,7091.173828,8557.682617,7529.889648
936.79373 Da 36.96 s,937.801,0.62,0,0,0,0,0,0,7200.572266,7446.066895,6873.023926,0,0,0,4608.412109,4917.772949,4630.947754,0,0,0,7048.207031,7619.437012,6459.283691
1449.69032 Da 36.96 s,725.85244,0.62,0,0,0,0,0,0,9956.453125,10210.05176,9427.676758,0,0,0,9200.558594,10468.6123,9286.999023,0,0,0,8854.446289,8942.335938,9324.591797
1030.78723 Da 36.96 s,1031.79451,0.62,0,0,0,0,0,0,6262.507813,5402.08252,5551.447266,0,0,0,6239.396484,5672.276855,6456.901367,0,0,0,4788.719238,4969.279297,5436.806152
1556.65264 Da 36.98 s,779.3336,0.62,0,0,0,0,0,0,5265.643066,5153.826172,5159.375,0,0,0,3457.768311,0,4487.187012,0,0,0,6114.097168,7212.854492,4991.21875
1669.62690 Da 36.98 s,835.82073,0.62,0,0,0,0,1296.861328,0,9765.133789,10090.50098,0,0,0,0,6098.915527,0,7223.185547,0,0,0,9634.091797,9578.797852,8077.789551
970.78739 Da 36.98 s,971.79466,0.62,0,0,0,0,0,0,6138.710938,5741.940918,5496.050781,0,0,0,0,4025.191406,4173.977539,0,0,0,5742.763672,7071.205078,5709.62207
1806.60273 Da 36.99 s,904.30864,0.62,0,0,0,0,0,0,3410.299561,4571.094238,3676.622314,0,0,0,0,0,2761.887939,0,0,0,3868.138916,4648.013672,3834.606934
1737.61354 Da 37.01 s,869.81405,0.62,0,0,0,0,0,0,8466.803711,7631.805176,8749.744141,0,0,0,6477.133301,0,6530.510254,0,1270.531006,0,10155.59375,10202.79492,9676.732422
845.80985 Da 37.02 s,846.81713,0.62,0,0,0,1521.300293,1385.456421,1813.733887,0,0,0,0,0,0,0,12197.375,11428.03613,0,0,1553.662964,0,19401.90039,20295.77148
1692.62158 Da 37.02 s,847.31807,0.62,0,0,0,0,0,0,6684.778809,7062.554199,5665.304199,0,0,0,4982.252441,4096.13623,3946.156738,0,0,0,7118.756836,6301.160156,5304.804688
1517.67874 Da 37.02 s,759.84664,0.62,0,0,0,0,0,0,11367.97266,12532.97852,13650.16699,0,0,0,12827.58301,13003.23438,12382.38477,0,0,0,10694.73438,11925.19824,11556.91992
1007.79102 Da 37.02 s,1008.7983,0.62,0,0,0,0,0,0,12500.15918,12108.07227,11830.4668,0,0,0,13626.91504,13185.55078,12348.03809,0,0,0,10460.35547,13218.51758,10367.8877
1813.62213 Da 37.03 s,907.81834,0.62,0,0,0,0,0,0,0,0,4890.380371,0,0,0,5238.548828,6261.030762,4294.137207,0,0,0,4685.342285,4233.841797,4658.894043
846.81116 Da 37.03 s,847.81844,0.62,0,0,0,0,0,0,4713.515137,4557.09375,4643.999023,0,0,0,3677.052246,3833.577393,3946.156738,0,0,0,4914.36377,5692.015137,4845.879395
1473.69029 Da 37.03 s,737.85242,0.62,0,0,0,0,0,0,0,4640.945801,3768.458252,0,0,0,5864.189453,5309.972168,5249.697266,0,0,0,3549.138428,4085.477051,3809.084717
1098.77520 Da 37.03 s,1099.78248,0.62,0,0,0,0,0,0,4320.608887,4126.556152,4566.532715,0,0,0,3351.310547,3951.785889,3879.932373,0,0,0,4217.384766,3575.885742,4139.433594
1601.64089 Da 37.04 s,801.82772,0.62,0,0,0,0,0,0,8361.731445,8564.083008,0,0,0,0,0,7728.226074,8202.376953,0,0,0,9676.295898,9393.699219,8248.201172
1083.76702 Da 37.05 s,1084.77429,0.62,0,0,0,0,0,0,4492.864258,0,3659.349609,0,0,0,0,0,0,0,0,0,6085.660645,4796.539551,5264.622559
929.30844 Da 37.06 s,930.31571,0.62,0,0,0,0,0,0,6099.57666,7368.515625,7114.038574,0,0,0,5684.444824,5877.102539,0,0,0,0,5087.76416,0,4851.150391
1403.69808 Da 37.07 s,702.85632,0.62,0,0,0,2317.440674,2872.237305,0,21444.85352,22731.42969,20422.88672,2220.096191,1826.933472,2139.231201,0,24662.83594,23536.96484,1738.588257,1742.690674,1967.93457,22076.30664,0,20271.93945
1042.28728 Da 37.07 s,1043.29456,0.62,0,0,0,0,0,0,3823.506836,3995.587158,3255.704346,0,0,0,4263.400391,4791.561035,3829.281006,0,0,0,3584.87085,2874.082764,3009.278076
1015.77920 Da 37.07 s,1016.78647,0.62,0,0,0,0,0,0,5927.012695,6493.730469,6794.643555,0,0,0,4672.839355,4601.989258,5118.933105,0,0,0,6694.085449,8798.994141,7670.992676
