"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
566,387.42,123.07946,6.357,"3,3'-Iminobispropanenitrile","C6H9N3",ION=[M+H]+,,,203631.97,196336.71,141488.73,186685.22,198692.95,203631.97,202237.64,67408.07,154820.47
567,387.49,377.29056,NA,"N-arachidonoyl dihydroxypropylamine","C23H39NO3",ION=[M+H]+,,"183718-70-9",10532.64,8598.06,7862.90,8164.03,7097.51,10532.64,7666.80,8049.33,7872.56
568,388.89,421.37654,,,,ION=[M+H]+,,,36238.42,31103.51,32453.53,33597.36,26673.54,33039.64,28721.51,32400.66,36238.42
569,389.13,618.43179,,,,ION=[M+H]+,,,40405.46,28994.01,39991.64,38597.03,21508.26,26876.75,40405.46,39290.89,40278.55
570,389.15,246.15978,,,,ION=[M+H]+,,,362752.94,195815.70,23585.38,362752.94,188540.42,36153.74,29712.30,21968.05,19075.81
571,389.16,465.40316,,,,ION=[M+H]+,,,24689.11,18229.85,16804.29,24689.11,14465.20,15535.23,17020.84,16394.66,16997.37
572,389.26,255.25686,8.361,"Palmitic amide","C16H33NO",ION=[M+H]+,,"629-54-9",50491.21,3424.41,43367.90,4366.19,2937.49,2969.55,50491.21,41318.40,38294.09
573,389.30,377.35023,,,,ION=[M+H]+,,,27980.58,24033.96,27110.53,22593.96,24112.78,25395.13,25908.49,27442.51,27980.58
574,389.63,509.42962,,,,ION=[M+H]+,,,20088.99,12607.44,10069.72,20088.99,8401.56,9331.78,8777.77,11251.71,10179.66
575,389.72,707.50322,,,,ION=[M+H]+,,,163688.23,116108.05,118627.53,38332.90,163688.23,146303.03,86363.41,134151.59,135367.58
576,389.73,310.24859,,,,ION=[M+H]+,,,34606.59,31961.57,32488.48,29044.78,33898.05,32941.89,34606.59,32346.02,30512.85
577,389.82,574.40546,14.750,"SM 23:2;2O/2:0","C30H59N2O6P",ION=[M+H]+,,,88450.88,69761.00,71543.96,88450.88,70751.38,50080.73,82984.02,78790.93,52856.91
578,392.18,437.37134,,,,ION=[M+H]+,,,343383.75,253620.10,290151.04,203883.27,343383.75,213593.30,231223.41,321858.41,317371.31
579,392.67,393.34518,,,,ION=[M+H]+,,,196175.22,144766.82,187793.14,115192.77,196175.22,122932.48,192459.94,189467.13,181452.36
580,392.67,349.31947,,,,ION=[M+H]+,,,69552.58,46596.19,49730.98,47203.49,48246.10,44338.97,69552.58,40731.55,38908.80
581,393.86,368.29037,,,,ION=[M+H]+,,,141528.42,96369.72,56588.84,7286.26,140294.48,141528.42,51440.12,89072.34,29254.07
582,395.21,807.89702,,,,ION=[M+H]+,,,35923.02,12633.69,21210.12,2481.91,17405.60,18013.58,1426.66,26280.68,35923.02
583,396.32,824.55935,,,,ION=[M+H]+,,,17988.47,15868.11,11285.78,11979.08,17636.78,17988.47,16530.45,12659.19,4667.70
584,396.53,281.27230,4.598,"Oleamide","C18H35NO",ION=[M+H]+,"C19670","301-02-0",206364.25,4980.47,186804.20,6007.28,4079.94,4854.20,206364.25,186699.50,167348.86
585,396.53,264.24628,,,,ION=[M+H]+,,,9101.48,277.07,7313.39,0.00,377.84,453.38,6789.86,9101.48,6048.81
586,397.26,808.23376,,,,ION=[M+H]+,,,44385.34,22305.86,34802.00,18330.28,23902.35,24684.94,23726.35,44385.34,36294.30
587,397.68,170.13077,,,,ION=[M+H]+,,,20000.21,18517.41,13231.19,18888.36,20000.21,16663.64,14463.64,13403.56,11826.37
588,397.76,424.20763,,,,ION=[M+H]+,,,210164.44,91163.86,94109.68,118966.65,101668.43,52856.51,210164.44,39039.10,33125.52
589,398.13,412.31675,,,,ION=[M+H]+,,,105029.17,67357.41,80574.45,14973.32,82069.73,105029.17,79450.47,78223.05,84049.83
590,399.13,809.88529,,,,ION=[M+H]+,,,19348.57,9793.43,13087.62,7205.57,18243.05,3931.68,19348.57,17557.86,2356.43
591,399.34,991.70053,,,,ION=[M+H]+,,,31340.09,26045.96,21160.59,17292.53,31340.09,29505.28,28451.60,30278.75,4751.43
592,399.40,795.20739,,,,ION=[M+H]+,,,17437.83,7109.83,15943.19,1670.89,14109.67,5548.92,17019.79,17437.83,13371.94
593,399.54,1876.33581,,,,ION=[M+H+H]2+,,,45001.57,28285.82,36490.58,0.00,39855.88,45001.57,34056.41,37296.49,38118.85
594,399.72,679.47293,,,,ION=[M+H]+,,,85530.79,33681.07,67430.54,7199.79,8312.62,85530.79,71136.91,71167.94,59986.78
595,399.81,456.34313,,,,ION=[M+H]+,,,123156.45,84618.61,88873.22,11159.88,123156.45,119539.49,87835.06,86277.29,92507.32
596,400.05,2140.49862,,,,ION=[M+H+H]2+,,,106602.17,100776.55,59220.76,94850.80,100876.68,106602.17,89237.77,88424.51,0.00
597,400.55,793.55690,NA,"PE 20:2_20:3","C45H80NO8P",ION=[M+H]+,,,41593.11,5911.96,26240.68,2790.84,10145.19,4799.83,31619.05,41593.11,5509.87
598,400.83,2052.44453,,,,ION=[M+H+H]2+,,,163261.31,153297.24,100224.33,140628.20,156002.22,163261.31,141781.83,158891.17,0.00
599,401.01,2185.52258,,,,ION=[M+H+H]2+,,,49780.61,22260.10,28325.64,6458.74,10540.95,49780.61,44922.21,40054.70,0.00
600,401.15,2096.46922,,,,ION=[M+H+H]2+,,,140801.23,131807.67,121930.88,123606.64,131015.13,140801.23,120086.09,127776.29,117930.24
601,401.22,2145.45410,,,,ION=[M+H+H]2+,,,52950.58,43183.88,22716.63,38607.05,37994.02,52950.58,34457.77,33692.12,0.00
602,401.34,361.91886,,,,ION=[M+H]+,,,15755.77,15162.62,11239.72,14273.32,15458.77,15755.77,12624.64,13028.04,8066.48
603,401.47,2008.41437,,,,ION=[M+H+H]2+,,,131491.22,110137.77,122080.39,97062.34,113101.10,120249.86,106224.48,131491.22,128525.48
604,401.65,1964.38896,,,,ION=[M+H+H]2+,,,108332.98,98782.45,85786.58,93202.42,94811.95,108332.98,86757.24,80655.92,89946.57
605,401.72,2057.39426,,,,ION=[M+H+H]2+,,,68310.49,60981.82,50058.43,55886.39,58748.57,68310.49,54515.66,45312.55,50347.07
606,401.81,1925.31497,,,,ION=[M+H+H]2+,,,36361.83,30349.82,29561.67,27830.60,26857.04,36361.83,28228.09,26759.69,33697.24
607,402.05,1920.36210,,,,ION=[M+H+H]2+,,,83675.99,75252.68,70387.39,64806.82,77275.23,83675.99,68987.55,71618.38,70556.23
608,402.21,2101.42646,,,,ION=[M+H+H]2+,,,52652.02,34024.40,44733.57,49421.17,52652.02,0.00,47851.07,43702.04,42647.61
609,402.38,1969.34452,,,,ION=[M+H+H]2+,,,41317.43,37735.37,29693.41,33019.89,38868.79,41317.43,31300.50,27231.33,30548.38
610,402.46,2013.36773,,,,ION=[M+H+H]2+,,,44211.54,40865.44,40832.17,37197.15,42597.21,42801.96,34367.71,44211.54,43917.27
611,402.68,1881.29200,,,,ION=[M+H+H]2+,,,18510.81,15200.28,9463.17,10796.67,16293.37,18510.81,13402.13,14987.39,0.00
612,403.00,398.20352,31.280,"4-phenyl-N-[[1-(thiophen-2-ylmethyl)piperidin-4-yl]methyl]oxane-4-carboxamide","C23H30N2O2S",ION=[M+H]+,,,2985.37,2483.22,2187.12,1918.44,2545.86,2985.37,2271.24,2613.50,1676.62
613,403.39,165.09034,,,,ION=[M+H]+,,,116394.09,41771.47,3147.61,4541.25,116394.09,4379.05,3043.52,2523.81,3875.48
614,403.46,186.97612,,,,ION=[M+H]+,,,4142.88,3405.28,3498.16,3558.84,3352.45,3304.56,4142.88,2875.03,3476.56
615,403.50,173.99396,,,,ION=[M+H+H]2+,,,382052.28,235911.72,358040.83,0.00,380744.50,326990.66,382052.28,342213.47,349856.75
616,403.51,75.92515,,,,ION=[M+H]+,,,2719.47,2272.04,2287.25,2297.64,2459.90,2058.58,2217.88,2719.47,1924.40
617,403.54,180.99424,,,,ION=[M+H+H]2+,,,44248.14,42300.88,42947.74,42884.41,42641.77,41376.45,43353.80,44248.14,41241.30
618,403.54,178.99871,,,,ION=[M+H+H]2+,,,105127.52,96257.27,99006.05,95411.43,105127.52,88232.85,104000.11,97086.86,95931.17
619,403.54,127.95545,,,,ION=[M+H]+,,,45899.15,26710.81,7370.38,4683.73,45899.15,29549.54,4695.40,3731.27,13684.47
620,403.54,187.97138,,,,ION=[M+H]+,,,5859.94,4949.84,5377.32,5249.57,5121.02,4478.93,5859.94,4846.01,5426.00
621,403.54,146.94492,,,,ION=[M+H]+,,,15891.49,14822.85,13185.03,15891.49,14761.77,13815.28,12823.16,14573.89,12158.04
622,403.54,140.97590,,,,ION=[M+H]+,,,6482.77,5758.52,5886.17,6482.77,6294.84,4497.96,5969.11,6387.68,5301.70
623,403.54,114.95706,,,,ION=[M+H]+,,,17532.37,15889.50,16324.83,17326.15,16176.67,14165.67,17532.37,15525.72,15916.40
624,403.58,249.85590,,,,ION=[M+H]+,,,7050.56,6035.54,4268.78,7050.56,5254.11,5801.96,4543.47,4067.04,4195.85
625,403.58,220.02587,,,,ION=[M+H+H]2+,,,5144.00,4408.87,4992.54,4224.51,4215.80,4786.30,4739.79,5144.00,5093.83
626,403.58,291.88096,,,,ION=[M+H]+,,,7662.96,5631.14,6052.45,5746.28,4608.66,6538.49,7662.96,6226.73,4267.67
627,403.58,183.98940,,,,ION=[M+H+H]2+,,,10740.03,5901.95,10153.68,9000.86,0.00,8705.01,10740.03,9892.19,9828.83
628,403.61,88.99313,,,,ION=[M+H]+,,,16585.05,14641.45,15837.67,14755.47,16280.65,12888.24,16585.05,14601.72,16326.24
629,403.62,199.00608,,,,ION=[M+H+H]2+,,,106794.13,94248.02,100414.69,97616.15,101374.27,83753.63,106794.13,93803.54,100646.41
630,403.62,192.00475,,,,ION=[M+H+H]2+,,,158283.27,140234.88,146747.38,143902.00,148887.59,127915.04,158283.27,136929.39,145029.48
631,403.62,108.50849,,,,ION=[M+H]+,,,21016.01,17884.67,19481.74,18533.67,18339.65,16780.69,21016.01,18355.20,19074.02
632,403.62,197.01015,,,,ION=[M+H+H]2+,,,301183.91,264391.50,275500.51,271211.06,288785.97,233177.47,301183.91,246435.61,278882.00
633,403.62,73.92996,,,,ION=[M+H]+,,,8650.74,7073.58,7507.24,8329.54,7067.21,5823.99,8650.74,6664.63,7206.36
634,403.62,58.92258,,,,ION=[M+H]+,,,9704.02,8239.78,8473.54,9704.02,8132.74,6882.59,9383.17,8201.67,7835.79
635,403.62,83.93818,,,,ION=[M+H]+,,,3924.51,3387.41,3229.33,3796.03,3140.26,3225.95,2685.67,3077.80,3924.51
636,403.65,218.00228,,,,ION=[M+H+H]2+,,,15353.29,12597.30,8545.91,12062.83,12726.16,13002.90,0.00,15353.29,10284.44
637,403.65,181.06944,,,,ION=[M+H+H]2+,,,4730.51,3539.63,2882.62,4220.59,3405.61,2992.68,0.00,4730.51,3917.34
638,403.68,101.50143,,,,ION=[M+H]+,,,4198.11,2152.76,3493.24,2809.41,0.00,3648.87,4198.11,3500.63,2780.99
639,403.70,165.05715,,,,ION=[M+H+H]2+,,,4157.62,1211.99,3576.75,0.00,3635.97,0.00,3043.90,3528.72,4157.62
640,403.70,127.01233,,,,ION=[M+H]+,,,2800.42,2543.24,2464.85,2154.29,2800.42,2675.01,2566.15,2696.56,2131.84
641,403.70,163.05913,,,,ION=[M+H+H]2+,,,26905.32,23990.33,23985.60,24314.42,22476.00,25180.57,23815.74,26905.32,21235.75
642,403.70,158.05380,,,,ION=[M+H+H]2+,,,30671.79,25946.37,29850.92,25075.34,23243.10,29520.67,28607.02,30671.79,30273.94
643,403.70,132.02791,,,,ION=[M+H+H]2+,,,9201.77,7679.13,7181.15,6485.95,9201.77,7349.67,6258.67,6682.00,8602.77
644,403.70,117.02717,,,,ION=[M+H+H]2+,,,3057.27,1641.14,2586.04,1866.15,3057.27,0.00,2615.05,2649.04,2494.03
645,403.74,185.98428,,,,ION=[M+H+H]2+,,,4088.65,2519.66,3469.92,3476.77,4082.20,0.00,2940.32,3380.79,4088.65
646,403.75,104.02221,,,,ION=[M+H+H]2+,,,2931.59,2857.09,1688.45,2871.29,2816.23,2883.76,0.00,2931.59,2133.75
647,403.77,70.52193,,,,ION=[M+H]+,,,17926.77,13175.53,16079.30,13465.04,12056.00,14005.56,14644.04,15667.09,17926.77
648,403.78,493.80467,,,,ION=[M+H]+,,,17326.37,2779.24,8574.45,2313.93,2349.39,3674.38,4331.12,4065.85,17326.37
649,403.78,142.04095,,,,ION=[M+H+H]2+,,,14566.49,8083.82,13993.73,10422.03,0.00,13829.44,13373.21,14566.49,14041.50
650,403.79,122.03262,,,,ION=[M+H+H]2+,,,40483.15,35594.69,39122.99,34747.12,35646.78,36390.18,36446.88,40483.15,40438.95
651,403.79,81.00625,,,,ION=[M+H]+,,,5316.69,4454.42,4470.04,4745.37,4113.51,4504.37,3871.29,5316.69,4222.14
652,403.79,140.04301,,,,ION=[M+H+H]2+,,,93648.56,84764.87,92300.66,81829.64,85900.02,86564.95,93648.56,91552.19,91701.23
653,403.79,124.03059,,,,ION=[M+H+H]2+,,,5443.19,1814.40,4469.50,0.00,0.00,5443.19,3905.92,4418.18,5084.38
654,403.81,123.95709,,,,ION=[M+H]+,,,9998.76,5860.23,5121.80,3746.17,3835.77,9998.76,1789.80,5793.59,7782.01
655,403.82,96.01882,,,,ION=[M+H]+,,,3001.36,765.43,1903.85,0.00,0.00,2296.29,3001.36,175.85,2534.34
656,403.83,174.99284,,,,ION=[M+H+H]2+,,,51220.25,43517.92,46630.38,46999.24,43024.65,40529.86,45885.26,42785.63,51220.25
657,403.84,189.00685,,,,ION=[M+H+H]2+,,,3585.47,3141.03,3194.26,3205.50,3382.74,2834.86,3585.47,2672.77,3324.55
658,403.86,123.03398,,,,ION=[M+H+H]2+,,,6855.16,5458.33,3771.99,6855.16,4804.53,4715.31,5158.98,6157.00,0.00
659,403.86,254.93276,,,,ION=[M+H]+,,,3191.80,2718.98,1895.15,1947.23,3191.80,3017.92,2052.55,1901.57,1731.33
660,403.86,174.03157,,,,ION=[M+H+H]2+,,,28987.62,25105.97,26129.83,23435.46,28205.44,23677.02,26184.16,28987.62,23217.71
661,403.90,184.99016,,,,ION=[M+H+H]2+,,,3045.68,2570.56,1015.23,2807.19,2378.25,2526.25,0.00,3045.68,0.00
662,403.90,48.49184,,,,ION=[M+H]+,,,16267.42,9571.70,15788.11,13813.75,14901.34,0.00,16073.13,16267.42,15023.76
663,403.95,156.02084,,,,ION=[M+H+H]2+,,,76287.91,71955.74,66036.46,65547.36,76287.91,74031.95,61815.07,68467.87,67826.43
664,403.95,80.51329,,,,ION=[M+H]+,,,3661.09,2673.97,843.62,1737.28,3661.09,2623.53,0.00,0.00,2530.87
665,403.97,53.48963,,,,ION=[M+H]+,,,4738.08,3059.74,4095.93,4620.96,0.00,4558.27,3167.29,4738.08,4382.43
666,403.99,181.89513,,,,ION=[M+H]+,,,4524.38,3478.59,3669.19,3122.83,3805.61,3507.33,3830.33,2652.85,4524.38
667,404.00,179.03660,,,,ION=[M+H+H]2+,,,5418.41,4666.64,3196.27,4712.08,5157.96,4129.87,0.00,5418.41,4170.42
668,404.05,152.98565,,,,ION=[M+H+H]2+,,,11614.84,3325.78,11097.50,9977.34,0.00,0.00,10253.99,11614.84,11423.67
669,404.05,273.89516,,,,ION=[M+H]+,,,14786.45,13419.25,7301.12,14786.45,14557.92,10913.38,12904.76,8998.59,0.00
670,404.10,88.45792,,,,ION=[M+H]+,,,4481.84,2439.12,2746.23,2594.02,2386.08,2337.26,4481.84,0.00,3756.85
671,404.11,247.85553,,,,ION=[M+H]+,,,7050.56,6827.50,5489.04,7050.56,6821.06,6610.88,5837.82,5826.66,4802.65
672,404.15,285.88322,,,,ION=[M+H]+,,,4706.60,4255.44,3032.71,3713.61,4346.10,4706.60,2607.18,3538.45,2952.51
673,404.18,67.94448,,,,ION=[M+H]+,,,3428.19,2292.63,2909.41,1923.92,2545.20,2408.76,2399.41,2900.62,3428.19
674,404.30,272.88843,,,,ION=[M+H]+,,,13279.85,5908.57,11182.56,10336.27,3197.23,4192.21,11173.35,13279.85,9094.48
675,404.35,222.98133,,,,ION=[M+H]+,,,9663.54,8795.88,7829.56,9663.54,7710.07,9014.04,7712.48,7639.84,8136.36
676,404.52,248.93686,,,,ION=[M+H]+,,,6062.86,5631.02,4823.45,5874.18,4956.02,6062.86,3922.37,5744.70,4803.27
677,404.57,171.99345,,,,ION=[M+H+H]2+,,,725254.63,591299.01,169101.77,475304.59,725254.63,573337.81,0.00,507305.31,0.00
678,404.60,299.88922,,,,ION=[M+H]+,,,4938.92,4669.55,4323.43,4146.71,4923.02,4938.92,4323.96,4379.45,4266.89
679,404.64,190.00423,,,,ION=[M+H+H]2+,,,68428.06,66292.86,40174.21,64426.27,68428.06,66024.27,0.00,62317.91,58204.71
680,404.69,163.97840,,,,ION=[M+H+H]2+,,,79766.89,65085.87,52837.51,79766.89,64987.46,50503.25,61257.75,47293.55,49961.25
681,404.69,273.91410,,,,ION=[M+H+H]2+,,,15580.25,13105.91,5438.36,15580.25,11827.22,11910.26,10749.39,0.00,5565.68
682,404.79,66.92721,,,,ION=[M+H]+,,,8756.77,6343.90,8043.60,4800.92,7879.12,6351.66,8756.77,7609.73,7764.31
683,404.86,302.94045,,,,ION=[M+H+H]2+,,,14486.20,8162.81,6652.65,14486.20,2365.19,7637.04,8406.71,5780.08,5771.17
684,404.94,270.88743,,,,ION=[M+H]+,,,12093.72,8701.92,8838.97,8216.26,5795.79,12093.72,10343.34,7317.83,8855.73
685,405.33,97.50484,,,,ION=[M+H]+,,,162656.17,87762.68,136944.32,100631.87,0.00,162656.17,141944.27,136947.33,131941.38
686,405.45,148.98038,,,,ION=[M+H]+,,,24121.47,18377.89,15182.73,24121.47,17306.82,13705.38,16613.32,14389.77,14545.09
687,405.86,111.86930,,,,ION=[M+H+H]2+,,,46027.65,35762.90,34061.81,46027.65,41681.47,19579.57,38647.98,36828.02,26709.42
688,406.87,246.93570,,,,ION=[M+H]+,,,11685.63,9104.43,8077.01,4064.76,11685.63,11562.91,9917.13,8187.32,6126.59
689,407.18,54.92680,,,,ION=[M+H]+,,,121189.52,93043.45,72078.86,108119.54,118164.30,52846.50,54254.66,121189.52,40792.38
690,407.18,362.78266,,,,ION=[M+H]+,,,17776.56,17146.87,14906.45,16632.31,17031.73,17776.56,14892.29,15480.55,14346.52
691,407.41,59.97914,,,,ION=[M+H]+,,,13913.60,6216.29,9002.71,3483.82,2266.76,12898.28,13913.60,7083.36,6011.17
692,408.00,135.45538,,,,ION=[M+H]+,,,68672.00,24391.26,45167.63,10247.78,14583.90,48342.10,0.00,68672.00,66830.88
693,408.59,155.96842,,,,ION=[M+H]+,,,14884.45,8861.24,9912.12,6391.14,6160.22,14032.35,14884.45,9352.82,5499.08
694,416.81,512.81004,,,,ION=[M+H]+,,,17134.02,15519.13,11390.16,14172.36,17134.02,15251.02,13567.34,15104.25,5498.89
695,417.55,297.89825,,,,ION=[M+H+H]2+,,,74039.97,46457.69,31028.05,74039.97,6005.49,59327.60,8503.64,69592.63,14987.89
696,418.51,130.92225,,,,ION=[M+H]+,,,9922.91,7164.13,6177.69,9922.91,7256.00,4313.47,5135.02,7217.41,6180.65
697,418.66,292.84743,,,,ION=[M+H]+,,,4134.92,3744.52,3361.60,4134.92,4084.06,3014.58,2691.65,3857.30,3535.85
698,418.77,171.94879,,,,ION=[M+H]+,,,4635.13,3846.22,3442.65,4635.13,3727.04,3176.49,2973.15,4035.57,3319.21
699,421.58,238.88147,,,,ION=[M+H]+,,,5256.32,4238.46,4428.10,5256.32,5102.54,2356.50,4489.28,3874.16,4920.85
700,421.71,428.72628,,,,ION=[M+H]+,,,2753.32,2274.09,2707.60,2228.83,2710.07,1883.35,2750.55,2753.32,2618.92
701,421.85,329.80996,,,,ION=[M+H]+,,,2998.62,2367.04,2860.46,2577.20,2995.44,1528.48,2998.62,2883.49,2699.27
702,428.36,183.95381,,,,ION=[M+H]+,,,45685.58,17773.01,39844.74,37436.64,13170.25,2712.15,45685.58,42763.25,31085.41
703,429.53,194.90499,,,,ION=[M+H]+,,,44226.81,28688.33,26702.49,33416.09,44226.81,8422.09,2975.45,40748.13,36383.90
704,431.59,72.05742,,,,ION=[M+H]+,,,185284.34,162802.52,145785.06,160563.72,181566.80,146277.05,121265.19,185284.34,130805.65
705,431.76,127.94337,,,,ION=[M+H]+,,,61793.43,6551.42,52045.57,9689.82,0.00,9964.42,61793.43,50595.16,43748.12
706,434.45,44.02605,,,,ION=[M+H]+,,,240336.69,214398.43,123570.53,196965.56,227272.33,218957.39,240336.69,130374.91,0.00
707,435.04,549.20969,,,,ION=[M+H]+,,,68275.48,23868.38,51456.16,6039.18,46467.84,19098.11,68275.48,48186.59,37906.41
708,2.92,175.96484,,,,ION=[M+H-H2O]+,,,39988.52,20030.04,28566.38,14164.14,29001.72,16924.26,19945.37,39988.52,25765.24
709,3.60,203.95987,,,,ION=[M+H-H2O]+,,,42429.27,24271.34,22996.41,26783.35,26450.30,19580.37,4683.50,42429.27,21876.46
710,3.40,162.93302,,,,ION=[M+H-H2O]+,,,21021.50,7531.11,11472.59,5768.16,10181.84,6643.31,3022.77,10373.50,21021.50
711,2.63,147.96946,,,,ION=[M+H-H2O]+,,,15054.15,9969.57,8641.62,11178.45,11748.46,6981.81,7502.67,15054.15,3368.03
712,3.26,253.94228,,,,ION=[M+H-H2O]+,,,10513.60,3935.13,7185.36,1222.21,6882.85,3700.32,1118.97,9923.50,10513.60
713,3.61,180.94417,,,,ION=[M+H]+,,,5905.68,1824.05,3952.46,2058.76,1132.02,2281.38,455.15,5905.68,5496.54
714,3.06,54.04670,,,,ION=[M+H]+,,,8030.38,4376.38,3902.65,5098.77,8030.38,0.00,2781.42,4702.57,4223.95
715,3.19,134.09403,NA,"Ethoxyethoxyethanol","C6H14O3",ION=[M+H]+,,"111-90-0",10030.15,5029.99,5060.91,2271.79,10030.15,2788.02,10011.16,4101.51,1070.05
716,3.45,40.03118,,,,ION=[M+H]+,,,5401.14,3591.99,2253.31,4264.57,5401.14,1110.25,2180.68,4168.98,410.26
717,3.71,156.07661,,,,ION=[M+H]+,,,34005.87,25830.81,25541.79,27882.18,32396.58,17213.67,27054.48,34005.87,15565.01
718,3.46,238.15493,,,,ION=[M+H]+,,,16411.03,10683.75,14645.67,10424.92,7431.68,14194.64,16411.03,13856.37,13669.61
719,3.65,60.02111,,,,ION=[M+H-H2O]+,,,10982.53,9159.21,4424.70,10982.53,8756.24,7738.87,4122.74,6731.11,2420.25
720,5.33,60.02109,,,,ION=[M+H]+,,,25286.68,13492.12,20581.13,0.00,21169.06,19307.30,21665.69,14791.04,25286.68
721,3.90,60.02090,,,,ION=[M+H]+,,,126733.56,54449.37,24885.16,126733.56,6987.66,29626.89,0.00,57326.36,17329.14
722,5.14,158.96209,,,,ION=[M+H-H2O]+,,,72249.49,31759.27,43908.12,25782.55,31615.55,37879.72,20712.46,38762.41,72249.49
723,5.65,166.95632,,,,ION=[M+H-H2O]+,,,144152.19,36629.33,50199.14,88056.32,13114.90,8716.77,2288.94,4156.29,144152.19
724,5.58,300.87154,,,,ION=[M+H]+,,,5883.13,2498.10,325.72,5883.13,794.77,816.41,224.39,712.80,39.99
725,5.71,153.98283,,,,ION=[M+H+H]2+,,,7510.31,6283.07,4814.84,7510.31,5485.81,5853.09,1622.45,5813.67,7008.39
726,5.51,272.87622,,,,ION=[M+H]+,,,4536.49,2134.61,340.22,4536.49,1165.52,701.82,189.79,783.01,47.87
727,5.87,301.87091,,,,ION=[M+H]+,,,18803.38,7060.21,4029.86,18803.38,1634.25,743.01,192.09,351.77,11545.72
728,5.90,302.87030,,,,ION=[M+H]+,,,14194.51,5364.77,3820.14,14194.51,1044.11,855.68,173.00,712.80,10574.63
729,5.11,251.96656,,,,ION=[M+H]+,,,8922.89,5460.70,3232.43,8922.89,4097.64,3361.57,901.60,2841.69,5954.00
730,5.55,149.94438,,,,ION=[M+H]+,,,12350.54,6531.45,1500.32,12350.54,3732.72,3511.10,1095.62,2677.15,728.19
731,3.68,44.02618,,,,ION=[M+H]+,,,25507.13,13125.72,21283.46,17794.74,4837.12,16745.29,21456.34,25507.13,16886.91
732,5.20,71.92966,,,,ION=[M+H]+,,,3565.84,2433.72,2336.11,2191.75,2315.41,2794.01,771.75,2670.72,3565.84
733,5.62,147.94595,,,,ION=[M+H]+,,,35446.88,14151.64,14518.06,27059.58,8164.76,7230.58,2228.52,5878.79,35446.88
734,5.76,151.94397,,,,ION=[M+H]+,,,14047.56,3458.36,4817.33,8365.39,1232.48,777.21,169.35,235.08,14047.56
735,4.82,142.95185,,,,ION=[M+H]+,,,4687.92,3956.53,1405.75,4585.00,2596.67,4687.92,1089.81,1757.91,1369.52
736,3.79,162.12562,NA,"2-(2-Butoxyethoxy)ethanol","C8H18O3",ION=[M+H]+,,,8990.54,5522.92,5871.08,7321.55,6655.96,2591.26,8990.54,7124.74,1497.97
737,5.92,303.86834,,,,ION=[M+H]+,,,18939.30,6810.07,4205.84,18939.30,848.10,642.81,161.84,104.95,12350.72
738,3.54,198.16215,,,,ION=[M+H]+,,,7585.25,5548.69,5257.09,4609.67,7585.25,4451.15,7087.31,4032.88,4651.08
739,5.64,171.99357,,,,ION=[M+H+H]2+,,,13497.85,7455.46,9487.84,11684.32,0.00,10682.07,4671.38,10294.29,13497.85
740,3.75,55.95729,,,,ION=[M+H]+,,,9083.83,6069.92,4297.08,9078.98,4168.17,4962.61,839.42,9083.83,2968.00
741,5.81,305.86700,,,,ION=[M+H]+,,,13142.31,4886.00,3063.95,13142.31,1000.64,515.07,74.68,108.94,9008.23
742,4.83,60.00013,,,,ION=[M+H]+,,,3261.13,1974.20,1141.08,3261.13,0.00,2661.47,495.15,1542.82,1385.26
743,6.35,104.95676,,,,ION=[M+H]+,,,16125.55,10920.16,4391.33,11474.88,16125.55,5160.06,3631.58,4331.85,5210.55
744,3.48,78.01360,NA,"dimethyl sulfoxide","C2H6OS",ION=[M+H]+,"C11143","67-68-5",13215.29,3039.80,7104.30,0.00,847.35,8272.04,7140.89,13215.29,956.71
745,5.87,152.94145,,,,ION=[M+H]+,,,56572.98,13361.13,19647.82,33187.63,4764.78,2130.99,854.71,1515.75,56572.98
746,3.84,58.04177,,,,ION=[M+H]+,,,44460.54,33376.38,13158.51,27856.66,44460.54,27811.94,24083.75,0.00,15391.79
747,5.28,455.87701,,,,ION=[M+H]+,,,36998.83,22377.61,1943.30,36998.83,26772.64,3361.35,1276.53,901.73,3651.64
748,5.18,250.96583,,,,ION=[M+H]+,,,3393.12,2077.27,1494.68,3393.12,1591.57,1247.11,480.84,1163.95,2839.24
749,4.28,72.05758,,,,ION=[M+H]+,,,17203.16,12040.32,5932.46,9184.25,17203.16,9733.55,11917.88,3990.62,1888.88
750,5.54,41.02655,,,,ION=[M+H]+,,,223986.16,42483.82,93988.21,38196.93,38973.12,50281.40,19398.85,38579.61,223986.16
751,3.58,115.96867,,,,ION=[M+H]+,,,8064.98,2745.58,3791.72,3137.61,1880.98,3218.15,1005.23,2304.94,8064.98
752,4.80,73.05256,NA,"Dimethylformamide","C3H7NO",ION=[M+H]+,"C03134",,8028.54,4484.33,3403.24,3955.51,5237.54,4259.95,462.31,8028.54,1718.87
753,5.34,249.96468,,,,ION=[M+H]+,,,16066.51,2764.91,6056.64,4455.01,2227.57,1612.14,603.00,1500.40,16066.51
