"ms1_id","ms2_id","mz","RTINMINUTES","omus","annotations","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
"249","mz84.95941rt2.73","84.959406","2.73383333333333","omu149","",0,0,0,45221.36,44596.64,40859.98
"250","mz367.26453rt2.76","367.2645276","2.7555","omu150","",238.39,201.07,241.3,1869069.88,1835948.63,1888296
"253","mz502.67539rt2.89","502.675386","2.89083333333333","omu55","",0,0,0,86480.33,83631.41,82741.13
"254","","157.084266","2.91333333333333","","",0,0,0,30761.93,30154.1,27567.47
"257","mz144.10196rt3.07","144.101956","3.0675","omu56","",0,0,0,4866.85,4281.21,4511.35
"259","mz315.14734rt3.12","315.1473326","3.12166666666667","omu57","",0,0,0,15092.2,16711.79,16938.44
"260","","735.502326","3.15933333333333","","",0,0,0,22144.79,17767.89,19480.74
"263","mz299.08166rt3.21","299.081666","3.21333333333333","omu58","",0,0,0,33864.24,35301.53,36373.23
"265","mz258.05501rt3.22","258.055006","3.216","omu59","",0,0,0,11555.3,12088.39,12553.59
"267","","57.069826","3.21916666666667","","",0,0,0,74025.55,71286.93,60177.69
"271","mz748.48381rt3.28","748.483806","3.2805","omu135","Clarithromycin",0,0,0,112971.13,110705.15,101876.73
"273","","717.461006","3.3105","","",0,0,0,4649363,4542059.5,4651337.5
"277","mz115.07526rt3.39","115.075256","3.38733333333333","omu60","trans-2-Hexenoic acid",0,0,0,32586.93,33270.63,32493.87
"278","mz748.48937rt3.43","748.489366","3.42533333333333","omu135","Clarithromycin",0,0,0,16995228,17319224,17277256
"280","mz69.03319rt3.5","69.033186","3.49833333333333","omu61","",0,0,0,3538,3010.52,4033.75
"285","mz130.96615rt3.67","130.966146","3.6695","omu145","",0,0,0,65777.41,78525.36,77684.79
"287","","280.1270126","3.69783333333333","","",0,0,0,4022.15,3553.15,3778.54
"294","mz451.16397rt3.78","451.163976","3.78033333333333","omu62","",86.03,66.75,62.77,26376.34,26582.23,27529.64
"295","mz59.06016rt5.8","59.060076","3.79433333333333","omu63","",0,0,0,17376.52,19217.62,15021.56
"296","mz211.133rt3.8","211.132996","3.8005","omu64","",0,0,0,5638.14,4857,4401.88
"297","mz389.26006rt3.8","389.2600526","3.80233333333333","omu65","",0,0,0,33080.43,27828.94,30689.97
"298","mz288.25354rt3.81","288.253536","3.8075","omu140","Lauryl diethanolamide",0,0,0,62152.71,57217.13,53534.62
"299","mz184.98574rt6.72","184.985666","3.81283333333333","omu146","",0,0,0,26603.41,27617.1,25568.98
"300","mz87.00417rt3.92","87.004176","3.91616666666667","omu66","",0,0,0,104191.64,118849.54,109969.45
"307","","286.274746","4.02","","",0,0,0,4916.93,5129.96,4494.3
"308","","343.296006","4.0445","","",0,0,0,4442.12,5426.12,6633.92
"309","mz158.96149rt4.07","158.961496","4.07166666666667","omu151","",0,0,0,98448.29,109353.79,106724.31
"311","mz558.3623rt4.1","558.362306","4.09583333333333","omu152","",0,0,0,124032.44,127428.6,131848.34
"315","mz748.48283rt4.12","748.482826","4.121","omu135","Clarithromycin",0,0,0,3541626.25,3894169.75,3833519.25
"316","mz182.962rt6.74","182.962076","4.20933333333333","omu155","",0,0,0,25053.21,23360.14,17366.65
"317","","332.315166","4.21733333333333","","",0,0,0,8709.5,7736.83,7938.69
"318","","161.969346","4.22283333333333","","",0,0,0,21958.33,23733.05,22727.81
"319","","258.279786","4.22783333333333","","",0,0,0,5906.3,5574.06,5324.04
"321","mz428.31562rt4.25","428.315616","4.25033333333333","omu153","",0,0,0,30042.94,28066.23,29167.21
"326","","203.180036","4.43083333333333","","",0,0,0,12969.66,13629.95,12590.82
"329","mz247.16985rt4.43","247.169856","4.43366666666667","omu67","",0,0,0,13897.75,13396.24,14535.47
"330","","175.148456","4.43616666666667","","",0,0,0,23753.61,23028.66,22959.83
"332","","749.569666","4.43633333333333","","",0,0,0,18853.61,15958.18,19250.67
"333","","357.807976","4.4365","","",0,0,0,31733.59,33347.54,31785.9
"337","","301.216836","4.439","","",0,0,0,4651.83,4614.33,4403.56
"339","","257.227066","4.43916666666667","","",0,0,0,7856.92,8390.8,7500.54
"341","","215.179956","4.44166666666667","","",0,0,0,19099.49,20585.05,20304.1
"343","","357.835866","4.44183333333333","","",0,0,0,35791.78,37710.76,36455.39
"345","","201.164246","4.4445","","",0,0,0,11814.74,11573.42,11693.4
"346","","163.148106","4.44716666666667","","",0,0,0,4766.98,5246.77,5585.35
"347","mz112.05053rt1.46","112.050526","4.45033333333333","omu156","6-Aminouracil,Creatinine,cytosine,CYTOSINE",0,0,0,28530.32,29021.95,30287.92
