"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","newJC1_Blank-expanded-gradient_MeanIntensity","newJC1_Coculture-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_JC1-0-25-mg_mL-expanded-gradient_MeanIntensity","newJC1_JC1-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_Media-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_Media-0-25-mg_mL-expanded-gradient_MeanIntensity","newJC1_Coculture-0-25-mg_mL-expanded-gradient_MeanIntensity","X121523_Blank_expanded_gradient_73_1_6075","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6077","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6080","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6081","X121523_Blank_expanded_gradient_73_1_6082","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6083","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6085","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6088","X121523_Blank_expanded_gradient_73_1_6089","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6090","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6094","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6095"
1346,473.09,989.51904,325.61,114.016,"NPA021036","C44H75N7O18","ION=[M+H+H]2+","","",1615.54,0,0,0,1035.42,1512.77,0,0,0,0,0,985.64,1495.23,0,0,0,0,0,0,1002.35,1615.54,0,0,0,0,1118.27,1427.54,0,0
1347,474.05,694.39467,193.05353,NA,"","C23H50N16O9","ION=[M+H]+","","",4292.58,0,0,744.58,3691.02,4068.46,1024.92,0,0,0,972.27,3628.02,4292.58,929.75,0,0,0,0,0,3730.11,3925.41,1005.07,0,1261.48,0,3714.93,3987.38,0,1139.93
1348,474.28,1387.78249,383.8519,178.297,"","C61H135NO18P6S","ION=[M+H+H]2+","","",5289.02,0,0,1266.56,4423.88,5035.54,1288.44,0,0,0,1272.63,4417.92,4999.68,1182.02,0,0,0,0,1225.11,4576.1,4817.9,1279.13,0,1301.93,0,4277.63,5289.02,0,1404.18
1349,474.47,1017.62365,333.52402,17.351,"","C42H85N17O8P2","ION=[M+H+H]2+","","",1821.49,0,0,0,1088,1736.7,0,0,0,0,0,1661.79,1821.49,0,0,0,0,0,0,0,1778.27,0,0,0,0,1602.2,1610.34,0,0
1350,474.74,1132.58166,355.1489,23.605,"","C55H99KO15P2S","ION=[M+H+H]2+","","",1574.43,0,0,0,0,1376.18,0,0,0,0,0,0,1335.11,0,0,0,0,0,0,0,1218.99,0,0,0,0,0,1574.43,0,0
1351,474.94,516.22226,216.7695,43.409,"NPA026858","C25H32N4O8","ION=[M+H]+","","",1588.98,0,1347.16,0,0,0,0,0,0,1053.8,0,0,0,0,0,0,0,1588.98,0,0,0,0,0,0,1398.71,0,0,0,0
1352,475.02,1288.68285,377.04294,143.416,"","C47H98N22O14P2S","ION=[M+H+H]2+","","",1617.01,0,0,0,1047.96,1551.06,0,0,0,0,0,989.77,1617.01,0,0,0,0,0,0,989.29,1490.15,0,0,0,0,1164.84,1546.01,0,0
1353,475.13,1777.95589,457.36044,247.772,"","C92H134N17O13P3","ION=[M+H+H]2+","","",2945.78,0,0,0,1482.65,2848.85,0,0,0,0,0,1235.69,2945.78,0,0,0,0,0,0,1680.31,2726.29,0,0,0,0,1531.94,2874.46,0,0
1354,475.13,1412.73296,394.80298,8.932,"","C76H108N4O19S","ION=[M+H+H]2+","","",2044.02,0,0,347.36,1688.95,1899.85,321.75,0,0,0,0,1662.24,2044.02,0,0,0,0,0,542.26,1626.86,1729.81,545.61,0,499.82,0,1777.76,1925.73,0,419.65
1355,475.21,1776.94542,457.11526,96.871,"","C46H60ClKN3O50P7S","ION=[M+H+H]2+","","",5608.4,0,0,0,753.12,5315.07,241.44,0,0,0,0,2259.35,5283.1,0,0,0,0,0,0,0,5608.4,394.72,0,0,0,0,5053.71,0,329.61
1356,475.23,68.06307,179.48486,NA,"NPA031266","C5H8","ION=[M+Na]+","","",2279.41,0,0,761.79,1743.77,2182.64,891.61,0,0,0,746.22,1777.55,2048.46,829.78,0,0,0,0,788.2,1631.4,2279.41,1026.1,0,750.94,0,1822.37,2220.05,0,818.96
1357,475.48,868.35724,321.6825,6.255,"","C51H52N2O11","ION=[M+H+H]2+","","",3728.68,0,0,1152.7,2619.27,3656.46,1633.09,0,0,0,1127.27,2648.83,3728.68,1630,0,0,0,0,1188.5,2478.97,3700.94,1607.24,0,1142.34,0,2730.02,3539.76,0,1662.03
1358,475.55,783.30518,323.76874,NA,"","C33H73BrCl2KNOS3","ION=[M+H+H]2+","","",2004.29,0,0,190.78,1342.44,1890.7,838.81,0,0,0,0,1379.33,2004.29,753.76,0,0,0,0,0,1365.78,1693.44,817.9,0,572.33,0,1282.22,1974.38,0,944.78
1359,475.7,1343.76038,382.0255,45.57,"","C41H116KN19O23P2","ION=[M+H+H]2+","","",1640.63,0,0,0,952.24,1438.32,154.32,0,0,0,0,1160.51,1361.03,462.95,0,0,0,0,0,896.15,1313.3,0,0,0,0,800.05,1640.63,0,0
1360,475.7,1444.8309,390.57214,44.827,"","C43H31N3O36P8S","ION=[M+H+H]2+","","",1525.13,0,0,0,850.45,1440.76,271.8,0,0,0,0,863.69,1473.28,376.03,0,0,0,0,0,797.43,1323.88,439.37,0,0,0,890.22,1525.13,0,0
1361,475.73,942.39444,309.74426,57.42,"","C46H56ClKN14O4","ION=[M+H+H]2+","","",4739.01,0,0,1427.74,3025.78,4559.24,1763.66,0,0,0,1384.76,3205.86,4739.01,1830.61,0,0,0,0,1440.46,2847.1,4482.82,1899.84,0,1458.01,0,3024.38,4455.88,0,1560.53
1362,475.77,228.14668,164.5723,NA,"","","ION=[M+H]+","","",2154.15,0,0,479.65,1481.58,1909.58,689.51,0,0,0,517.59,1505.25,2154.15,652.45,0,0,0,0,431.52,1488.07,1677.62,755.7,0,489.85,0,1451.43,1896.97,0,660.37
1363,475.77,135.06651,171.54121,NA,"","","ION=[M+H]+","","",2576.32,0,0,713.12,1766.4,2429.09,916.76,0,0,0,686.05,1753.5,2318.67,1006.47,0,0,0,0,680.59,1752.75,2392.28,907.18,0,772.73,0,1792.95,2576.32,0,836.64
1364,475.77,1389.75477,383.85022,10.925,"","C56H132NO24P5S","ION=[M+H+H]2+","","",5022.16,0,0,1348.5,4311.1,4619.41,1312.15,0,0,0,1292.68,4343.67,4373.56,1325.96,0,0,0,0,1472.09,3986.66,5022.16,1426.95,0,1280.74,0,4602.97,4462.5,0,1183.54
1365,475.87,512.32003,214.56902,22.565,"","C25H44N4O7","ION=[M+H]+","","",11446.93,0,0,3321.26,10347.74,10573.37,3145.38,0,0,0,3390.11,10357.29,11446.93,3322.5,0,0,0,0,3320.52,10407.1,10401.04,3285.8,0,3253.16,0,10278.83,9872.13,0,2827.84
1366,476.02,945.39587,311.75342,31.394,"","C57H47N13O2","ION=[M+H+H]2+","","",1828.64,0,0,309.15,1241.35,1703.58,689.47,0,0,0,0,1129.53,1643.9,763.58,0,0,0,0,393.86,1240.15,1638.19,610.76,0,533.6,0,1354.37,1828.64,0,694.07
1367,476.02,675.13702,230.07095,3.442,"","C34H17N11O6","ION=[M+H]+","","",4061.47,0,3946.61,0,0,0,0,1097.32,0,3796.53,0,0,0,0,1232.06,0,903.61,3981.83,0,0,0,0,0,0,4061.47,0,0,1156.28,0
1368,476.19,603.30442,157.38991,54.83,"NPA024930","C33H41N5O6","ION=[M+H]+","","",3627.48,0,0,854.94,2469.45,3492.22,1025.59,0,0,0,938.76,2326.62,3402.29,961.31,0,0,0,0,875.56,2307.98,3627.48,1010.36,0,750.49,0,2773.77,3446.9,0,1105.09
1369,476.22,1017.56964,337.04437,166.168,"NPA012319","C54H79N7O12","ION=[M+H+H]2+","","",1915.35,0,0,0,1501.44,1468.59,0,0,0,0,0,1347.93,1581.6,0,0,0,0,0,0,1915.35,1325.84,0,0,0,0,1241.05,1498.32,0,0
1370,476.25,216.12452,164.54254,NA,"NPA026990","C13H16N2O","ION=[M+H]+","","",1778.88,0,0,339.76,1063.92,1523.2,574.81,0,0,0,485.28,1095.14,1778.88,440.55,0,0,0,0,533.98,1090,1412.25,631.66,0,0,0,1006.63,1378.46,0,652.21
1371,476.57,495.24865,158.65775,59.117,"","C16H42N5O8PS","ION=[M+H]+","","",1831.54,0,0,275.83,763.66,1547.6,497.02,0,0,0,410.33,1196.45,1831.54,555.34,0,0,0,0,417.15,1094.52,1408.71,407.67,0,0,0,0,1402.54,0,528.04
1372,476.62,941.38337,360.02338,114.28,"","C50H43N19O2","ION=[M+H+H]2+","","",2211.8,0,0,0,0,1633.76,0,0,0,0,0,0,1442.88,0,0,0,0,0,0,0,2211.8,0,0,0,0,0,1246.6,0,0
1373,476.62,506.25192,158.18687,13.899,"","C19H44N2O9P2","ION=[M+H]+","","",3953.23,0,0,1018.94,2762.57,3639.14,1239.53,0,0,0,977.89,2981,3592.56,1241.17,0,0,0,0,1172.59,2555.75,3371.64,1209.31,0,906.35,0,2750.95,3953.23,0,1268.11
1374,476.73,1210.7061,365.03128,128.529,"","C40H102KN24O10P3","ION=[M+H+H]2+","","",4656.29,0,0,986.83,4007.91,3807.24,947.96,0,0,0,908.98,3641.29,3675.98,889.72,0,0,0,0,1184.23,3726.15,3832.88,1088.5,0,867.29,0,4656.29,3912.87,0,865.65
1375,476.84,1488.82056,396.84543,324.659,"","C42H20K4N11O39P","ION=[M+H+H]2+","","",1565.48,0,0,0,1281.48,1116.3,0,0,0,0,0,1305.56,1068.34,0,0,0,0,0,0,1565.48,1174.11,0,0,0,0,973.38,1106.46,0,0
1376,476.98,707.38246,201.6628,NA,"","C33H69K3NO5P","ION=[M+H]+","","",2142.48,0,0,0,0,1538.02,0,0,0,0,0,0,1162.28,0,0,0,0,0,0,0,1309.29,0,0,0,0,0,2142.48,0,0
1377,477.04,312.11794,229.74385,39.64,"NPA029766","C15H20O7","ION=[M+H]+","","",10634.14,0,0,0,0,9792.08,2079.65,0,0,0,0,0,8911.73,1849.24,0,0,0,0,0,0,10634.14,2188.81,0,0,0,0,9830.39,0,2200.89
1378,477.13,889.47971,344.72687,7.691,"","C45H72N5O9PS","ION=[M+H+H]2+","","",14171.79,0,13702,0,0,0,0,4699.33,0,12818.13,0,0,0,0,4841.87,0,4577.33,14116.07,0,0,0,0,0,0,14171.79,0,0,4678.8,0
1379,477.4,827.3532,250.43893,55.412,"","C30H33N31","ION=[M+H+H]2+","","",15409.42,0,0,985,9639.73,13262.64,2232.61,0,0,0,0,8648.41,15409.42,2474.65,0,0,0,0,1686.09,10600.19,10676,2059.34,0,1268.91,0,9670.6,13702.5,0,2163.84
1380,477.76,390.20822,175.69423,NA,"pre-putrebactin","C16H30N4O7","ION=[M+H]+","","",6095.02,0,0,315.2,662.42,5436.94,1131.41,0,0,0,0,0,6095.02,778.55,0,0,0,0,0,1987.27,5729.26,1129.99,0,945.59,0,0,4486.56,0,1485.7
1381,477.77,1062.50464,281.14633,73.604,"","C32H59N34O7P","ION=[M+H+H]2+","","",7545,0,0,2353.96,6642.78,6858.03,2858.71,0,0,0,2662.5,6294.36,7545,2328.67,0,0,0,0,2274.41,6199.4,6938.75,3406.79,0,2124.97,0,7434.59,6090.36,0,2840.68
1382,477.89,910.49333,174.82144,64.271,"","C31H54N30O4","ION=[M+H]+","","",4914.37,0,0,1302.06,4694.1,2802.23,274.79,0,0,0,1329.28,4914.37,3188.18,824.38,0,0,0,0,1321.62,4581.28,3025.36,0,0,1255.28,0,4586.64,2193.16,0,0
1383,477.9,828.43539,171.68068,221.747,"NPA017586","C40H60N8O11","ION=[M+H]+","","",2341.99,0,0,152.11,1637.47,2099.45,174.89,0,0,0,0,1446.11,1907.72,0,0,0,0,0,0,1498.78,2048.65,0,0,456.32,0,1967.54,2341.99,0,524.66
1384,477.9,571.30325,177.63167,NA,"NPA006672","C34H41N3O5","ION=[M+H]+","","",4746.97,0,0,1483.35,4142.09,3323.08,0,0,0,0,1635.21,4746.97,3739.52,0,0,0,0,0,1620.52,3663.45,4190.24,0,0,1194.32,0,4015.84,2039.47,0,0
1385,477.93,454.24744,173.86688,NA,"NPA002029","C26H34N2O5","ION=[M+H]+","","",8108.72,0,0,1858.68,2053.67,7686.74,2199.57,0,0,0,1782.25,0,7963.6,2092.72,0,0,0,0,1787.11,6161,8108.72,2440.38,0,2006.67,0,0,6987.9,0,2065.62
1386,477.96,198.09887,181.00421,NA,"NPA012601","C9H14N2O3","ION=[M+H]+","","",5412.06,0,0,1181.86,3665.5,4745.69,413.47,0,0,0,1061.21,4353.58,5052.59,1240.41,0,0,0,0,1296.27,2745.7,5412.06,0,0,1188.11,0,3897.23,3772.42,0,0
1387,477.96,963.439,282.52103,68.291,"","C32H50N31O4P","ION=[M+H+H]2+","","",11075.36,0,0,3398.09,8681.66,10106.16,4069.74,0,0,0,2689.72,7234.03,11075.36,3743.5,0,0,0,0,4039.65,10218.2,9006.9,4190.04,0,3464.9,0,8592.74,10236.22,0,4275.67
1388,477.98,170.1403,183.35197,NA,"","C9H18N2O","ION=[M+H]+","","",4110.88,0,0,292.57,2054.43,3010.96,315.47,0,0,0,0,1982.45,2121.43,0,0,0,0,0,0,2519.16,2800.57,946.41,0,877.71,0,1661.67,4110.88,0,0
1389,477.99,974.46859,285.24393,82.549,"","C22H67N22O19P","ION=[M+H+H]2+","","",3622.89,0,0,1116.54,1927.43,1426.02,1336.56,0,0,0,755.13,2159.4,2223.43,1322.39,0,0,0,0,1170.54,3622.89,2054.62,974.39,0,1423.95,0,0,0,0,1712.9
1390,478.03,589.77543,178.01173,159.588,"","C12H3N2O12PS6","ION=[M+H]+","","",6955.61,0,0,1605.06,3146.4,4389.24,596.61,0,0,0,1451.52,4462.84,6212.12,0,0,0,0,0,1837.77,4976.35,0,1789.84,0,1525.89,0,0,6955.61,0,0
1391,478.08,1145.60939,346.0661,4.105,"","C55H84N15O8PS","ION=[M+H+H]2+","","",117790.09,0,1449.05,35416.06,99307.01,110066.44,41039.95,154.16,0,1221.74,35805.11,101666.34,117790.09,40831.45,0,0,0,1591.94,36137.04,100785.31,109438.6,40985.22,0,34306.02,1533.47,95469.38,102970.62,462.49,41303.19
1392,478.17,229.10521,184.2189,NA,"NPA002762","C9H15N3O4","ION=[M+H]+","","",9928.14,0,0,2500.66,9242.29,6693.34,1746.26,0,0,0,2507.01,9438.79,7362.61,1939.55,0,0,0,0,2981.03,9928.14,6644.69,2109.94,0,2013.96,0,8359.95,6072.72,0,1189.28
1393,478.17,947.4732,347.44962,16.342,"NPA028948","C48H65N7O13","ION=[M+H+H]2+","","",24545.23,0,0,7416.13,18649.8,22189.34,8519.99,0,0,0,6699.79,18115.82,24545.23,8875.21,0,0,0,0,7667.86,18408.55,20475.36,8714.16,0,7880.74,0,19425.02,21547.41,0,7970.6
1394,478.27,1140.6008,370.92926,99.639,"","C28H85N24O22P","ION=[M+H+H]2+","","",11799.29,0,0,3262.84,10625.89,6637.56,1750.17,0,0,0,3793.37,11799.29,8042.27,2190.62,0,0,0,0,3508.48,9217.23,5978.66,1906.68,0,2486.68,0,10861.14,5891.74,0,1153.2
1395,478.27,1177.54397,343.96686,38.946,"","C39H101K3N9O17P3","ION=[M+H+H]2+","","",12593.52,0,0,4089.52,3550.3,8238.86,0,0,0,0,4208.16,10650.89,12593.52,0,0,0,0,0,3556.17,0,0,0,0,4504.24,0,0,12123.06,0,0
1396,478.45,345.17851,176.97594,NA,"","C16H27NO7","ION=[M+H]+","","",4341.35,0,0,264.09,2847.45,2291.54,643.52,0,0,0,0,2523.15,2533.27,0,0,0,0,0,792.26,3422.3,0,1136.73,0,0,0,2596.9,4341.35,0,793.82
1397,478.83,629.82292,184.65712,NA,"","C26H7BrCl3O6P","ION=[M+H]+","","",7672.32,0,0,1415.15,5830.62,6799.92,1542.03,0,0,0,1844.99,6206.8,7213.12,1232.46,0,0,0,0,1086.78,5287.92,7672.32,1430.02,0,1313.68,0,5997.15,5514.31,0,1963.62
1398,479.33,1496.84447,409.7792,48.196,"","C66H130N8O23P2S","ION=[M+H+H]2+","","",2214.24,0,2164.14,0,0,0,0,0,0,2165.78,0,0,0,0,0,0,0,2112.41,0,0,0,0,0,0,2214.24,0,0,0,0
1399,479.61,1038.61895,349.5092,174.981,"NPA001896","C55H90O18","ION=[M+H+H]2+","","",3243.45,0,0,478.62,2517.28,1418.65,0,0,0,0,1435.85,3243.45,2680.01,0,0,0,0,0,0,1781.7,0,0,0,0,0,2526.7,1575.94,0,0
1400,481.04,739.42473,257.76877,NA,"","C37H66BrN5O5","ION=[M+H]+","","",1510.57,0,0,0,735.62,725.64,0,0,0,0,0,771.4,1510.57,0,0,0,0,0,0,618.81,0,0,0,0,0,816.65,666.35,0,0
1401,481.23,1366.71404,374.61072,109.64,"","C55H86N34O7S","ION=[M+H+H]2+","","",2125.29,0,0,315.99,1304.11,1901.34,338.29,0,0,0,449.75,1883.79,2125.29,696.37,0,0,0,0,498.21,2028.54,1817.63,318.5,0,0,0,0,1761.11,0,0
1402,481.23,873.48507,337.5269,13.35,"","C53H68N3O6P","ION=[M+H+H]2+","","",7524.07,0,7019.58,0,0,0,0,2441.94,0,6768.87,0,0,0,0,2652.32,0,2559.62,6765.79,0,0,0,0,0,0,7524.07,0,0,2113.88,0
1403,481.23,851.50022,316.66028,8.488,"","C44H70N9O4PS","ION=[M+H]+","","",34281.87,0,31880.21,0,0,0,0,7101.1,0,28852.03,0,0,0,0,8094.45,0,6516.26,34281.87,0,0,0,0,0,0,32506.74,0,0,6692.59,0
1404,481.53,762.46668,262.22278,79.175,"","C23H71N8O17P","ION=[M+H]+","","",1602.77,0,0,136.05,1398.5,1061.85,0,0,0,0,408.15,1602.77,1341.38,0,0,0,0,0,0,1280.47,955.52,0,0,0,0,1312.26,888.66,0,0
1405,481.57,879.52103,171.7694,47.741,"","C26H61N27O8","ION=[M+H]+","","",1926.97,0,0,0,1292.45,1690.19,399.92,0,0,0,0,1497.83,1696.4,388.14,0,0,0,0,0,1268.55,1447.2,397.41,0,0,0,1110.97,1926.97,0,414.2
1406,481.69,297.20382,178.15657,NA,"","C11H28KN7","ION=[M+H]+","","",2385.66,0,0,544.54,1840.85,2317.11,653.49,0,0,0,480.78,1801.1,2354.07,596,0,0,0,0,588.75,1659.62,2211.61,801.69,0,564.1,0,2061.84,2385.66,0,562.78
1407,481.86,1118.61588,354.19678,17.761,"","C58H95KO18","ION=[M+H+H]2+","","",6603.17,0,0,1443.49,4793.28,6306.03,1582.51,0,0,0,1526.9,4845.16,6012.56,1617.01,0,0,0,0,1401.03,4870.91,6603.17,1510.53,0,1402.53,0,4663.77,6302.36,0,1619.98
1408,482.08,620.85184,184.32552,NA,"","C14H4K3N9O9P2","ION=[M+H]+","","",1708.57,0,0,0,778.82,806.29,0,0,0,0,0,670.44,0,0,0,0,0,0,0,695.78,1708.57,0,0,0,0,970.24,710.31,0,0
1409,482.28,1395.76723,386.78152,101.864,"","C51H13KO38P4","ION=[M+H+H]2+","","",1896.54,0,0,0,829.49,1787.93,415.34,0,0,0,0,1366.85,1716.77,478.39,0,0,0,0,0,0,1750.48,332.94,0,0,0,1121.63,1896.54,0,434.71
1410,482.29,649.83891,186.38034,168.225,"","C23H6K3N2O10PS","ION=[M+H]+","","",2020.34,0,0,0,1478.12,673.45,506.13,0,0,0,0,1622.42,0,522.88,0,0,0,0,0,1411.93,2020.34,536.54,0,0,0,1400.01,0,0,458.97
1411,482.68,528.2572,215.28468,31.409,"","C24H28N14O","ION=[M+H]+","","",2155.9,0,0,338.82,1520.91,2051.49,508.31,0,0,0,0,1438.18,1971.23,437.23,0,0,0,0,553.4,1772.39,2155.9,676.31,0,463.05,0,1352.15,2027.34,0,411.4
1412,482.84,1210.60176,355.8766,115.962,"","C42H70N34O10","ION=[M+H+H]2+","","",2110.19,0,0,424.21,1654.17,2018.93,475.27,0,0,0,428.96,1952.07,1969.74,413.85,0,0,0,0,418.47,1624.89,1976.86,519.41,0,425.2,0,1385.56,2110.19,0,492.57
1413,483.08,705.44324,288.99316,24.501,"Solanidine 3-O-alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranoside","C39H63NO10","ION=[M+H]+","","",5500.42,0,5205.27,0,0,0,0,1578.54,0,4788.51,0,0,0,0,1692.47,0,1398.62,5326.86,0,0,0,0,0,0,5500.42,0,0,1644.54,0
1414,483.14,1417.78068,383.52725,42.355,"","C57H96N33O9P","ION=[M+H+H]2+","","",4574.46,0,0,1019.57,4339.7,3731.24,814.84,0,0,0,922.01,4243.02,3626.85,819.69,0,0,0,0,1101.44,4201.62,3655.58,883.96,0,1035.24,0,4574.46,3911.29,0,740.86
1415,484.65,1070.58578,338.57294,36.898,"NPA008465","C50H78N12O14","ION=[M+H+H]2+","","",2321.96,0,0,0,1470.23,2218.8,406.16,0,0,0,0,1642.98,2206.72,0,0,0,0,0,0,1469.39,2127.72,517.86,0,0,0,1298.33,2321.96,0,700.62
1416,485.23,497.32036,213.63286,27.979,"","C24H43N5O6","ION=[M+H]+","","",4730.97,0,0,1458.27,4418.32,461.32,0,0,0,0,1521.64,4730.97,0,0,0,0,0,0,1460.2,4405.58,763.26,0,0,1392.95,0,4118.42,620.71,0,0
1417,485.56,1047.61001,345.45044,24.388,"","C62H86N3O9P","ION=[M+H+H]2+","","",5932.17,0,0,1280.44,4450.66,5902.94,1684.53,0,0,0,1310.7,4515.4,5932.17,1498.19,0,0,0,0,1264.54,4262.83,5931.23,1801.78,0,1266.07,0,4573.74,5845.42,0,1753.61
1418,485.59,629.30499,221.73427,15.817,"","C33H48N3O5PS","ION=[M+H]+","","",3515.62,0,0,1038.48,3417.65,614.19,0,0,0,0,1020.04,3403.75,586.92,0,0,0,0,0,1056.46,3515.62,673.73,0,0,1038.93,0,3333.56,581.91,0,0
1419,485.69,1486.75293,400.2638,44.08,"","C49H106K2N34O11P2","ION=[M+H+H]2+","","",1840.63,0,0,0,1316.43,1693.61,0,0,0,0,0,1316.07,1564.91,0,0,0,0,0,0,1337.31,1675.29,0,0,0,0,1295.92,1840.63,0,0
1420,485.73,707.35291,250.34615,5.685,"","C32H46N13O4P","ION=[M+H]+","","",1809.97,0,0,0,1068.58,1633.67,377.66,0,0,0,0,1073.74,1809.97,436.14,0,0,0,0,0,1077.45,1701.83,442.68,0,0,0,1054.54,1389.22,0,254.17
1421,486.6,1246.63727,362.452,57.944,"NPA001403","C57H90N12O19","ION=[M+H+H]2+","","",3654.1,0,0,814.76,3157.2,3483.54,954.9,0,0,0,995.78,3280.84,3417.41,870.56,0,0,0,0,823.23,3136.91,3654.1,1034.08,0,625.27,0,3053.85,3379.11,0,960.05
1422,486.78,1285.78476,371.90985,56.442,"","C41H23N2O27P9S","ION=[M+H+H]2+","","",2930.08,0,0,556.73,2435.1,2733.43,567.05,0,0,0,0,2594.41,2930.08,801.37,0,0,0,0,883.53,2390.94,2673.66,0,0,786.67,0,2319.96,2596.55,0,899.79
1423,486.81,1306.76122,368.90442,60.134,"","C61H109N14O11P3","ION=[M+H+H]2+","","",3096.03,0,0,379.07,2562.12,3027.72,745.14,0,0,0,657.59,2682.53,3096.03,723.82,0,0,0,0,0,2722.59,2995.18,663.53,0,479.63,0,2281.22,2991.95,0,848.07
1424,486.81,1057.65418,339.13663,3.589,"","C59H97NO11P2","ION=[M+H+H]2+","","",2781.48,0,0,805.72,2694.03,2227.98,389.6,0,0,0,945.11,2757.12,2291.57,552.33,0,0,0,0,798.59,2543.51,2197.17,616.46,0,673.47,0,2781.48,2195.21,0,0
1425,488.04,1311.7196,375.77203,7.802,"","C68H117NO13P4S","ION=[M+H+H]2+","","",8210.99,0,0,1964.29,6659.16,7865.21,2105.42,0,0,0,1998.25,6365.1,7698.36,1940.35,0,0,0,0,1857.73,6787.2,8210.99,2240.29,0,2036.88,0,6825.19,7686.27,0,2135.62
1426,488.71,1146.60114,346.30258,6.822,"","C40H78N26O12S","ION=[M+H+H]2+","","",1934.65,0,0,420.95,1685.36,1232.72,218,0,0,0,0,1531.89,1763.52,0,0,0,0,0,604.95,1692.33,1934.65,0,0,657.89,0,1831.85,0,0,654
1427,488.79,1121.64892,353.65503,103.101,"","C41H83N23O14","ION=[M+H+H]2+","","",1930.13,0,0,0,1615.29,1852.23,0,0,0,0,0,1684.33,1761.58,0,0,0,0,0,0,1575.83,1864.98,0,0,0,0,1585.7,1930.13,0,0
1428,488.83,1124.61936,345.37848,3.721,"","C42H84N20O14S","ION=[M+H+H]2+","","",5307.69,0,0,913.1,4597.22,5080.11,1065.68,0,0,0,1298.22,4626.37,5307.69,0,0,0,0,0,1441.08,4761.67,4663.81,1604.9,0,0,0,4403.62,5268.82,0,1592.15
1429,489.21,1198.63843,358.6558,146.279,"NPA027455","C54H91ClN12O16","ION=[M+H+H]2+","","",8855.93,0,0,2123.71,6656.12,8787.81,2400.52,0,0,0,2055.31,6596.66,8816.59,2213.08,0,0,0,0,2197.38,6881.12,8690.9,2288.85,0,2118.44,0,6490.58,8855.93,0,2699.63
1430,489.41,1120.64826,354.19147,63.717,"","C80H84N2O3","ION=[M+H+H]2+","","",2077.21,0,0,0,1106.55,2043.35,226.33,0,0,0,0,1719.77,2077.21,0,0,0,0,0,0,1599.88,2011.09,678.99,0,0,0,0,2041.76,0,0
1431,489.56,554.30873,178.13672,NA,"","","ION=[M+H]+","","",1923,0,0,168.6,641,1410.77,0,0,0,0,505.79,1923,1583.84,0,0,0,0,0,0,0,1419.07,0,0,0,0,0,1229.4,0,0
1432,489.73,667.36854,241.77379,29.135,"","C36H54N5O3PS","ION=[M+H]+","","",3499.8,0,0,509.07,1670.98,3136.18,791.04,0,0,0,558.01,1821.51,3499.8,711.93,0,0,0,0,468.14,1748.37,2949.71,912.86,0,501.07,0,1443.06,2959.03,0,748.33
1433,491.26,970.51228,330.21512,19.98,"","C35H68N22O7P2","ION=[M+H+H]2+","","",2993.45,0,2804.19,0,0,0,0,351.7,0,2713.52,0,0,0,0,1055.11,0,0,2993.45,0,0,0,0,0,0,2705.59,0,0,0,0
1434,491.3,987.53433,329.6419,5.05,"","C40H70N21O5PS","ION=[M+H+H]2+","","",13194.66,0,12834.75,0,0,0,0,3886.07,0,12141.02,0,0,0,0,4418.47,0,3693.36,13168.56,0,0,0,0,0,0,13194.66,0,0,3546.39,0
1435,491.77,1401.81996,387.9901,69.545,"","C59H22KO26P7","ION=[M+H+H]2+","","",1658.38,0,0,0,1183.48,1589.77,0,0,0,0,0,1155.02,1627.61,0,0,0,0,0,0,1106.12,1483.32,0,0,0,0,1289.29,1658.38,0,0
1436,492.02,1485.73391,394.60892,3.552,"","C71H93KN29O4P","ION=[M+H+H]2+","","",2695.53,0,0,190.12,2205.03,2572.1,672.58,0,0,0,0,2178.45,2483.32,515.73,0,0,0,0,570.35,2312.09,2537.44,844.17,0,0,0,2124.54,2695.53,0,657.84
