Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958,kmd
616.57230 Da 419.90 s,309.29342,7,3235.358154,2786.060547,3000.46167,2697.610352,2070.023438,2351.079834,2411.200684,2349.766357,1990.319824,2487.26416,2902.249023,2078.311523,2481.686523,2136.743164,2535.870605,2229.216309,1867.541748,2437.674316,2142.304688,2469.014893,1610.926636,0.293420000000026
578.62210 Da 420.01 s,579.62938,7,3352.375732,4074.226563,3787.761963,2118.429443,2471.199219,3172.855469,2328.869873,2429.092529,2118.925537,2809.050781,2135.874023,1943.995483,2368.973145,2511.391846,2111.231201,2093.648682,1796.828491,2497.115479,2839.422852,2216.121094,1990.734985,0.629379999999969
612.60160 Da 420.04 s,307.30808,7,2930.505859,3977.062012,2857.907959,2793.010986,1553.343994,2455.157227,2698.616455,1993.856934,1635.826416,2472.539307,2099.302246,1650.095093,2768.066162,2423.411865,2616.943115,2028.432495,2047.225708,2537.419189,2272.807373,1921.651611,1878.057983,0.308080000000018
483.64906 Da 420.18 s,484.65633,7,5574.495605,4259.901855,3980.483154,2320.191162,2316.44458,3680.198242,3057.72583,3308.584961,2507.365479,2514.175049,2923.743164,2694.949463,3152.208984,3082.09375,2630.869873,2775.273682,2789.388916,3280.984131,2908.735107,3091.687256,2666.354492,0.656330000000025
310.80708 Da 420.22 s,311.81436,7,2697.292236,2736.179199,2844.219238,2025.07605,2153.542236,2365.855469,2066.202148,3141.722168,2312.969482,1692.317261,2050.300537,2142.675293,2215.953125,2257.330811,1918.444824,2005.936646,2498.9729,2313.415771,2565.162598,1988.534546,2049.64624,0.814360000000022
353.82318 Da 420.27 s,354.83045,7,3145.582031,3740.9729,2218.647949,1862.987305,1758.209717,1976.029175,1885.58313,1768.851563,1492.224609,1613.226929,2144.721191,1620.547241,1895.13623,1292.262939,2085.250977,2128.681396,1899.818726,1823.214355,2433.875732,1789.538086,1445.6521,0.830449999999985
645.57452 Da 420.27 s,323.79454,7,4576.178223,4032.205078,4587.220703,3751.133545,4286.42041,4282.608887,5067.553223,3629.722656,3467.12793,3889.200195,4426.142578,4171.266113,4103.717285,4907.513184,4808.688477,4554.51416,4548.07666,4185.570801,3474.067139,4054.122559,3635.732178,0.794539999999984
537.69984 Da 420.28 s,269.8572,7,3224.906494,1997.164063,2250.810791,0,3010.557861,2316.672607,1956.917358,2168.12085,2378.816406,2749.174561,2162.048584,2504.054199,2628.880615,1785.965942,2436.227051,2140.199219,2152.768066,2090.448975,2475.273682,0,1893.930054,0.857199999999978
383.72495 Da 420.30 s,384.73222,7,8279.637695,8718.539063,8252.396484,6840.171387,6859.085938,6183.416016,7167.89502,7967.001465,6820.186035,7639.216797,7186.152832,7073.929199,7840.187988,7688.218262,6953.849121,6989.067383,7895.44043,6795.731445,7389.090332,6989.030273,7281.816895,0.732219999999984
774.50532 Da 420.31 s,388.25994,7.01,2753.489014,3268.889893,2764.614746,2826.061035,2836.078613,1923.691284,2498.378418,1914.417725,2497.705078,2802.710693,2602.520508,2734.17749,2821.065674,2371.457031,2377.739746,2596.656494,2689.331055,2584.171143,2567.404541,2634.056885,2580.056396,0.259939999999972
553.69251 Da 420.33 s,277.85353,7.01,2495.5625,2363.280273,3112.030762,1948.147095,1848.863403,1688.605591,2548.662598,1803.625366,1609.765869,2221.445313,1848.869995,1889.414429,1784.222656,1752.695801,2165.893799,1678.538086,1989.513184,1989.035889,2512.833496,1740.742188,2152.039063,0.853529999999978
512.67638 Da 420.35 s,257.34546,7.01,2827.095947,2821.018311,1542.869141,1539.077637,1895.652466,1624.630127,2184.707275,1499.533081,1618.26416,1827.601074,1463.748657,1924.762939,1766.775269,1819.051392,1463.972168,1590.279785,1578.686401,2343.744141,1965.057007,1614.0625,1395.005981,0.345460000000003
833.41995 Da 420.37 s,417.71725,7.01,2001.191528,2729.696777,0,1192.948853,918.227356,1378.180054,1201.634766,1174.722168,1576.603271,0,1821.121338,0,0,993.8805542,0,0,1188.428955,1168.63562,0,1169.112305,1460.972534,0.717249999999979
745.49931 Da 420.39 s,373.75693,7.01,3493.88501,2865.26123,3477.196289,2121.31543,2618.081543,2461.664551,2849.968506,2219.026611,2127.554199,2377.861328,2283.651367,2376.179688,2418.337158,2087.580566,0,2375.938232,2344.04126,2616.809814,3080.610352,1984.964478,1841.009766,0.756930000000011
531.63036 Da 420.39 s,532.63764,7.01,2722.968018,2731.37915,2422.710449,2279.687256,1514.891724,1586.063965,2127.046387,2028.315796,1487.721802,1900.317749,2129.920166,2040.455688,1994.768311,2028.969849,2423.996338,1871.534546,1987.571167,2002.383789,2251.921143,1491.172607,1636.700562,0.637640000000033
595.60947 Da 420.40 s,298.81201,7.01,4270.270996,4082.351318,3756.687988,4334.303711,2971.165771,4414.838379,4174.341797,0,2920.974854,0,3789.68457,3885.957031,3697.216553,0,3038.339111,2718.943604,3549.118896,0,0,0,0,0.812009999999987
381.73017 Da 420.41 s,382.73744,7.01,2644.052246,2386.4104,2420.101563,1940.243286,1949.446289,1955.543823,1934.233276,1674.266968,2755.466064,1972.639282,1759.691895,1782.631226,1910.613281,2090.138428,2019.123779,2670.70459,1687.458008,2434.229492,2073.635498,1726.425781,1977.855103,0.737439999999992
716.49633 Da 420.46 s,359.25544,7.01,3562.044922,3692.841553,2803.699219,0,1928.909302,1686.107056,2089.255859,0,1792.534058,2082.982422,1953.948853,0,2025.253906,1689.77356,1368.815063,1854.85022,2645.258545,1538.344116,2503.793457,2054.237549,1762.296997,0.255440000000021
641.60243 Da 420.50 s,321.80849,7.01,4521.652344,4964.885742,4324.369629,0,3448.442383,4168.672363,4182.531738,3455.787598,4135.15918,4227.726074,4172.525879,3525.725342,3336.126465,4333.963867,3448.073486,4079.036865,4249.464844,4068.193115,3718.352295,3413.928223,0,0.808490000000006
741.52840 Da 420.51 s,371.77148,7.01,3237.628662,3325.56665,3799.01709,2711.893555,2770.439697,3019.462402,2000.731812,3556.074951,2596.003662,2953.916504,2700.256836,2839.838135,3353.027588,3477.255859,2510.197998,2791.239746,2649.79126,3059.631104,2583.766602,2580.203613,2251.276123,0.771479999999997
468.75337 Da 420.52 s,235.38396,7.01,2050.942383,1809.406982,0,1734.134888,1376.345459,1948.773926,2047.18396,1254.192139,1894.338379,1433.552246,2529.408936,1703.784424,1674.96228,1481.714722,1436.968506,1832.338501,2176.088867,1639.622925,1723.200684,2009.36145,1456.708374,0.383960000000002
269.34595 Da 420.63 s,270.35323,7.01,2605.545166,2921.168457,2360.110352,1799.144653,1801.605835,1853.16687,1892.525757,2526.597412,0,2354.547363,1505.829468,2166.587891,1963.274536,1527.91333,1709.166626,0,2199.825439,1630.912109,1464.481934,1953.013794,1980.12915,0.353229999999996
762.49839 Da 420.65 s,382.25647,7.01,2273.516357,2140.715088,2097.865234,2883.568848,2613.436768,2345.727051,2302.996094,2593.444824,2073.096191,2549.041992,1988.154663,2120.685791,2232.101318,2863.020264,1969.808228,2178.798584,2421.826172,2330.369629,2304.066162,2671.326904,1656.548828,0.256469999999979
279.33035 Da 420.68 s,280.33763,7.01,0,2624.445801,3257.325439,2040.164063,1558.881836,2386.15625,2688.414795,2201.87793,2097.698975,2162.496094,2217.22168,0,2145.949707,1789.081177,2500.188965,1892.156494,2550.868408,2496.702637,2183.5979,1881.340576,2066.634766,0.33762999999999
416.69894 Da 420.74 s,417.70622,7.01,2033.477051,2343.344238,2698.51709,1575.006836,2167.74292,2013.462769,2099.455811,1573.55603,2236.072754,1372.126099,1562.859131,2085.672852,2139.939697,1705.769409,1581.421387,1548.757446,2214.687988,1732.847656,2032.680664,2012.954834,1943.761353,0.706219999999973
569.67342 Da 420.75 s,285.84399,7.01,3054.764404,2612.253418,0,3041.061523,2120.797607,2544.616943,2329.800049,3152.751953,1943.018311,2350.309082,2312.779053,2303.223633,2014.996704,2449.982178,1827.27478,2643.203125,1987.69873,0,0,1768.658325,2181.953613,0.843990000000019
557.66264 Da 420.96 s,279.8386,7.02,4904.152832,4685.930664,5236.569336,4751.199707,3864.155029,4432.358887,3951.649658,4441.677734,4353.115723,4581.489258,4055.364014,3869.492676,4432.887207,5039.697754,4522.739746,3855.145996,5284.138672,4155.102051,4284.239746,4551.46875,3282.237305,0.838599999999985
775.50994 Da 420.97 s,388.76225,7.02,3144.012695,2088.879395,2712.985107,1874.878296,1741.84436,1765.504639,2359.681885,2349.731934,2707.182861,2073.007813,2252.020996,2000.177368,1694.802612,1856.381592,1855.668579,2105.605225,1877.50293,1915.689697,1887.020264,1777.915161,1784.014526,0.762249999999995
739.54392 Da 421.05 s,370.77923,7.02,1973.647095,1740.008301,1986.740356,0,0,1826.000854,0,1812.973389,0,0,1906.667358,2185.273193,1750.752563,0,1844.757202,2016.171143,1888.599365,2874.915283,0,2217.870361,0,0.779229999999984
674.58549 Da 421.23 s,338.30002,7.02,2457.182617,2670.873291,3018.413574,3179.839844,2799.605957,2069.800537,2897.813232,2340.883789,3139.808105,3192.588867,2307.584961,2220.056641,3053.734619,2532.668945,2414.677979,2408.251465,2613.632813,3238.075439,2726.106689,2444.774658,2523.924561,0.300020000000018
718.57508 Da 421.26 s,360.29482,7.02,1976.180176,2970.511475,2118.101318,2444.658691,1779.582275,2143.182617,2062.327393,1833.28186,1580.404053,0,1605.035522,2074.43335,2642.629883,2673.938477,1582.413696,2151.237549,2201.961182,2031.70752,2366.782715,1943.563354,1603.783691,0.294820000000016
379.25613 Da 421.31 s,380.26341,7.02,2492.113281,2057.723877,2120.476074,1455.480713,2613.436768,2122.25415,2129.115723,1329.635132,1469.42395,1548.193604,0,1570.480957,1364.963501,1793.65625,0,1432.966064,1730.276611,2340.949707,0,1476.816406,0,0.263410000000022
743.51323 Da 421.33 s,372.76389,7.02,1669.874756,2175.117188,2024.140137,0,2236.626221,2035.666382,0,1387.317627,1574.640625,2405.983887,1600.434692,1266.37085,2392.690674,1790.350708,0,1850.043823,0,1510.82959,0,1488.666748,1355.241577,0.763890000000004
791.50230 Da 421.34 s,396.75843,7.02,2423.071289,2366.98877,2469.993408,1962.650024,2378.922119,1557.228149,2315.557861,0,0,2602.373779,1826.977051,0,0,1859.947754,2125.670166,2191.010498,0,0,1835.005371,2154.359375,1679.439453,0.758429999999976
426.75190 Da 421.34 s,427.75917,7.02,2457.97876,2395.25708,2223.796631,1756.774902,1431.687134,1927.507935,1616.319702,1911.967773,1730.705688,1660.993042,1375.540771,1690.492554,2073.343018,1639.895508,1745.079224,1725.285645,1551.654053,1672.691406,1961.976196,1959.853271,1503.981445,0.759169999999983
481.75070 Da 421.39 s,241.88263,7.02,0,4989.860352,6026.460938,0,5376.092285,5179.292969,0,0,4871.698242,5330.600586,0,4515.543945,5743.414063,4501.231445,4881.220215,0,0,0,5567.973633,0,0,0.882630000000006
707.55871 Da 421.41 s,354.78663,7.02,3080.105225,3449.430908,2569.598633,2635.148193,2419.133545,2845.992676,3175.982666,2351.758545,2754.674316,3558.985596,2403.068848,3122.929199,3145.139648,2677.288086,2143.639404,2937.923828,2571.440674,2239.620605,3330.804932,2594.694824,2384.884277,0.786630000000002
642.60437 Da 421.49 s,322.30946,7.02,2081.751221,2121.952148,1653.499634,1463.706421,2186.308594,2085.726807,3188.109131,1998.450562,2195.383545,1790.564453,1813.98645,1763.779785,0,1903.255737,1994.178345,1982.892822,1881.849731,2334.800049,0,2061.613037,1654.556763,0.309460000000001
470.75378 Da 422.04 s,236.38416,7.03,0,0,2068.687012,2123.053955,2213.722412,1881.397827,0,2461.539063,2472.44458,0,2029.176025,2179.555664,2752.715332,2403.708496,2417.911133,0,2325.821289,0,1991.936279,2702.658203,1907.973389,0.384160000000008
388.77865 Da 422.05 s,389.78592,7.03,1983.341675,1618.168091,0,1870.767212,1680.977783,1783.087036,0,1360.984985,1611.044312,1885.10022,1866.587646,2043.718384,1739.034668,2082.164063,1990.219116,1450.452271,1847.8479,2000.239014,1794.373779,1504.066528,627.1689453,0.785919999999976
555.67319 Da 422.14 s,278.84387,7.04,1765.059937,0,2504.609131,1716.194092,1635.645874,1249.40564,1636.962158,0,1386.838867,1896.057861,2085.433838,1495.848877,1422.657104,1661.620117,1656.993652,2047.404297,1743.371948,1399.47998,1698.187134,1554.663574,1560.363037,0.843869999999981
703.58272 Da 422.21 s,352.79863,7.04,0,0,0,0,0,2803.839355,2587.917236,0,0,0,2913.925293,0,0,0,3304.008789,0,0,3114.026611,0,0,2788.249756,0.798630000000003
586.66511 Da 422.22 s,294.33983,7.04,2124.822998,2422.263672,0,2585.395264,3186.442139,2869.200195,2605.700439,2788.556641,2136.151855,2489.15918,2906.989014,3037.071777,2049.291992,2169.126953,2103.733643,0,2353.155029,2921.753662,3049.970215,2536.077881,2269.668945,0.339830000000006
123.94805 Da 422.28 s,124.95532,7.04,2654.814209,2838.48877,2869.388428,2153.267334,2500.484131,2797.570801,2443.286377,2133.957031,2182.961182,2352.886475,2220.203857,2165.92627,2330.039795,2638.322754,2427.280273,2125.535889,2709.324219,2137.671387,0,2141.907227,2391.334229,0.95532
675.59201 Da 422.73 s,338.80328,7.05,2379.412109,2212.379395,2107.631836,2275.580078,1765.51416,1928.966064,1924.003418,2226.360352,1915.736328,1982.123657,1985.814941,1870.367554,2287.544678,2092.615234,1703.074463,2318.105225,2056.624512,2279.13208,2083.4646,2147.650879,2079.804443,0.803279999999972
662.57491 Da 422.79 s,332.29473,7.05,0,0,2058.634766,2000.507568,0,1413.055664,1443.887329,2240.419922,1993.35791,1738.461914,0,1985.609131,1570.525024,1424.125977,1521.572998,1722.74939,0,0,0,1712.861572,1487.401978,0.294730000000015
112.95522 Da 423.13 s,113.96249,7.05,2457.256104,0,2614.10376,1829.351685,1707.516113,1734.556763,2283.480469,0,1642.878662,2569.605957,1936.430542,2049.774658,0,1745.890259,2248.332275,1998.545288,0,0,0,1964.946533,0,0.962490000000003
590.64935 Da 423.29 s,296.33195,7.05,3084.682617,2483.724854,3169.360352,2098.772461,2365.142578,1979.311768,2017.591797,1571.444824,2048.145508,2167.180908,0,2042.77063,2560.261475,0,0,1930.976563,1967.283447,2180.216797,0,1535.237671,1663.578247,0.331950000000006
695.55253 Da 423.60 s,348.78354,7.06,2646.516846,0,0,2696.396484,0,0,0,2090.008057,1874.275635,1998.926392,2119.881836,2186.175293,2427.233643,2184.868652,0,2351.2146,2042.161743,2313.664551,2183.153809,2025.176147,2211.53418,0.783540000000016
249.37580 Da 423.81 s,250.38307,7.06,2837.143799,2466.875488,0,2685.018799,2321.049316,0,2438.219727,2566.759521,2391.282227,0,2882.046875,0,0,0,0,0,3179.732422,2315.447021,0,3003.703125,2219.306152,0.383070000000004
181.97605 Da 424.13 s,182.98333,7.07,0,0,1790.137695,1836.071655,1867.663452,1512.797852,1414.825928,1741.288208,1578.157349,1914.979126,1515.920654,1726.991211,0,1785.00708,1376.429199,1838.764771,0,0,2032.453735,1523.131714,1599.711914,0.983329999999995
736.57227 Da 424.22 s,369.29341,7.07,2806.165283,3277.194336,2858.325928,2685.871826,2473.224609,2588.198486,2396.602051,2709.647217,2689.660889,2968.061768,2744.674072,2906.730469,2866.759277,2984.634521,0,2944.035889,2612.174316,0,2486.308838,2546.283203,2731.347168,0.293409999999994
812.47707 Da 424.24 s,407.24581,7.07,0,3118.369873,3396.076172,0,1704.203857,2520.27417,1558.526611,2034.306274,2062.910156,2241.753174,1931.494141,0,2150.995117,2577.203369,2258.284424,2671.341553,0,1749.553589,2208.708008,2324.061035,2212.988281,0.245810000000006
720.57632 Da 424.34 s,361.29543,7.07,0,2287.031494,2057.807861,1779.991699,2493.89209,0,2310.733643,2815.499756,2378.414795,2471.793213,2584.704834,0,2874.357178,2200.073975,2872.193604,2066.638916,2297.562256,2289.944092,2466.263916,2003.490845,2022.608765,0.29543000000001
722.56248 Da 424.59 s,362.28852,7.08,2399.075684,1933.986816,1670.624878,1838.104248,1709.875244,0,1709.744019,1748.415894,1737.819702,2593.704834,2378.79834,1864.526001,2242.154297,1644.852051,1924.380127,2053.444092,1870.327393,1746.580688,1948.936646,1951.169067,2025.021362,0.288520000000005
252.82660 Da 425.25 s,253.83388,7.09,3320.36377,3625.332764,3933.746826,4625.82959,3750.53125,3515.714111,4426.476563,4556.71875,4236.019043,3401.487549,3142.466797,4092.270752,4154.142578,3498.4375,4572.162598,4164.000977,3648.738525,4076.263672,4239.61377,4178.697754,4521.325195,0.833879999999994
646.63921 Da 425.32 s,324.32688,7.09,2055.930664,0,0,0,2047.651611,0,1513.223999,2016.52356,2554.756836,0,2200.619629,0,2075.561768,1577.29248,0,2418.77832,1691.331909,1903.393066,0,0,2307.000732,0.326880000000017
723.55745 Da 425.45 s,362.786,7.09,1758.79834,2043.033569,2286.5896,1856.817993,0,2301.849121,1764.144775,1682.983765,1600.673096,1861.804932,1841.796753,0,1827.453125,0,1980.707886,1948.602661,1839.803833,1786.091553,2259.72168,1505.921143,2022.918213,0.786000000000001
605.64634 Da 425.46 s,303.83044,7.09,0,2465.130371,0,2109.984863,2156.736084,1923.132568,0,0,0,2356.112793,2284.284912,1938.289185,2762.895996,2103.763916,1944.106567,1864.912476,2626.547119,0,2396.61792,0,1720.181396,0.83044000000001
647.65410 Da 425.63 s,324.83433,7.09,0,2840.19873,0,2590.17627,1994.609375,2470.574463,2048.791748,2275.833984,2012.035278,0,1935.584717,2304.705078,2238.047363,1955.090332,2023.746338,2427.609131,2233.003174,2176.115723,1531.293823,1648.984253,2151.40625,0.834330000000023
737.57204 Da 425.68 s,369.79329,7.09,2135.558105,2366.357666,2419.060791,1720.84314,0,0,0,2015.909302,1489.89563,1944.838867,2201.591309,1566.054932,0,1983.376099,0,1925.847656,1658.877563,0,0,1675.368652,0,0.793290000000013
724.55483 Da 425.71 s,363.28469,7.1,4049.692139,3483.587891,3530.717041,3348.471924,2319.026367,2822.144043,3516.030762,2771.508301,2391.137939,3318.14502,2921.750488,2845.564941,2705.652832,3140.854248,2786.071533,3144.912842,3649.273438,3463.373291,2946.774414,2771.459229,4111.316895,0.284690000000012
619.65444 Da 425.90 s,310.8345,7.1,3097.295166,2228.330566,2616.478027,0,1794.137573,1865.584106,2264.566895,1767.614868,1838.729858,1926.180298,1928.536499,2144.681641,0,1640.12854,1715.962158,2363.162598,2352.103027,1911.410278,1886.018311,0,2133.596191,0.834499999999991
648.65352 Da 426.02 s,325.33404,7.1,2512.741943,2738.442139,2293.383789,2458.445313,3095.279541,2344.520996,2190.297363,2709.589111,0,2672.18335,2255.549072,2388.504395,3095.919189,3015.435059,2323.719482,3611.151855,2013.059448,2315.359863,2362.70752,2296.741943,2213.452637,0.334040000000016
445.79902 Da 426.16 s,223.90679,7.1,2006.93689,2111.514404,1912.362427,2520.994385,0,2224.543701,1564.640015,2114.924072,1918.674683,1775.452393,1783.638062,1369.849976,2164.5625,0,1920.684448,1832.397705,1744.41626,0,0,1552.283936,0,0.906790000000001
527.75425 Da 426.17 s,264.8844,7.1,2957.509277,2348.445557,3109.804199,2074.143555,2466.063965,3048.748779,1793.256348,2171.281006,1892.36731,2457.731445,2027.880371,1877.758911,2056.574951,2783.272217,0,2589.885742,1958.528198,2449.927246,2455.592773,2484.827881,0,0.884400000000028
725.55903 Da 426.46 s,363.78679,7.11,2183.460938,2031.911499,2265.880371,1781.928345,2456.052979,2216.308838,2278.813477,2098.017334,1812.43396,2219.768799,1654.840576,2521.957275,1997.806641,0,2225.280029,2527.048096,2146.811768,2089.220703,0,2019.189819,1848.95459,0.786789999999996
352.29323 Da 426.48 s,353.30051,7.11,2069.894531,0,2964.773193,2246.777344,0,2027.580078,2079.377441,2231.699463,1830.048584,1726.79248,0,0,0,1645.987549,2298.287354,0,1751.869019,1896.793579,2420.504883,1663.100952,2334.142334,0.300509999999974
841.48351 Da 426.57 s,421.74903,7.11,0,3105.177734,2189.145508,2250.246338,1804.629395,1647.426147,1987.799927,2128.817627,1986.56958,2264.512695,2059.050537,2447.878662,2332.840332,1781.313232,1848.214233,2214.188477,2192.476807,3042.315918,2242.556152,1554.352173,2247.614014,0.749030000000005
319.88819 Da 427.39 s,320.89547,7.12,0,0,0,894.0596313,529.140564,490.3382263,0,932.9193726,0,0,0,0,714.1368408,0,0,0,567.4519653,0,636.9212036,0,0,0.895469999999989
569.69909 Da 427.41 s,570.70637,7.12,3187.80957,4294.699219,4350.945313,2792.328613,2695.85083,2377.255615,2480.141846,2600.107178,2280.398438,3458.992432,2563.700195,2268.018799,3115.442627,2662.532471,3088.512939,2326.44458,2686.014893,2791.072021,2153.04541,1980.882813,2385.237305,0.706369999999993
238.35802 Da 427.42 s,239.3653,7.12,0,0,2571.298096,2317.55542,0,1517.263794,1945.18335,0,1853.443115,2718.63916,0,0,2228.837646,2151.928467,2328.315674,0,0,0,1878.872437,0,2108.533203,0.365299999999991
560.73079 Da 427.59 s,281.37267,7.13,0,2234.062256,0,1824.5177,2669.66748,2302.635986,2458.608154,3555.997559,2380.127686,2688.125977,2425.500977,2616.258545,0,2232.535156,2961.72876,3133.819092,2340.444824,2918.275879,2672.189209,2892.92627,3127.357422,0.372670000000028
491.80535 Da 427.89 s,492.81262,7.13,2385.648193,2209.105713,0,1643.262451,1655.522583,1337.807129,1955.51709,1863.33252,1550.363892,0,1680.64624,1972.217896,2309.348633,1876.475708,1879.101074,2127.375244,1741.055908,2002.490845,1686.34729,1597.8125,1709.764526,0.812619999999981
751.56732 Da 427.99 s,376.79093,7.13,1919.447144,1794.104126,2783.355225,0,1866.486084,1798.316162,1792.194824,2349.871094,1841.703979,2260.05957,1633.272461,0,2613.74585,1971.80127,2618.979248,0,1955.680542,1833.966675,2158.258545,1457.048584,1833.869385,0.790930000000003
472.73316 Da 428.42 s,237.37386,7.14,1844.206421,2040.411499,0,1878.147095,2265.873291,0,1634.252808,2246.979492,1721.42688,2298.75,2042.926392,2180.766602,0,2276.019287,1959.082275,1960.905884,2025.184692,2497.373291,0,2148.838135,2274.521973,0.373860000000008
634.65748 Da 428.43 s,318.33602,7.14,1960.056274,0,2427.685303,1661.278198,1429.798462,0,0,0,0,0,0,0,0,2136.869385,0,0,2107.965576,0,0,0,0,0.336020000000019
608.64020 Da 428.44 s,305.32738,7.14,2793.157715,2368.981201,3110.171631,2734.322021,2689.314941,2618.762207,3209.957031,2629.686768,2666.054932,3044.64624,0,3699.476563,2593.564453,3504.667725,2631.533691,0,2933.7854,2604.151611,2871.942627,2601.704834,3132.101074,0.327380000000005
842.48426 Da 428.60 s,422.24941,7.14,0,1786.380249,1972.82959,2108.578125,1615.92688,0,0,1781.916016,1958.832031,0,1803.587524,1669.305786,0,1583.744873,1536.414429,1692.060425,1431.098145,1602.053955,2496.30542,2081.275879,1741.509888,0.249410000000012
840.48607 Da 428.61 s,421.25031,7.14,1591.422729,1859.998535,1475.651001,1730.486084,1707.30481,0,0,1328.049561,1569.685059,2030.227905,1394.014526,0,0,1781.363281,1504.43042,1652.496338,1704.639038,1074.953125,1551.943604,1679.310303,1587.548096,0.250310000000013
563.71950 Da 428.64 s,282.86702,7.14,2523.095215,2558.188721,0,1870.861938,2367.533691,0,2432.229248,1927.332886,1867.377808,2064.109131,2278.660889,1857.634155,1839.603638,2163.284912,2011.186523,1287.155884,0,2803.494873,0,0,1697.080322,0.867020000000025
638.63524 Da 428.86 s,320.3249,7.15,0,2504.594482,1981.384399,1726.775635,2296.025146,0,2417.160889,0,0,0,0,0,2356.338867,0,1683.350708,2852.393066,1676.377197,2700.909424,2263.158691,0,1995.146729,0.324900000000014
203.38701 Da 428.96 s,204.39429,7.15,3270.224609,3056.652832,3701.635498,2345.10083,0,0,2325.666016,3078.558594,2746.284424,3106.954346,2425.318848,0,2072.844238,2817.070068,3318.424561,2654.753662,2604.990479,2836.849121,0,2248.211426,0,0.394290000000012
708.57283 Da 429.04 s,355.29369,7.15,0,0,0,0,2698.313965,0,0,0,2915.403076,3203.519531,2935.899658,0,0,0,3195.450928,0,2798.473633,2777.423584,3054.703369,2706.553711,3361.317139,0.293690000000026
520.72547 Da 429.08 s,261.37001,7.15,0,0,0,2673.551758,3213.366455,2731.205811,2991.078369,2560.689209,0,0,0,2295.138184,0,0,0,0,0,3224.506104,0,0,2981.533936,0.370009999999979
317.32135 Da 429.09 s,318.32863,7.15,0,2220.585205,0,0,0,0,1572.002075,0,2008.035767,2637.427979,2189.554688,1561.446899,2094.066162,0,1937.962524,2492.792725,0,2433.396484,1874.528076,0,1946.275024,0.328629999999976
517.73006 Da 429.12 s,259.87231,7.15,4256.873047,3850.585449,3410.811523,0,3339.870361,0,0,0,0,4188.077148,2928.009521,2956.10791,4069.963135,5355.849121,0,4552.515625,0,3067.037598,0,0,3725.479736,0.872310000000027
302.33299 Da 429.13 s,303.34027,7.15,2719.358643,2163.334961,2818.698486,0,2689.314941,2301.099609,2312.702637,2415.955566,2411.346191,2300.672607,2557.779297,2067.731445,2402.033936,2725.262451,1929.187866,2549.016846,2528.966797,2158.002686,2736.96875,2601.704834,1935.566772,0.340269999999975
710.56276 Da 429.21 s,356.28866,7.15,2597.029053,2905.943848,2564.830811,2366.941406,0,2195.601807,2268.897461,2284.522461,2301.983398,2700.532959,2424.556641,2156.882568,0,2240.281006,2422.016602,2601.950195,2047.86853,2293.267578,2522.619141,1745.974243,2318.05957,0.288659999999993
491.71822 Da 429.33 s,246.86639,7.16,2944.526611,2659.066895,0,2503.04126,2745.199951,3035.656006,2189.998047,3009.405518,2791.046143,2729.015869,0,2803.431641,2278.709961,4112.239746,3500.754395,3240.769531,3972.672852,2493.891846,2343.255127,2300.409668,3485.320557,0.866389999999996
284.88229 Da 429.41 s,285.88956,7.16,1350.724487,1698.218628,0,1547.199097,1722.647583,0,0,1501.46521,0,1765.110596,1672.978638,1558.591431,1757.720093,2149.679443,1862.432495,2630.289551,1685.485474,1285.375,1479.610474,1405.467529,1557.543457,0.889560000000017
