Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958,kmd
304.25793 Da 352.43 s_1,305.26549,5.87,2267.26001,2635.939453,2562.605713,0,3282.124268,2041.700073,0,3063.402344,2856.912842,2495.77832,2576.420898,0,3766.341797,0,0,2902.967285,0,2320.123291,3739.678223,3415.9729,0,0.26549
304.25793 Da 352.43 s_2,305.26556,5.89,0,0,0,2459.077637,3625.521729,0,0,0,0,0,2331.375488,0,6350.432129,7266.277832,7096.471191,0,2535.426025,0,2291.274414,0,0,0.265559999999994
304.25793 Da 352.43 s_3,305.26543,5.87,0,2569.51416,0,0,4758.875,3527.88501,2620.454346,4022.776611,3219.418213,3175.369629,0,2861.358643,0,0,0,3333.143555,3352.302979,2645.901367,5281.480469,4300.86084,4250.581543,0.265429999999981
304.25793 Da 352.43 s_4,327.24693,5.87,24686.79102,23951.48828,23415.50586,20815.55664,19569.57813,18632.80664,16388.16211,15528.24805,17455.78711,21414.97656,22541.97656,22952.26953,20561.10547,21188.24023,24826.91797,22913.10547,21440.47461,19978.125,24236.97461,21262.98047,25925.7168,0.24693000000002
528.36031 Da 353.23 s,551.34909,5.89,422.5544128,0,231.8034515,830.2755737,902.6708984,832.6742554,3730.779297,3251.513184,3738.664307,827.6409912,863.6519775,760.166687,2071.853271,1834.699951,2309.914795,907.0271606,883.7748413,1031.50647,3673.782227,3632.844971,3381.661865,0.349090000000047
393.34177 Da 352.17 s,394.34817,5.87,11381.95313,12049.62109,10704.38281,10954.09668,11613.54688,10078.42969,11787.2207,12623.42676,11232.51074,11357.62988,10619.86328,10545.28027,15653.93945,12655.72754,14480.11133,11931.44629,11439.03223,10260.19336,17981.61523,16033.67578,16244.37305,0.348169999999982
572.38559 Da 352.38 s,595.37485,5.87,367.3598022,289.7658997,373.7059326,0,0,695.2433472,2103.126465,1860.28772,2645.351807,657.128479,619.7892456,695.7160645,1738.397949,2160.577393,1174.775024,699.3173828,875.2629395,734.5704956,2470.404053,2591.692139,2238.422607,0.374850000000038
616.41145 Da 351.59 s,639.40059,5.86,339.8250732,0,0,459.5019531,663.6325073,650.2456665,2246.607666,2228.090332,2347.999756,0,730.9627686,580.1245728,1426.442871,1498.154419,1329.807739,634.4602051,975.1947021,668.9216919,1886.421753,1955.834961,2282.608154,0.400589999999966
348.28351 Da 351.89 s_1,371.27262,5.86,3217.349365,3427.563232,3314.406738,3184.205078,3842.369629,3374.710205,3940.473633,3749.831055,3944.3125,3254.130371,3447.656982,3555.127197,3887.016113,5076.097168,4416.797363,3723.272705,3570.467529,3402.584473,7623.081055,6068.269531,5874.222656,0.272620000000018
348.28351 Da 351.89 s_2,349.29091,5.87,2392.03418,2720.608643,2025.959961,2516.779785,3035.452637,2380.039551,2586.848145,3709.047119,2924.982422,2179.807617,2511.157715,2820.651611,4359.858887,4098.951172,4442.112305,2421.978516,2400.618408,2382.369385,4711.554688,3939.857666,3701.897217,0.290909999999997
436.33536 Da 351.09 s,459.32436,5.85,2275.691895,0,0,2491.67334,2328.952393,1920.30127,0,0,2384.694092,2392.298584,2041.546143,0,2730.164795,0,2618.162354,2230.454834,1887.093994,0,2763.541504,2865.804199,2725.419922,0.324360000000013
310.24693 Da 351.66 s,333.23635,5.86,0,0,0,791.015686,0,837.4124756,3423.237061,3291.075439,3597.245605,0,0,0,0,0,0,1246.003662,1466.055176,1630.269531,7072.48877,6187.413574,7158.053711,0.236350000000016
343.30479 Da 352.85 s,344.31207,5.88,0,0,0,1065.749023,899.0436401,1157.209106,7267.165527,6109.228516,6922.498535,0,0,0,2698.110596,2383.33252,1488.506958,0,646.8504028,507.0153809,2790.993652,3374.237549,2646.724121,0.312070000000006
573.41742 Da 353.33 s,574.4247,5.89,631.3346558,635.6749268,642.7433472,1303.881226,1526.083618,1302.787231,6327.60498,6153.48291,6188.709961,1411.262451,1546.343872,1448.344238,3547.608643,3311.87915,3351.452148,1850.270264,1575.585205,1784.122803,6412.96582,5363.082031,6104.984375,0.42470000000003
282.21412 Da 351.94 s,283.22139,5.87,14758.74316,15820.76465,14389.83594,10544.63965,12590.56445,10890.6543,8616.617188,8340.887695,8209.014648,12864.33398,14932.75781,12645.16113,9996.981445,11674.88086,12107.12012,14113.52344,12675.40039,12479.63867,11832.83398,9697.618164,11761.76172,0.221389999999985
311.31579 Da 352.42 s,312.32307,5.87,0,585.8977051,579.7036743,334.223175,767.3223267,1476.628662,2202.251709,902.1726685,1879.34375,568.4973145,0,518.2127075,876.6849976,0,937.774292,579.7324829,1084.702148,839.3173218,1428.745728,501.4491882,476.2739258,0.323069999999973
454.33552 Da 352.89 s,455.34279,5.88,0,0,0,0,0,0,811.0812378,0,904.7647705,1473.570801,1644.092163,1731.416016,13464.19629,13251.31543,12848.50293,0,0,0,0,0,0,0.34278999999998
589.41256 Da 352.46 s,590.41984,5.87,1706.843018,1792.404785,1782.254761,2500.078125,3226.957031,3010.71875,9214.452148,8990.375977,9444.958008,2725.174316,2847.181885,3057.086914,5284.296875,5705.725098,5124.808594,3229.209473,3544.933838,3351.526855,9277.691406,8373.285156,8291,0.419840000000022
355.30472 Da 350.92 s,356.312,5.85,0,2192.127197,0,0,1584.645386,1107.8927,7404.342285,8162.21582,6865.133789,0,0,0,2657.359131,2638.482178,2002.349365,1800.623047,1418.522583,1370.769409,12679.18164,12031.46582,11764.89551,0.312000000000012
123.07836 Da 351.81 s,124.08564,5.86,0,11598.86816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856399999999979
545.38683 Da 353.29 s,546.39411,5.89,0,1925.154663,0,2860.34082,2777.191162,3152.819824,8938.46875,9096.408203,9568.71582,2844.594971,2870.052246,2915.424316,6042.871582,5867.414063,5021.905273,3384.644531,3250.245117,3186.023193,9832.855469,9737.006836,9515.544922,0.394109999999955
617.44327 Da 352.54 s,618.45055,5.88,590.3235474,657.0719604,0,967.1611938,1081.295654,1325.145508,3855.945068,3692.646973,3679.578369,1135.771851,1149.003174,1021.555908,2968.360107,2464.133301,2132.860596,1115.385254,1117.249023,1536.567871,3831.439209,3615.531738,3889.841553,0.450550000000021
453.36147 Da 351.14 s,454.36874,5.85,3095.060791,3424.809814,0,3545.037109,4323.205078,3509.587402,0,0,0,3563.493164,3648.290039,3381.273682,4197.288574,0,2512.304932,0,4332.682617,0,4336.085938,5033.613281,4510.888672,0.368740000000003
641.50039 Da 351.60 s,642.50767,5.86,5278.031738,4570.482422,3452.916016,0,8679.110352,8739.992188,4812.273438,0,0,0,0,4576.876465,6260.033203,6293.291504,4045.763428,0,5205.99707,6426.308105,5256.388672,6615.954102,7211.22998,0.507669999999962
370.17140 Da 351.48 s,371.17868,5.86,1654.964233,1680.831665,1892.178589,1510.805054,1613.289185,1585.318115,1631.447021,1560.678345,1644.401611,2100.196533,2327.435547,1776.582886,0,2556.341064,3189.326172,1791.822876,1896.73877,1898.620728,1982.311401,1785.541748,1917.184692,0.178679999999986
437.36667 Da 351.55 s,438.37394,5.86,16837.14258,16920.02344,6500.353027,0,0,0,0,0,0,0,0,0,7992.975098,0,9509.676758,0,17231.80078,0,0,0,0,0.373940000000005
633.43830 Da 351.55 s,634.44557,5.86,1122.283325,0,1104.15625,2315.745361,2663.240234,2365.438477,7584.06543,0,0,2310.231201,2562.231445,2768.728271,6191.143555,5488.161621,5708.919434,2936.666748,3240.525391,2893.890137,7908.580078,0,7129.862793,0.445569999999975
365.30950 Da 352.09 s,366.31678,5.87,1320.274902,1651.786011,0,0,0,1693.13269,0,1882.271729,0,0,0,0,0,0,2176.883057,0,0,0,0,1779.966675,3674.666016,0.316779999999994
392.30929 Da 351.96 s,393.31656,5.87,1285.738281,0,0,0,0,0,1701.705811,1874.310181,2009.897949,0,1577.622559,1306.055542,0,1887.193726,1848.678101,1630.890137,1771.033936,1264.673462,2097.875,2386.478516,2039.243286,0.316559999999981
661.46901 Da 351.56 s,662.47629,5.86,437.8917542,397.2301941,0,838.2548828,878.7498169,790.788208,2631.642578,3097.210205,2922.034912,863.1846313,964.9871826,852.3475952,2410.153564,1411.888306,2189.859619,1028.383545,1326.814575,1009.232727,2835.748291,2625.143311,3267.229004,0.476289999999949
667.60349 Da 351.66 s,668.61077,5.86,1399.863403,1658.719482,1383.788696,2835.316162,2652.474121,2578.683838,3258.368164,3504.273193,3305.373535,2220.981445,2061.729248,2211.414795,252256.3594,2888.143555,2244.436523,2164.483398,2488.689941,1986.776123,5390.347168,3389.536377,2726.630615,0.610770000000002
255.25375 Da 352.74 s,256.26103,5.88,2101.876709,1692.023071,1933.306396,1928.442505,1781.159668,2017.749023,1429.035278,1946.432129,1665.032715,1590.499268,1839.609985,1637.5354,1994.423218,2592.788818,2266.310791,1867.11731,1693.883179,2106.780762,2364.588867,2140.104492,1607.322266,0.261030000000005
409.33583 Da 352.30 s,410.3431,5.87,2283.691895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.892822,0,2203.345215,0,0,0,0.343099999999993
634.44014 Da 351.29 s,635.44742,5.85,0,0,0,899.8527222,1277.623291,975.5852051,3070.48291,3397.484619,2839.726318,846.4834595,1073.426147,1123.715698,2492.185303,2663.461914,2038.457642,1109.087036,1024.380371,1407.056152,3575.23291,3431.933105,3244.415527,0.447419999999966
379.32528 Da 351.04 s,380.33255,5.85,0,2976.953613,3889.812012,0,0,0,0,0,0,0,0,0,3605.512695,0,4278.208984,0,0,0,3584.032959,0,4725.310547,0.332550000000026
472.33268 Da 351.10 s,473.33996,5.85,0,5496.53418,4559.221191,0,0,0,0,0,0,0,0,0,6785.443359,0,9637.276367,0,4778.29834,0,5112.624023,0,8451.754883,0.339960000000019
556.43184 Da 351.22 s,557.43912,5.85,0,0,0,0,0,0,0,0,0,0,0,0,5280.563965,0,0,0,3042.74585,0,0,0,4817.773926,0.439120000000003
320.23145 Da 351.26 s,321.23873,5.85,0,0,0,0,0,0,1627.504517,1501.335693,1772.141968,856.2767334,0,0,0,1959.66626,0,0,0,0,2013.77356,2003.166382,1903.054077,0.238729999999975
507.36786 Da 351.56 s,508.37514,5.86,0,0,0,0,716.7161865,527.9717407,4407.121094,4524.800781,4899.297363,0,0,707.090271,7010.984375,5590.693848,6166.949219,0,0,0,0,0,2650.402832,0.375139999999988
684.42056 Da 351.78 s,685.42783,5.86,4039.982666,0,3715.847412,3968.841797,0,0,0,0,0,4266.39502,3997.119141,0,3111.014648,0,0,3756.604248,4499.944336,0,0,0,4249.378906,0.427829999999972
452.32152 Da 351.84 s,453.32879,5.86,3800.144043,0,0,3215.23584,0,0,0,0,0,0,0,0,0,0,0,0,1097.123291,0,0,1592.074707,0,0.328790000000026
342.21279 Da 352.03 s,343.22007,5.87,913.9355469,1029.736328,960.4782104,1313.704346,0,989.3699951,0,0,0,941.0513306,919.4385376,903.6565552,0,0,0,1061.309937,1431.881836,1040.486328,1212.807251,1384.952515,1340.446045,0.220070000000021
560.09812 Da 353.57 s,561.10539,5.89,3034.911377,3203.98291,3574.407471,291.6911926,0,316.3993835,0,0,0,408.1609497,488.5010986,461.4552307,0,0,0,464.790863,386.1665344,391.8547363,0,0,0,0.105390000000057
539.39784 Da 353.08 s,540.40512,5.88,2248.74585,0,2451.89209,2479.628418,2595.897461,0,0,2130.642822,2507.350098,0,0,0,0,0,0,2960.942871,0,0,3366.347168,2828.345459,0,0.405120000000011
150.08785 Da 352.36 s,151.09512,5.87,0,0,1512.670166,1503.874268,2343.270752,1551.996338,1484.880249,1889.798218,1852.962769,1588.680542,1504.522339,0,2976.528076,0,3173.429443,1767.629639,1493.673218,0,2662.58667,2817.253906,2601.593018,0.0951200000000085
549.61502 Da 352.37 s,550.6223,5.87,0,3616.09375,0,3317.206787,3295.2771,0,0,0,0,0,0,3000.149414,0,3719.526611,0,0,0,3185.948975,3051.408447,0,4102.161133,0.622299999999996
384.28086 Da 355.48 s,385.28814,5.92,0,5296.503418,0,0,0,0,0,0,0,4246.255859,0,0,4524.711426,0,0,0,0,0,0,0,0,0.288139999999999
516.35788 Da 352.88 s,517.36516,5.88,0,0,0,0,0,3002.389404,3342.332031,0,0,5012.133301,0,0,0,0,0,0,0,0,0,0,0,0.365159999999946
751.47162 Da 352.75 s,752.4789,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.135132,0.478899999999953
340.25512 Da 353.51 s,341.2624,5.89,9016.045898,9492.876953,8497.59082,6963.170898,7112.602539,6384.21875,5188.119629,5055.245605,5899.886719,7272.655762,7871.506348,7391.194824,7105.355957,7121.82959,8843.771484,7851.443848,7184.032715,7361.924316,0,6602.539551,8282.589844,0.262400000000014
407.35650 Da 352.77 s,408.36377,5.88,0,15431.63086,11509.22656,13244.66016,0,0,0,0,12776.38379,0,0,0,18619.49805,16315.5127,13471.36914,14678.95605,14032.43848,0,0,0,13235.84766,0.363769999999988
565.36786 Da 352.94 s,566.37514,5.88,0,0,0,1670.598145,1657.047119,1658.442993,14136.96875,15117.25098,14429.39648,0,0,0,0,0,399.0574951,837.5308228,785.8731689,833.9916382,6395.387695,6503.711914,6467.469238,0.375139999999988
476.31709 Da 353.03 s,477.32437,5.88,2443.079346,0,2672.146729,0,0,0,376.20047,1512.633667,0,0,0,0,6535.85498,6806.178223,7179.827148,0,0,0,0,0,0,0.324369999999988
587.34922 Da 353.10 s,588.35649,5.89,0,0,0,471.3910522,517.4232788,488.7315674,5131.624023,5337.789551,6178.417969,0,0,0,0,0,0,0,0,213.9521637,1495.886963,2158.591309,2086.676514,0.356490000000008
484.33435 Da 354.11 s,507.32339,5.9,0,0,464.2190857,1021.853577,1180.256836,1300.991211,5459.063965,5091.125488,5392.550293,695.3101807,868.0046387,862.5266724,2448.516357,2283.072021,2222.361084,0,1218.334961,0,4805.464844,4328.024902,5087.305664,0.323390000000018
449.30669 Da 353.63 s,450.31397,5.89,1106.116455,0,1203.42395,2573.233154,2525.625488,2458.419678,2530.841553,2622.293945,2161.059326,0,1876.487427,1995.265381,2287.84668,0,0,1969.449219,1990.220703,2257.147949,2812.202637,2975.769531,2416.167236,0.313969999999983
529.39204 Da 354.09 s,530.39931,5.9,0,401.8120422,0,1210.55542,1464.652954,0,0,8140.006836,0,1052.935913,0,1193.255005,3234.599121,3079.45166,3244.926514,1160.039673,1419.255737,1221.17749,7773.257813,6738.936523,7050.550781,0.399310000000014
501.36098 Da 354.21 s,502.36826,5.9,0,2355.915527,0,0,3375.444092,3206.802734,8620.541016,9383.705078,9107.748047,0,0,0,4840.013672,4501.993652,4469.29834,0,3384.630371,0,8479.017578,7451.572266,7769.441895,0.368260000000021
311.13645 Da 353.96 s,312.14372,5.9,0,0,243.1075134,0,0,0,0,0,0,163.704422,0,0,0,0,0,182.0253296,290.3123474,517.3868408,0,0,0,0.143719999999973
363.33074 Da 353.64 s,364.33802,5.89,23681.75391,25626.98438,22674.5332,20645.26367,23046.95898,18646.55273,18440.20117,19502.96484,17869.81641,22321.31641,22087.85547,19058.75195,27289.12891,25288.07422,25031.57031,22197.4668,20273.55664,19337.2168,23959.0332,19624.77539,21393.42969,0.338019999999972
396.28294 Da 354.60 s,419.27199,5.91,661.5702515,623.0778809,595.1835327,933.3570557,1187.7771,1279.35498,3890.715088,3578.645996,3934.229736,950.0195923,941.9871826,996.0933838,2121.522217,2252.738525,2108.660645,1527.786743,1115.281616,1288.71167,5811.396484,5399.986816,5657.397949,0.271990000000017
440.30821 Da 354.48 s,463.29765,5.91,0,0,0,874.5591431,884.0846558,989.0559692,4671.925781,4874.488281,4671.203613,743.4560547,646.215332,823.656189,2121.641357,1949.379028,1681.948608,0,1041.871582,1324.226563,4490.045898,4108.805176,4194.734863,0.297649999999976
352.25713 Da 354.82 s,375.24639,5.91,1474.559937,1764.752686,1667.675415,1728.622437,1892.230591,1922.710693,2926.637451,3215.709229,3110.506836,1768.7677,2172.967285,1949.61145,3294.839355,4666.482422,4182.863281,2478.631592,2252.947998,2448.945557,8280.175781,6105.248535,8393.421875,0.246390000000019
330.21271 Da 354.67 s,331.21998,5.91,0,0,214.6730804,0,0,288.4802246,0,0,0,0,0,0,0,0,0,0,0,0,718.9261475,0,0,0.219980000000021
441.34066 Da 354.49 s,442.34793,5.91,2479.262695,2448.093506,2370.960938,3405.986572,4374.498047,4357.45166,14966.51758,15555.42676,15260.80273,3599.800293,3528.593262,3604.453857,9245.947266,9085.8125,9545.320313,4510.021484,4698.887207,4824.996094,21997.91602,19266.07422,21518.02148,0.347930000000019
227.22268 Da 354.40 s,228.22996,5.91,1870.352783,1879.486084,1648.43103,1578.846558,1585.932373,1368.143799,1672.10144,1622.483887,1838.009155,1787.859619,1465.314697,1275.12207,1723.914917,2181.205078,2194.459717,1849.043823,1839.678833,1416.555542,2190.542236,1852.047363,1857.296509,0.229960000000005
469.37054 Da 353.81 s,470.37782,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667.050293,0.377819999999986
369.28450 Da 354.62 s,370.29178,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.588013,0,0,0,0,2166.409668,0,1895.892944,0.291780000000017
495.37225 Da 354.62 s,496.37953,5.91,4328.391113,4399.23291,4540.771484,4196.109863,4605.479004,4404.756348,4257.053711,4546.053223,4148.262695,0,4214.66748,4179.103516,0,0,0,4838.683594,4147.781738,4514.438965,5122.958984,0,4602.967773,0.379529999999988
530.39155 Da 354.19 s,531.39883,5.9,0,0,0,0,0,0,2778.303955,0,0,0,0,0,0,0,0,0,0,0,3291.48584,0,2547.703613,0.398829999999975
457.33524 Da 354.56 s,458.34252,5.91,0,0,0,0,5333.134277,0,6537.180176,6706.628418,6757.060547,0,0,0,4697.813477,0,4332.030273,0,0,0,6530.568359,6246.091309,6142.353516,0.342519999999979
485.36633 Da 354.50 s,486.37361,5.91,0,1040.869751,967.8397827,2906.41748,3035.759033,2734.603516,14058.70801,14047.5127,14959.23535,2208.574219,2187.172607,1959.888672,5687.525879,6306.196777,5454.260254,2811.563721,2925.011963,3081.63916,12631.66016,12805.94824,12861.89551,0.373609999999985
397.31463 Da 354.57 s,398.32191,5.91,3081.240479,3083.685303,3231.088623,3647.935791,4198.494141,3876.500244,8432.047852,9392.244141,8622.851563,3289.902588,3855.311768,3654.26001,7501.057617,7562.249023,7851.806152,5291.478516,5516.732422,4956.264648,19784.2207,17960.42773,17724.82813,0.321910000000003
413.31003 Da 354.67 s,414.31731,5.91,0,0,0,0,0,0,2819.995605,0,0,0,0,0,3211.541016,3251.388184,0,0,0,0,3996.845947,3641.413086,3934.378662,0.31731000000002
598.47849 Da 353.92 s,599.48576,5.9,0,2402.25708,0,0,3670.313965,3552.993164,0,0,0,0,0,2623.371826,3270.796631,2646.009277,0,0,0,2715.519287,0,0,0,0.485760000000028
558.50352 Da 354.12 s,559.51079,5.9,0,0,0,6284.476074,8233.161133,7726.773926,0,0,0,6239.292969,6439.111816,7662.280273,4929.201172,0,7652.524414,6189.431641,7718.944336,7046.715332,0,6710.185547,8302.061523,0.510790000000043
382.19101 Da 354.49 s,383.19828,5.91,0,3033.99292,0,0,0,0,0,0,0,0,0,2241.807617,0,0,0,0,0,0,0,3246.178955,7540.979004,0.198280000000011
430.33989 Da 354.61 s,431.34717,5.91,6992.820801,0,3129.774658,2563.893555,1451.313354,2025.799805,2983.010986,1700.058838,2124.493652,2615.286133,1781.537476,1661.103638,2203.976807,0,0,0,1921.322021,2195.968018,0,0,0,0.347170000000006
281.26877 Da 354.65 s,282.27605,5.91,2126.19043,1692.587891,2191.416016,2905.764648,2015.085449,2748.872803,2618.245605,1885.780762,2690.630127,2280.38208,2717.138916,2574.016113,1598.162231,1760.619873,2453.152832,2276.553711,2221.415283,2671.708496,1874.399414,2359.351074,2508.994629,0.276049999999998
390.21289 Da 354.65 s,391.22017,5.91,0,0,0,0,0,0,0,0,0,0,0,363.6485596,0,0,0,0,0,0,0,0,0,0.220169999999996
436.18163 Da 354.68 s,437.18891,5.91,0,3422.858154,0,3658.159912,3323.440186,4162.800293,0,0,0,3606.091797,0,0,0,2722.995117,3971.315674,0,3684.833008,0,0,0,0,0.188910000000021
349.25573 Da 354.70 s,350.263,5.91,3438.325195,3980.095703,3881.632813,3988.992432,4555.125977,4610.45459,2870.446045,3283.278809,3194.072021,4367.314453,4032.158691,4453.551758,0,4169.568848,4934.84082,4710.453125,4529.192383,4978.915039,3804.180908,3117.99292,3721.487305,0.262999999999977
472.29665 Da 354.79 s,473.30393,5.91,0,2461.650879,0,0,2311.888672,0,2019.77063,1788.091919,0,0,2092.450195,0,2636.359375,3132.754395,0,0,0,2120.04541,0,0,2165.405518,0.30392999999998
491.44825 Da 354.88 s,492.45553,5.91,0,915.2557983,0,752.2156372,792.3897095,0,1080.244141,1279.335449,815.4089355,879.9718628,490.9788818,686.5027466,1639.871826,748.2310791,473.6496887,990.3319092,0,485.7446594,978.677124,0,865.6218262,0.45553000000001
318.27379 Da 354.84 s,319.28107,5.91,0,0,1301.380981,0,1215.052979,534.6764526,0,0,0,0,0,388.8638306,1413.696167,1811.31665,1698.233765,0,0,665.5527344,0,0,0,0.28107
597.47495 Da 354.85 s,598.48223,5.91,7889.629883,6091.194824,5243.476563,0,9875.337891,9096.841797,5798.383789,0,0,6422.725098,0,8169.933105,7537.26123,7604.218262,10283.5791,0,6067.499512,7932.851074,7074.474609,6993.700195,6041.376953,0.482229999999959
757.44364 Da 354.88 s,758.45092,5.91,0,0,0,0,0,0,3346.603271,3458.381104,3436.028809,0,0,0,0,0,0,0,0,0,1392.672485,1789.882568,1514.347534,0.450919999999996
362.29864 Da 354.89 s,363.30591,5.91,0,2753.618896,0,0,0,0,0,2746.580811,0,0,2201.551025,0,0,0,0,0,0,0,0,0,2694.541748,0.305909999999983
581.47987 Da 355.89 s,582.48714,5.93,791.6864014,0,0,1188.041382,4088.963867,3339.976318,1894.520264,1577.911255,1146.342163,1014.985413,0,1472.395752,2223.453857,3023.060059,745.8602295,798.4768066,1607.737305,2596.556885,2095.368896,2289.414307,1473.513428,0.487139999999954
326.23986 Da 356.31 s,327.24714,5.94,0,0,0,3424.934326,4088.667969,0,1043.37085,3286.612793,2672.172363,0,0,0,0,0,0,0,0,4515.783691,0,0,0,0.247140000000002
485.40211 Da 355.87 s,486.40938,5.93,0,0,0,0,0,0,0,0,0,0,0,0,6461.416016,6925.861328,6162.838379,0,642.3533936,0,0,1716.075928,1977.886475,0.409379999999999
424.16120 Da 355.69 s,425.16847,5.93,0,0,0,0,0,0,0,1410.287598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168470000000013
306.21687 Da 355.06 s,307.22414,5.92,0,0,0,0,0,0,741.1623535,0,0,0,0,0,0,0,818.5704346,0,0,0,0,0,0,0.224139999999977
253.23844 Da 355.16 s,254.24571,5.92,557.9034424,477.9625549,660.989624,467.9810181,0,0,923.5176392,0,0,0,569.9815674,0,718.1367798,0,0,657.1193237,0,0,611.2976074,0,776.4627075,0.245710000000003
268.23783 Da 355.63 s,269.24511,5.93,0,0,0,0,0,502.0544739,2148.230957,1976.331543,1848.131592,0,0,282.7715149,0,0,0,682.9854736,1120.373779,1295.554443,4843.327637,4130.983398,4370.508301,0.245110000000011
457.37115 Da 355.51 s,458.37843,5.93,0,0,0,0,0,0,0,0,0,1210.719604,1255.35791,0,6872.983398,6077.585938,5977.694824,0,0,0,0,1957.021851,1789.66272,0.37842999999998
427.36117 Da 355.51 s,428.36845,5.93,0,738.6174316,613.9159546,0,0,1215.584839,0,0,0,0,714.940979,0,3714.203125,3129.044189,2919.980713,0,814.5233765,0,0,1817.90625,1472.471069,0.368449999999996
549.33995 Da 355.57 s,550.34723,5.93,0,0,0,762.3212891,0,355.0698547,2555.213867,2717.691162,2629.862549,0,0,0,0,0,0,0,0,0,0,0,0,0.347229999999968
408.35959 Da 355.62 s,409.36687,5.93,0,4958.588867,0,0,0,6717.034668,0,0,0,0,0,0,0,0,0,0,4153.908203,0,4531.942383,0,0,0.366870000000006
451.38213 Da 358.54 s,452.38941,5.98,0,0,0,15178.46875,0,0,0,0,14812.42578,15528.01758,16472.51563,0,0,0,17668.38672,0,19157.82422,0,16243.51172,0,0,0.389409999999998
1070.75236 Da 356.04 s,536.38346,5.93,0,0,0,0,0,0,0,0,0,0,0,0,2645.592285,2939.97998,2659.076416,0,0,0,0,0,0,0.383460000000014
481.39244 Da 356.89 s,482.39971,5.95,28086.4668,0,0,27968.45508,0,0,26809.51172,25143.16406,26639.57813,0,0,0,0,0,31758.2832,25153.90625,21836.36328,0,24716.58203,0,0,0.399710000000027
462.32733 Da 356.22 s,463.33461,5.94,0,0,0,0,0,0,0,0,0,0,0,0,2504.466064,2630.468994,3357.111816,0,0,0,0,0,0,0.334609999999998
451.34638 Da 356.26 s,452.35365,5.94,5087.052734,0,5621.428711,5561.476563,5286.608398,5055.841797,5595.195313,5680.716797,5094.491699,5454.768066,5939.741699,5666.657715,0,5581.507813,6507.86084,5906.270996,5685.95166,5466.503906,6324.361328,5588.18457,5647.456543,0.353650000000016
423.31554 Da 356.33 s,424.32282,5.94,4207.39209,3965.193604,0,4273.185547,0,0,0,4978.672363,0,0,0,4339.466797,0,4933.094727,4400.927246,0,0,0,4087.400391,4286.213379,0,0.322819999999979
327.31002 Da 356.50 s,328.3173,5.94,0,0,0,0,0,0,0,0,0,766.0991821,0,0,0,505.0434265,305.4060364,0,0,0,0,0,0,0.317299999999989
428.27020 Da 356.56 s,429.27748,5.94,0,0,0,0,2303.122559,0,0,1964.959351,2247.388916,0,0,0,0,2851.402832,2278.662842,0,0,0,0,0,0,0.277480000000025
402.22088 Da 357.32 s_1,425.21013,5.95,344905.7813,332918.2813,316658.1563,296821.5938,296291.2188,290645.5625,219202.9531,223148.0938,219010.7188,319705.1563,330918.5938,342179.4375,256290.9375,286097.6563,338668.9688,325720.5625,324971.0313,327678.5,275686.5938,250657.9688,313014.9688,0.210129999999992
