"Bucket label","RT","m/z","Formula","121523_Blank_expanded_gradient_73_1_6075","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6077","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6080","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6081","121523_Blank_expanded_gradient_73_1_6082","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6083","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6085","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6088","121523_Blank_expanded_gradient_73_1_6089","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6090","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6094","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6095"
"newJC1",,,,"Blank expanded gradient","Coculture 1 mg_mL expanded gradient","JC1 0.25 mg_mL expanded gradient","JC1 1 mg_mL expanded gradient","Media 1 mg_mL expanded gradient","Media 0.25 mg_mL expanded gradient","Coculture 0.25 mg_mL expanded gradient","Blank expanded gradient","Coculture 0.25 mg_mL expanded gradient","Coculture 1 mg_mL expanded gradient","JC1 0.25 mg_mL expanded gradient","JC1 1 mg_mL expanded gradient","Media 1 mg_mL expanded gradient","Media 0.25 mg_mL expanded gradient","Blank expanded gradient","JC1 0.25 mg_mL expanded gradient","Coculture 1 mg_mL expanded gradient","JC1 1 mg_mL expanded gradient","Media 1 mg_mL expanded gradient","Coculture 0.25 mg_mL expanded gradient","Media 0.25 mg_mL expanded gradient"
"560.18854 Da 45.28 s",0.754654,561.19581,"C28H32O12",0.0,1382.371826171875,0.0,0.0,0.0,0.0,601.0336303710938,0.0,653.4216918945312,1727.7694091796875,0.0,0.0,0.0,0.0,0.0,0.0,1644.2642822265625,0.0,0.0,514.9201049804688,0.0
"1402.53251 Da 46.52 s",0.775292,468.51811,"C91H83KN2O6S2",0.0,1506.9637451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.3519287109375,0.0,0.0,0.0,0.0,0.0,0.0,1585.979248046875,0.0,0.0,0.0,0.0
"976.43645 Da 47.98 s",0.799646,489.22550,"C39H44N32O",0.0,0.0,0.0,1692.526611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.967529296875,0.0,0.0,0.0,0.0,0.0,1654.4949951171875,0.0,0.0,0.0
"889.40569 Da 47.99 s",0.799836,445.71012,"C39H47N21O5",0.0,0.0,0.0,1523.311279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.85546875,0.0,0.0,0.0,0.0,0.0,1305.285400390625,0.0,0.0,0.0
"711.23617 Da 48.02 s",0.800382,712.24344,"C19H58N3O12PS5",0.0,0.0,0.0,0.0,0.0,0.0,931.1659545898438,0.0,829.7070922851562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.0916748046875,0.0,0.0,907.14794921875,0.0
"642.33111 Da 48.32 s",0.805278,643.33839,"C32H50O13",0.0,1195.2626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.6639404296875,0.0,0.0,0.0,0.0,0.0,0.0,1871.26171875,0.0,0.0,0.0,0.0
"949.49459 Da 48.36 s",0.805937,475.75457,"C52H67N7O10",0.0,0.0,671.3389282226562,2202.932373046875,1536.224365234375,0.0,0.0,0.0,0.0,0.0,0.0,2666.052490234375,1566.7550048828125,0.0,0.0,688.0413208007812,0.0,2077.857666015625,1566.91552734375,0.0,0.0
"569.24239 Da 48.42 s",0.807016,570.24966,"C20H27N17O4",0.0,6587.853515625,671.6226196289062,1926.7564697265625,1801.0390625,454.71331787109375,2904.827392578125,0.0,2723.521240234375,7836.943359375,506.1553649902344,1745.430419921875,1966.58154296875,419.794189453125,0.0,700.2411499023438,6743.84423828125,1836.8466796875,1665.1943359375,2365.533935546875,472.1654052734375
"501.25341 Da 48.49 s",0.808223,502.26069,"C24H40NO8P",0.0,1742.0347900390625,0.0,0.0,0.0,0.0,807.2531127929688,0.0,727.895751953125,1929.2298583984375,0.0,0.0,0.0,0.0,0.0,0.0,1893.1539306640625,0.0,0.0,681.5531616210938,0.0
"516.27170 Da 48.60 s",0.809922,517.27897,"C29H40O8",0.0,0.0,0.0,1377.205810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.1865234375,0.0,0.0,0.0,0.0,0.0,1505.7322998046875,0.0,0.0,0.0
"557.31544 Da 48.60 s",0.809922,558.32271,"C30H43N3O7",0.0,0.0,0.0,1227.9739990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.8148193359375,0.0,0.0,0.0,0.0,0.0,1588.0948486328125,0.0,0.0,0.0
"644.31251 Da 48.61 s",0.810166,645.31979,"C18H50N10O11P2",0.0,1279.9888916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.847900390625,0.0,0.0,0.0,0.0,0.0,0.0,1490.599609375,0.0,0.0,0.0,0.0
"1037.56267 Da 48.71 s",0.811866,519.78861,"C49H75N13O12",0.0,0.0,0.0,1480.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.19775390625,949.0711669921875,0.0,0.0,0.0,0.0,1670.8563232421875,0.0,0.0,0.0
"337.16269 Da 48.80 s",0.813305,338.16996,"C10H24N7O4P",0.0,1274.6661376953125,0.0,0.0,0.0,0.0,469.5062255859375,0.0,496.7206726074219,2192.737548828125,0.0,0.0,0.0,0.0,0.0,0.0,1500.978759765625,0.0,0.0,0.0,0.0
"583.25820 Da 48.86 s",0.814317,584.26548,"C27H43N3O7P2",0.0,9765.6962890625,0.0,1274.9775390625,1142.5997314453125,313.7336730957031,3561.40576171875,0.0,3182.700439453125,10216.2314453125,0.0,0.0,941.0092163085938,0.0,0.0,419.6435546875,10392.970703125,1080.3267822265625,1120.0072021484375,3512.316650390625,0.0
"486.12780 Da 48.86 s",0.814382,487.13507,"C15H28N4O10P2",0.0,3081.4716796875,0.0,0.0,0.0,0.0,2497.28076171875,0.0,1454.1090087890625,2293.259033203125,0.0,0.0,0.0,0.0,0.0,0.0,2485.880859375,0.0,0.0,1935.051025390625,0.0
"427.24333 Da 49.02 s",0.817049,428.25061,"C19H33N5O6",0.0,0.0,1456.242431640625,4756.4482421875,2745.729736328125,569.4545288085938,0.0,0.0,0.0,0.0,1924.477294921875,4477.04345703125,2905.382568359375,807.7023315429688,0.0,1525.3792724609375,0.0,4507.5556640625,2927.83740234375,0.0,915.4228515625
"83.07126 Da 49.07 s",0.817885,84.07854,,0.0,0.0,655.7898559570312,1794.62158203125,677.2359008789062,0.0,0.0,0.0,0.0,0.0,606.0023193359375,1495.6717529296875,772.4267578125,0.0,0.0,682.1533203125,0.0,1351.154052734375,798.20068359375,0.0,0.0
"712.24639 Da 49.18 s",0.819658,713.25367,"C32H53KN2O5S4",0.0,2953.160888671875,0.0,0.0,0.0,0.0,2039.36181640625,0.0,1592.8035888671875,2769.49755859375,0.0,0.0,0.0,0.0,0.0,0.0,2107.181640625,0.0,0.0,1749.98583984375,0.0
"616.31702 Da 49.23 s",0.820551,617.32430,"C30H44N6O8",0.0,5976.888671875,0.0,0.0,0.0,0.0,2527.177490234375,0.0,1946.643310546875,6242.79150390625,0.0,0.0,0.0,0.0,0.0,0.0,6694.38623046875,0.0,0.0,2020.845947265625,0.0
"674.32108 Da 49.30 s",0.821721,675.32835,"C38H46N2O9",0.0,20925.736328125,0.0,0.0,0.0,0.0,6395.06640625,0.0,4703.80029296875,25763.146484375,0.0,1817.1279296875,0.0,0.0,0.0,0.0,24985.59375,1687.5926513671875,0.0,5236.2412109375,0.0
"430.20553 Da 49.35 s",0.822489,431.21280,"C17H34O12",0.0,2191.5556640625,0.0,0.0,0.0,0.0,744.90478515625,0.0,705.0177612304688,2471.07470703125,0.0,0.0,0.0,0.0,0.0,0.0,2290.7587890625,0.0,0.0,694.8335571289062,0.0
"977.51098 Da 49.44 s",0.824074,489.76277,"C60H72N3O7P",0.0,0.0,0.0,1529.4378662109375,1214.0772705078125,0.0,0.0,0.0,0.0,0.0,0.0,1618.612060546875,1604.254638671875,0.0,0.0,0.0,0.0,1018.5291748046875,1410.9498291015625,0.0,0.0
"80.03556 Da 49.46 s",0.824271,81.04284,,0.0,2938.767333984375,0.0,0.0,0.0,0.0,967.6121215820312,0.0,745.3038330078125,3012.230712890625,0.0,0.0,0.0,0.0,0.0,0.0,2974.81982421875,0.0,0.0,1051.04248046875,0.0
"670.32737 Da 49.46 s",0.824271,671.33464,"C19H39N22O4P",0.0,2569.672607421875,0.0,0.0,0.0,0.0,561.2455444335938,0.0,0.0,2444.33642578125,0.0,0.0,0.0,0.0,0.0,0.0,2595.6796875,0.0,0.0,0.0,0.0
"433.19656 Da 49.46 s",0.824271,434.20384,"C12H33N7O6P2",0.0,2247.365478515625,0.0,0.0,0.0,0.0,971.68701171875,0.0,675.0684204101562,2903.9365234375,0.0,0.0,0.0,0.0,0.0,0.0,2908.488037109375,0.0,0.0,998.8805541992188,0.0
"194.10415 Da 49.54 s",0.825726,195.11143,"C5H15ClN6",0.0,5441.130859375,1100.011962890625,2396.1005859375,2334.7255859375,1146.3460693359375,1746.303955078125,0.0,1577.3280029296875,6002.75146484375,1198.47705078125,2026.359130859375,2380.766357421875,1084.973876953125,0.0,1081.0703125,6672.80029296875,1986.776123046875,2522.429931640625,1877.41357421875,1220.021240234375
"453.29418 Da 49.58 s",0.826351,454.30145,"C21H43NO9",0.0,0.0,632.9837036132812,2278.448974609375,1476.2523193359375,0.0,0.0,0.0,0.0,0.0,666.9931030273438,2391.349609375,1328.0364990234375,0.0,0.0,609.0940551757812,0.0,2254.9208984375,1395.3807373046875,0.0,0.0
"1576.82563 Da 49.59 s",0.826447,526.61582,"C73H221N33O",0.0,0.0,0.0,1618.286376953125,1601.541259765625,0.0,0.0,0.0,0.0,0.0,0.0,1586.664794921875,1837.55908203125,0.0,0.0,0.0,0.0,1742.84375,1583.30126953125,0.0,0.0
"684.34007 Da 49.76 s",0.829333,685.34735,"C37H52N2O8S",0.0,1249.5841064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.6536865234375,0.0,0.0,0.0,0.0,0.0,0.0,1926.162353515625,0.0,0.0,273.6525573730469,0.0
"250.14174 Da 49.79 s",0.829909,251.14901,"C12H18N4O2",0.0,0.0,691.982177734375,2772.123779296875,0.0,0.0,0.0,0.0,0.0,0.0,829.714599609375,2674.59521484375,0.0,0.0,0.0,684.2979736328125,0.0,2487.83154296875,0.0,0.0,0.0
"630.26625 Da 49.86 s",0.830950,631.27352,"C34H38N4O8",0.0,1626.1007080078125,763.9138793945312,2452.5244140625,7690.78466796875,2207.650390625,513.5362548828125,0.0,445.7533264160156,2198.690673828125,965.8861083984375,2396.022705078125,7667.7734375,2003.838623046875,0.0,714.4269409179688,1694.92578125,2264.433837890625,8182.4921875,0.0,2189.909423828125
"415.09158 Da 49.86 s",0.831052,416.09885,"C12H23N3O9P2",0.0,2697.297119140625,0.0,0.0,0.0,0.0,1510.1412353515625,0.0,1148.4334716796875,2252.48876953125,0.0,0.0,0.0,0.0,0.0,0.0,2005.4539794921875,0.0,0.0,1222.8433837890625,0.0
"691.28054 Da 50.36 s",0.839380,692.28782,"C34H46ClN3O10",0.0,0.0,0.0,1545.699462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.2958984375,0.0,0.0,0.0,0.0,0.0,1369.9630126953125,0.0,0.0,0.0
"295.15778 Da 50.38 s",0.839727,296.16506,"C19H21NO2",0.0,2121.615966796875,0.0,0.0,1657.9200439453125,0.0,707.6398315429688,0.0,0.0,2389.333251953125,0.0,0.0,1596.83447265625,0.0,0.0,0.0,1569.996337890625,1224.18115234375,2287.468994140625,0.0,0.0
"374.20563 Da 50.63 s",0.843840,375.21291,"C22H30O5",0.0,2169.93408203125,0.0,926.03515625,1156.7738037109375,0.0,754.468017578125,0.0,580.5010986328125,2071.383544921875,0.0,1325.0894775390625,1037.705810546875,0.0,0.0,0.0,2158.59033203125,878.0090942382812,1256.4788818359375,615.7772216796875,0.0
"310.15155 Da 50.74 s",0.845623,311.15883,"C10H31ClN2O2S2",0.0,2466.973388671875,0.0,0.0,0.0,0.0,846.4647216796875,0.0,737.290771484375,2054.150146484375,0.0,0.0,0.0,0.0,0.0,0.0,1987.028564453125,0.0,0.0,819.4658203125,0.0
"572.13739 Da 50.86 s",0.847742,573.14466,"C31H24O11",0.0,0.0,651.9951782226562,3046.095458984375,0.0,0.0,0.0,0.0,0.0,0.0,604.691162109375,2413.941162109375,0.0,0.0,0.0,596.7593994140625,0.0,2127.26123046875,0.0,0.0,0.0
"645.31462 Da 50.87 s",0.847755,646.32190,"C35H43N5O7",0.0,0.0,1357.6263427734375,5179.7666015625,0.0,0.0,0.0,0.0,0.0,0.0,1170.8240966796875,5250.6865234375,0.0,0.0,0.0,1158.221923828125,0.0,4977.89794921875,0.0,0.0,0.0
"529.29322 Da 50.87 s",0.847755,530.30050,"C25H47N5OS3",0.0,0.0,1419.973876953125,4313.4609375,0.0,0.0,0.0,0.0,0.0,0.0,1307.58056640625,4765.0400390625,409.9143981933594,0.0,0.0,1149.3360595703125,0.0,4179.72705078125,0.0,0.0,0.0
"568.35740 Da 51.08 s",0.851304,569.36467,"C24H40N16O",0.0,0.0,1099.1793212890625,3855.9716796875,0.0,0.0,0.0,0.0,0.0,0.0,915.6287841796875,4044.70068359375,0.0,0.0,0.0,966.5282592773438,0.0,3580.2705078125,0.0,0.0,0.0
"1136.56662 Da 51.31 s",0.855186,569.29059,"C50H78N18O9P2",0.0,0.0,0.0,0.0,1744.3577880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.8013916015625,0.0,0.0,0.0,0.0,1595.652587890625,1326.6566162109375,0.0,0.0
"1034.53474 Da 51.32 s",0.855320,518.27464,"C51H74N10O13",0.0,0.0,0.0,1571.2535400390625,1518.1053466796875,0.0,0.0,0.0,0.0,0.0,0.0,1360.72412109375,0.0,0.0,0.0,0.0,0.0,1334.7774658203125,1479.605712890625,0.0,0.0
"926.47945 Da 51.48 s",0.858000,464.24700,"C67H62N2O2",0.0,0.0,0.0,1615.535888671875,1929.1231689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.4117431640625,0.0,0.0,0.0,0.0,1171.449951171875,1486.530029296875,0.0,0.0
"728.33440 Da 51.48 s",0.858079,729.34167,"C33H49N10O5PS",0.0,2451.2578125,0.0,0.0,0.0,0.0,795.5250854492188,0.0,542.1240234375,2543.5205078125,0.0,0.0,0.0,0.0,0.0,0.0,2500.16748046875,0.0,0.0,533.4530639648438,0.0
"441.26994 Da 51.51 s",0.858435,442.27721,"C15H41K2N9O",0.0,0.0,541.8643188476562,2284.46533203125,0.0,0.0,0.0,0.0,0.0,0.0,477.9475402832031,1730.1875,0.0,0.0,0.0,700.7054443359375,0.0,1586.3165283203125,0.0,0.0,0.0
"1175.54968 Da 51.52 s",0.858628,588.78211,"C46H71N27O7P2",0.0,0.0,0.0,855.4391479492188,1774.479736328125,0.0,0.0,0.0,0.0,0.0,0.0,1322.6279296875,1712.85888671875,0.0,0.0,0.0,0.0,1230.1781005859375,901.3790893554688,0.0,0.0
"698.35788 Da 51.55 s",0.859099,699.36516,"C34H55KN6O5S",0.0,5951.80712890625,0.0,0.0,0.0,0.0,1765.7056884765625,0.0,1479.1240234375,7157.0185546875,0.0,0.0,0.0,0.0,0.0,0.0,6703.4228515625,0.0,0.0,1449.3079833984375,0.0
"912.49012 Da 51.63 s",0.860547,457.25234,"C24H68N18O19",0.0,0.0,0.0,1345.4189453125,1686.376708984375,0.0,0.0,0.0,0.0,0.0,0.0,1098.30810546875,905.3024291992188,0.0,0.0,0.0,0.0,1086.0440673828125,0.0,0.0,0.0
"512.27144 Da 51.64 s",0.860685,513.27872,"C21H36N8O7",0.0,0.0,0.0,1592.4805908203125,2234.780029296875,0.0,0.0,0.0,0.0,0.0,0.0,1395.9586181640625,0.0,0.0,0.0,0.0,0.0,1023.8353271484375,1221.00830078125,0.0,0.0
"395.16925 Da 51.70 s",0.861641,396.17652,"C18H25N3O7",0.0,1762.1392822265625,0.0,1155.8790283203125,0.0,0.0,703.4296264648438,0.0,0.0,2493.649169921875,0.0,1290.5107421875,0.0,0.0,0.0,0.0,1917.88916015625,1056.779541015625,0.0,699.1331787109375,0.0
"1038.46179 Da 51.78 s",0.863060,520.23817,"C29H73N18O17P3",0.0,0.0,856.4793701171875,2809.608642578125,3161.21923828125,0.0,0.0,0.0,0.0,0.0,1259.016357421875,3325.24462890625,2530.26904296875,871.6913452148438,0.0,1040.274658203125,0.0,2626.188720703125,3187.935791015625,0.0,0.0
"993.51510 Da 51.80 s",0.863269,497.76483,"C50H71N7O14",0.0,0.0,0.0,0.0,1441.8931884765625,0.0,0.0,0.0,0.0,0.0,0.0,1233.9228515625,1056.8978271484375,0.0,0.0,0.0,0.0,1719.66650390625,1344.3941650390625,0.0,0.0
"998.47300 Da 51.80 s",0.863291,500.24378,"C51H66N8O13",0.0,0.0,549.124267578125,2571.7275390625,2984.921875,557.4722900390625,0.0,0.0,0.0,0.0,688.77197265625,0.0,3430.318115234375,0.0,0.0,0.0,0.0,0.0,3376.50634765625,0.0,636.3304443359375
"682.36133 Da 51.81 s",0.863566,683.36861,"C36H50N4O9",0.0,0.0,308.27520751953125,994.7752685546875,2022.3253173828125,0.0,0.0,0.0,0.0,0.0,0.0,1557.6080322265625,2538.711669921875,598.2601318359375,0.0,360.75823974609375,0.0,854.77490234375,2282.08349609375,0.0,553.3240356445312
"1113.56704 Da 51.84 s",0.863953,557.79080,"C52H79N11O16",0.0,0.0,857.5890502929688,3351.6953125,2712.03515625,831.1691284179688,0.0,0.0,0.0,0.0,960.81201171875,3087.803955078125,2999.739013671875,735.3872680664062,0.0,902.744873046875,0.0,2632.1318359375,2985.375244140625,0.0,722.1934204101562
"617.24196 Da 51.85 s",0.864136,618.24924,"C30H41N3O7P2",0.0,5262.46240234375,0.0,0.0,0.0,0.0,2018.2127685546875,0.0,1800.0830078125,6261.765625,0.0,0.0,0.0,0.0,0.0,0.0,5214.5732421875,0.0,0.0,1951.0152587890625,0.0
"643.29871 Da 51.85 s",0.864166,644.30599,"C32H45N5O7S",0.0,0.0,4125.10693359375,13090.943359375,3500.9599609375,1010.8741455078125,0.0,0.0,0.0,0.0,4084.0068359375,13548.86328125,3715.873046875,855.5187377929688,0.0,4122.58154296875,0.0,12426.9423828125,3789.248779296875,0.0,943.2617797851562
"948.51395 Da 51.86 s",0.864326,475.26425,"C30H66N26O6P2",0.0,0.0,0.0,2048.621826171875,2806.682373046875,0.0,0.0,0.0,0.0,0.0,0.0,1687.1044921875,0.0,0.0,0.0,0.0,0.0,1736.8790283203125,2323.392578125,0.0,0.0
"313.64255 Da 51.86 s",0.864358,314.64983,,0.0,0.0,0.0,0.0,1879.0814208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.083984375,0.0,0.0,0.0,0.0,0.0,2624.3994140625,0.0,0.0
"501.26055 Da 51.86 s",0.864358,502.26783,"C25H35N5O6",0.0,0.0,4302.66943359375,13577.1220703125,1213.35791015625,0.0,0.0,0.0,0.0,0.0,5172.59375,14010.841796875,1322.6478271484375,0.0,0.0,4432.28173828125,0.0,13124.9140625,1768.2540283203125,0.0,0.0
"555.26108 Da 51.86 s",0.864358,556.26836,,0.0,0.0,0.0,0.0,857.828369140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.844482421875,0.0,0.0,0.0,0.0,0.0,1536.7437744140625,0.0,0.0
"1028.51779 Da 51.88 s",0.864703,515.26617,"C48H69ClN18O4S",0.0,0.0,0.0,1883.07666015625,2234.780029296875,0.0,0.0,0.0,0.0,0.0,0.0,1561.92236328125,2346.739501953125,0.0,0.0,0.0,0.0,1914.75927734375,1424.345458984375,0.0,0.0
"694.33827 Da 51.89 s",0.864844,695.34555,"C41H42N8O3",0.0,0.0,628.961181640625,3480.431396484375,2344.498779296875,403.649169921875,0.0,0.0,0.0,0.0,900.1160278320312,3085.450439453125,2283.4462890625,496.5710754394531,0.0,659.8408203125,0.0,3254.81005859375,2407.762939453125,0.0,427.2533264160156
"1192.58480 Da 51.91 s",0.865235,597.29968,"C46H105N2O22P5",0.0,0.0,0.0,1467.8656005859375,2577.27197265625,0.0,0.0,0.0,0.0,0.0,0.0,1256.85400390625,2644.93994140625,518.849609375,0.0,0.0,0.0,1825.8529052734375,2265.115478515625,0.0,0.0
"1041.51005 Da 51.94 s",0.865737,521.76230,"C55H68ClN13O6",0.0,0.0,1059.84130859375,3764.528564453125,3150.7197265625,802.71044921875,0.0,0.0,0.0,0.0,1157.405029296875,3919.120361328125,3141.48486328125,821.9675903320312,0.0,1009.9812622070312,0.0,3655.247314453125,3100.042236328125,0.0,932.53369140625
"508.26368 Da 51.95 s",0.865911,509.27096,"C27H40O9",0.0,3534.662841796875,0.0,0.0,0.0,0.0,1950.6888427734375,0.0,1750.7457275390625,4783.486328125,0.0,0.0,0.0,0.0,0.0,0.0,4026.799072265625,0.0,0.0,1627.8826904296875,0.0
"705.31934 Da 51.97 s",0.866184,706.32662,"C21H49N13O10P2",0.0,0.0,0.0,1966.2393798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0621337890625,0.0,0.0,0.0,494.916748046875,0.0,1259.3758544921875,0.0,0.0,0.0
"384.24870 Da 52.00 s",0.866734,385.25597,,0.0,0.0,347.3729248046875,1578.6365966796875,0.0,0.0,0.0,0.0,0.0,0.0,580.9387817382812,1507.0146484375,853.1485595703125,0.0,0.0,593.7269897460938,0.0,1235.1170654296875,449.87640380859375,0.0,0.0
"464.72746 Da 52.04 s",0.867284,465.73473,,0.0,0.0,0.0,999.5040283203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.586669921875,0.0,0.0,0.0,0.0,0.0,982.3787231445312,0.0,0.0,0.0
"504.77627 Da 52.05 s",0.867438,505.78354,"C8H6BrKNO9PS3",0.0,0.0,0.0,1269.591796875,960.245849609375,0.0,0.0,0.0,0.0,0.0,0.0,1378.0262451171875,1652.9346923828125,0.0,0.0,0.0,0.0,1189.1142578125,856.9334106445312,0.0,0.0
"602.25388 Da 52.05 s",0.867438,603.26116,"C28H38N6O7S",0.0,0.0,0.0,0.0,1203.780517578125,0.0,0.0,0.0,0.0,0.0,853.4681396484375,0.0,2114.524169921875,0.0,0.0,0.0,0.0,0.0,1180.105224609375,0.0,0.0
"451.21950 Da 52.05 s",0.867524,452.22678,"C20H25N11O2",0.0,0.0,641.1094970703125,2331.385986328125,2356.64404296875,676.4080810546875,0.0,0.0,0.0,0.0,1155.1343994140625,1785.7305908203125,1576.8521728515625,502.7742614746094,0.0,869.3597412109375,0.0,2004.7955322265625,2559.416259765625,0.0,718.8535766601562
"525.27201 Da 52.08 s",0.868067,526.27929,"C30H39NO7",0.0,0.0,0.0,1445.0699462890625,2646.3271484375,0.0,0.0,0.0,0.0,0.0,1041.9769287109375,2238.369140625,3164.908203125,448.81341552734375,0.0,0.0,0.0,1897.713623046875,3317.56103515625,0.0,659.2667236328125
"281.17443 Da 52.09 s",0.868210,282.18170,"C14H23N3O3",0.0,1669.577392578125,0.0,963.4866333007812,0.0,0.0,480.051513671875,0.0,0.0,2159.088623046875,0.0,0.0,0.0,0.0,0.0,0.0,1444.705322265625,0.0,0.0,0.0,0.0
"301.16274 Da 52.14 s",0.868929,302.17002,"C9H24KN7O2",0.0,1304.8099365234375,0.0,1231.3900146484375,0.0,0.0,0.0,0.0,0.0,2194.898681640625,0.0,950.885498046875,0.0,0.0,0.0,0.0,1410.654296875,704.0829467773438,0.0,0.0,0.0
"927.48899 Da 52.15 s",0.869147,464.75177,"C41H67N15O6P2",0.0,0.0,0.0,2343.79052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.97216796875,0.0,0.0,0.0,0.0,0.0,2229.7119140625,0.0,0.0,0.0
"1432.76197 Da 52.29 s",0.871543,478.59460,"C72H107N16O9P3",0.0,0.0,0.0,2467.8681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.04296875,0.0,0.0,0.0,0.0,0.0,2284.67529296875,0.0,0.0,0.0
"1054.51780 Da 52.37 s",0.872796,528.26618,,0.0,0.0,0.0,1161.0980224609375,0.0,364.6227722167969,0.0,0.0,0.0,0.0,423.4830322265625,0.0,2350.036376953125,508.3833312988281,0.0,494.7197265625,0.0,1579.8916015625,0.0,0.0,563.9951782226562
"108.01883 Da 52.46 s",0.874288,109.02611,"C4H6O2",0.0,960.1083374023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.64697265625,0.0,0.0,0.0,0.0,0.0,0.0,1137.0753173828125,0.0,0.0,0.0,0.0
"298.16359 Da 56.82 s",0.946919,299.17087,"C13H30O3S2",0.0,0.0,533.2605590820312,1846.8580322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.5751953125,0.0,0.0,0.0,626.4629516601562,0.0,1455.0831298828125,0.0,0.0,0.0
"1204.50703 Da 57.01 s",0.950226,603.26079,"C40H86K2N16O17S2",0.0,0.0,625.2545166015625,1646.7159423828125,2819.2890625,893.1246337890625,0.0,0.0,0.0,0.0,0.0,1356.1668701171875,2568.353515625,606.3472900390625,0.0,664.5859985351562,0.0,1224.542236328125,2047.31494140625,0.0,677.2798461914062
"244.10484 Da 57.60 s",0.959983,245.11211,"C6H17KN6O2",0.0,0.0,907.021484375,2928.394775390625,0.0,0.0,0.0,0.0,0.0,0.0,730.5318603515625,3176.629150390625,0.0,0.0,0.0,990.3388671875,0.0,3194.256591796875,0.0,0.0,0.0
"267.09656 Da 57.75 s",0.962445,268.10384,"C10H13N5O4",0.0,0.0,0.0,1847.6612548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.2010498046875,0.0,0.0,0.0,0.0,0.0,1105.917724609375,0.0,0.0,0.0
"1203.49863 Da 57.84 s",0.963989,602.75659,"C72H57N19O",0.0,0.0,634.3038940429688,1130.51416015625,2471.098388671875,837.7669067382812,0.0,0.0,0.0,0.0,342.2626647949219,888.841552734375,1541.6512451171875,648.0462036132812,0.0,371.547119140625,0.0,1105.611083984375,1621.2725830078125,0.0,544.2052612304688
"401.19097 Da 57.88 s",0.964697,402.19824,"C27H28ClN",0.0,0.0,0.0,1306.7999267578125,0.0,0.0,0.0,0.0,0.0,0.0,349.14263916015625,1286.674072265625,0.0,0.0,0.0,0.0,0.0,1538.1422119140625,0.0,0.0,0.0
"658.10627 Da 57.97 s",0.966246,659.11355,"C17H33N4O17P3",0.0,0.0,0.0,2026.6011962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0718994140625,0.0,0.0,0.0,343.4382629394531,0.0,1574.3243408203125,0.0,0.0,0.0
"557.27876 Da 58.13 s",0.968824,558.28604,"C16H44N7O12P",0.0,0.0,318.6311950683594,1133.0377197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.736572265625,0.0,0.0,0.0,392.8860168457031,0.0,1156.538818359375,0.0,0.0,0.0
