"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","newJC1_Blank expanded gradient_MeanIntensity","newJC1_Coculture 1 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_Coculture 0.25 mg_mL expanded gradient_MeanIntensity","121523_Blank_expanded_gradient_73_1_6075","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6077","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6080","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6081","121523_Blank_expanded_gradient_73_1_6082","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6083","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6085","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6088","121523_Blank_expanded_gradient_73_1_6089","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6090","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6094","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6095"
3428,392.76,511.33764,215.58084,NA,,"C18H45N11O4S",ION=[M+H]+,,,1509.23,0.00,0.00,0.00,1285.35,477.29,0.00,0.00,0.00,0.00,0.00,1509.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953.15,0.00,0.00,0.00,0.00,0.00,1393.67,1431.86,0.00,0.00
3429,391.66,497.31984,215.7411,NA,,"C18H52N5O4PS2",ION=[M+H]+,,,1577.69,0.00,0.00,0.00,1136.30,1538.04,134.84,0.00,0.00,0.00,0.00,1134.53,1473.65,0.00,0.00,0.00,0.00,0.00,0.00,1187.60,1562.79,404.52,0.00,0.00,0.00,1086.77,1577.69,0.00,0.00
3430,391.52,1180.65972,352.44275,11.174,,"C53H80N24O8",ION=[M+H+H]2+,,,7489.93,0.00,0.00,1634.36,5346.18,7129.31,1769.49,0.00,0.00,0.00,1560.39,5598.46,7125.83,1737.39,0.00,0.00,0.00,0.00,1602.58,5528.47,7489.93,1904.33,0.00,1740.10,0.00,4911.60,6772.17,0.00,1666.75
3431,393.34,1161.61692,350.02286,8.994,,"C55H87N9O18",ION=[M+H+H]2+,,,6411.64,0.00,530.94,1262.79,4577.36,6025.38,1512.25,0.00,0.00,0.00,1114.03,4331.24,6032.51,1403.59,0.00,0.00,0.00,1592.83,1361.01,5191.67,5631.97,1575.93,0.00,1313.33,0.00,4209.17,6411.64,0.00,1557.22
3432,392.33,684.34761,237.05914,42.738,"NPA016504","C37H52N2O8S",ION=[M+H]+,,,4079.50,0.00,0.00,959.91,4007.11,2863.96,684.47,0.00,0.00,0.00,975.31,4079.50,3215.87,658.13,0.00,0.00,0.00,0.00,980.30,3951.55,2826.35,727.96,0.00,924.10,0.00,3990.28,2549.66,0.00,667.32
3433,392.22,608.33105,148.23065,21.661,,"C29H36N16",ION=[M+H]+,,,6897.70,0.00,0.00,1547.48,5402.58,6886.39,1849.99,0.00,0.00,0.00,1418.42,5617.22,6897.70,1836.54,0.00,0.00,0.00,0.00,1578.48,5084.86,6888.62,1995.88,0.00,1645.53,0.00,5505.66,6872.87,0.00,1717.54
3434,392.33,651.39453,242.87308,37.557,,"C25H54N11O7P",ION=[M+H]+,,,3244.98,0.00,0.00,670.68,2944.08,3094.34,719.64,0.00,0.00,0.00,761.57,3244.98,3048.38,689.52,0.00,0.00,0.00,0.00,667.25,2738.88,2993.76,813.08,0.00,583.24,0.00,2848.39,3240.88,0.00,656.33
3435,392.29,450.28311,198.06583,128.643,"NPA017959","C23H38N4O5",ION=[M+H]+,,,1583.71,0.00,0.00,523.59,527.90,0.00,0.00,0.00,0.00,0.00,516.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,471.69,0.00,0.00,0.00,0.00,582.98,0.00,1583.71,0.00,0.00,0.00
3436,392.76,634.34660,156.32773,77.743,"NPA030749","C38H50O8",ION=[M+H]+,,,2436.49,0.00,0.00,328.57,2017.14,2314.05,403.59,0.00,0.00,0.00,496.12,1902.50,2164.93,569.26,0.00,0.00,0.00,0.00,0.00,2133.43,2340.72,641.51,0.00,489.58,0.00,2015.50,2436.49,0.00,0.00
3437,394.82,619.26586,227.50755,7.339,,"C32H42KN3O7",ION=[M+H]+,,,64494.10,0.00,0.00,11188.52,42020.93,62627.86,15470.80,0.00,0.00,0.00,11536.20,40968.02,64494.10,15082.99,0.00,0.00,0.00,0.00,11101.09,44592.03,60982.25,15942.17,0.00,10928.29,0.00,40502.76,62407.21,0.00,15387.25
3438,394.36,849.43704,264.89432,14.928,,"C51H64NO8P",ION=[M+H]+,,,11872.74,0.00,0.00,2008.17,8498.24,11202.36,2442.98,0.00,0.00,0.00,1887.42,8537.87,11872.74,2469.03,0.00,0.00,0.00,0.00,2155.22,8926.71,10578.17,2577.26,0.00,1981.88,0.00,8030.13,11156.17,0.00,2282.66
3439,394.08,414.22635,193.55367,26.086,"methyl 5-hydroperoxy-6,8,9,11-bisepidioxy-12,14-eicosadienoate","C21H34O8",ION=[M+H]+,,,3116.64,0.00,0.00,901.55,2720.73,0.00,0.00,0.00,0.00,0.00,891.14,3116.64,0.00,0.00,0.00,0.00,0.00,0.00,943.03,2810.11,0.00,0.00,0.00,870.49,0.00,2235.44,0.00,0.00,0.00
3440,393.96,670.41556,153.5037,68.267,"NPA016180","C38H58N2O8",ION=[M+H]+,,,1542.85,0.00,0.00,0.00,1034.79,1332.47,392.94,0.00,0.00,0.00,0.00,947.91,1542.85,377.66,0.00,0.00,0.00,0.00,0.00,1198.39,1333.21,377.18,0.00,0.00,0.00,958.07,1121.35,0.00,423.99
3441,393.72,607.33183,225.35841,34.381,,"C25H37N17O2",ION=[M+H]+,,,2593.18,0.00,0.00,723.25,2487.16,1683.74,437.75,0.00,0.00,0.00,710.82,2589.50,2040.86,449.23,0.00,0.00,0.00,0.00,721.30,2593.18,1501.32,431.10,0.00,737.63,0.00,2278.80,1509.03,0.00,432.91
3442,394.27,620.33103,149.94945,37.874,,"C33H44N6O6",ION=[M+H]+,,,11851.95,0.00,0.00,2497.23,8187.32,10931.84,2895.10,0.00,0.00,0.00,2417.68,8246.09,11851.95,2861.73,0.00,0.00,0.00,0.00,2551.92,8030.21,10586.02,3068.03,0.00,2522.10,0.00,8285.67,10357.56,0.00,2755.54
3443,394.31,460.27933,156.42224,114.555,"NPA029554","C27H40O6",ION=[M+H]+,,,2966.39,0.00,0.00,662.11,2137.54,2713.17,743.67,0.00,0.00,0.00,783.79,2057.27,2679.11,742.42,0.00,0.00,0.00,0.00,677.66,2192.06,2966.39,675.12,0.00,524.89,0.00,2163.28,2494.00,0.00,813.46
3444,393.60,538.27426,215.55418,14.189,,"C26H43N4O4PS",ION=[M+H]+,,,7822.34,0.00,7528.00,0.00,0.00,0.00,0.00,2312.65,0.00,7103.66,0.00,0.00,0.00,0.00,2541.50,0.00,2247.54,7822.34,0.00,0.00,0.00,0.00,0.00,0.00,7658.01,0.00,0.00,2148.90,0.00
3445,393.58,607.30317,232.8049,39.511,,"C28H51NO9P2",ION=[M+H]+,,,3002.28,0.00,0.00,0.00,0.00,2916.23,642.88,0.00,0.00,0.00,0.00,0.00,2769.47,660.44,0.00,0.00,0.00,0.00,0.00,0.00,2976.93,603.46,0.00,0.00,0.00,0.00,3002.28,0.00,664.75
3446,392.93,863.45176,274.46234,56.432,,"C31H63N17O8P2",ION=[M+H]+,,,1551.05,0.00,0.00,0.00,1241.69,893.19,0.00,0.00,0.00,0.00,0.00,998.81,1551.05,0.00,0.00,0.00,0.00,0.00,0.00,1186.31,0.00,0.00,0.00,0.00,0.00,1539.94,1128.50,0.00,0.00
3447,394.11,1223.68998,360.81277,63.720,,"C49H117N3O20P4S",ION=[M+H+H]2+,,,2377.31,0.00,0.00,0.00,1628.67,2207.60,218.20,0.00,0.00,0.00,0.00,1422.49,1968.34,0.00,0.00,0.00,0.00,0.00,0.00,1642.99,2377.31,654.59,0.00,0.00,0.00,1820.54,2277.16,0.00,0.00
3448,392.97,666.35737,235.45834,30.280,,"C19H52N14O8P2",ION=[M+H]+,,,2435.51,0.00,0.00,305.49,1896.05,2299.84,457.28,0.00,0.00,0.00,446.15,2027.29,2230.74,468.39,0.00,0.00,0.00,0.00,470.33,1683.87,2435.51,519.95,0.00,0.00,0.00,1976.99,2233.27,0.00,383.49
3449,394.58,871.42051,302.81607,110.994,"NPA028891","C42H61N7O11S",ION=[M+H+H]2+,,,3015.06,0.00,0.00,894.43,2401.37,2896.20,940.19,0.00,0.00,0.00,941.51,2219.65,2708.55,739.10,0.00,0.00,0.00,0.00,876.66,2799.05,3015.06,1039.25,0.00,865.13,0.00,2185.40,2964.99,0.00,1042.21
3450,394.04,1691.93195,481.88913,96.561,,"C55H21N14O49P",ION=[M+H+H2]3+,,,2234.41,0.00,0.00,404.10,1711.47,1984.41,270.98,0.00,0.00,0.00,424.65,1723.08,1838.22,388.43,0.00,0.00,0.00,0.00,396.90,1658.36,1880.61,424.51,0.00,390.75,0.00,1752.97,2234.41,0.00,0.00
3451,393.13,1806.99097,499.5832,44.837,,"C81H123N36O11P",ION=[M+H+H2]3+,,,4453.30,0.00,0.00,760.46,2592.56,3930.86,848.51,0.00,0.00,0.00,834.02,2681.92,4007.21,835.12,0.00,0.00,0.00,0.00,730.38,2631.73,4453.30,884.00,0.00,716.97,0.00,2464.03,3332.06,0.00,826.41
3452,395.91,619.26608,211.75447,13.366,,"C26H33N15O2S",ION=[M+H]+,,,8928.52,0.00,0.00,571.45,5291.46,8163.34,827.27,0.00,0.00,0.00,542.37,5063.10,8097.72,853.73,0.00,0.00,0.00,0.00,633.84,5071.38,8928.52,973.99,0.00,538.12,0.00,5739.90,7463.78,0.00,654.09
3453,396.25,1007.56006,209.37311,71.297,,"C33H66N31O5P",ION=[M+H]+,,,1906.46,0.00,0.00,0.00,1039.63,1757.55,0.00,0.00,0.00,0.00,0.00,978.09,1700.62,0.00,0.00,0.00,0.00,0.00,0.00,1191.37,1906.46,0.00,0.00,0.00,0.00,949.42,1665.57,0.00,0.00
3454,397.20,1184.62623,352.95618,81.093,,"C48H84N18O17",ION=[M+H+H]2+,,,2614.09,0.00,0.00,224.44,2092.61,2364.06,423.79,0.00,0.00,0.00,673.32,2614.09,2290.49,551.17,0.00,0.00,0.00,0.00,0.00,1475.38,2403.42,0.00,0.00,0.00,0.00,2188.35,2398.26,0.00,720.22
3455,397.44,1154.68544,274.8403,164.108,,"C35H105KN16O19P2",ION=[M+H+H]2+,,,2062.71,0.00,0.00,0.00,334.64,1720.25,0.00,0.00,0.00,0.00,0.00,1003.91,1641.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1456.82,0.00,0.00,0.00,0.00,0.00,2062.71,0.00,0.00
3456,397.86,600.32788,183.97643,52.340,"NPA010104","C34H48O9",ION=[M+H]+,,,2589.21,0.00,0.00,0.00,246.11,2500.81,0.00,0.00,0.00,0.00,0.00,738.33,2589.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2556.03,0.00,0.00,0.00,0.00,0.00,2357.20,0.00,0.00
3457,397.43,600.32574,225.1806,17.117,,"C32H49N4O3PS",ION=[M+H]+,,,56705.76,0.00,0.00,6905.81,26276.16,54122.64,13097.42,0.00,0.00,0.00,6669.95,24416.41,56705.76,12912.43,0.00,0.00,0.00,0.00,6966.23,27806.56,51315.60,13703.38,0.00,7081.25,0.00,26605.51,54346.57,0.00,12676.45
3458,396.27,679.38863,168.37741,7.000,,"C35H59N3O6P2",ION=[M+H]+,,,11714.79,0.00,0.00,3038.13,9810.83,11441.77,3339.02,0.00,0.00,0.00,3155.12,9700.93,11348.45,3305.43,0.00,0.00,0.00,0.00,2909.59,10328.61,11262.07,3172.16,0.00,3049.68,0.00,9402.94,11714.79,0.00,3539.48
3459,398.41,511.27850,209.97737,151.619,"NPA015396","C32H37N3O3",ION=[M+H]+,,,2400.67,0.00,0.00,265.37,1456.33,2144.90,526.61,0.00,0.00,0.00,0.00,1368.47,2400.67,561.48,0.00,0.00,0.00,0.00,426.71,1573.42,2246.41,532.58,0.00,369.40,0.00,1427.09,1787.63,0.00,485.77
3460,396.95,1097.55504,355.76532,4.227,,"C53H63N25O3",ION=[M+H+H]2+,,,8182.25,0.00,0.00,1159.92,6054.95,7772.51,2174.56,0.00,0.00,0.00,1927.67,6303.60,7627.89,2263.82,0.00,0.00,0.00,0.00,0.00,5737.14,7507.39,2302.93,0.00,1552.08,0.00,6124.11,8182.25,0.00,1956.92
3461,397.80,511.27823,133.0914,56.683,,"C18H47N3O9P2",ION=[M+H]+,,,1684.31,0.00,0.00,0.00,0.00,1596.58,0.00,0.00,0.00,0.00,0.00,0.00,1684.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.92,0.00,0.00,0.00,0.00,0.00,1528.52,0.00,0.00
3462,398.45,617.32859,181.11333,NA,"OKOHA-PE","C30H52NO10P",ION=[M+H]+,,,1610.51,0.00,0.00,0.00,935.13,1345.27,0.00,0.00,0.00,0.00,0.00,1097.90,1610.51,0.00,0.00,0.00,0.00,0.00,0.00,883.61,1285.49,0.00,0.00,0.00,0.00,823.88,1139.81,0.00,0.00
3463,396.34,69.05597,196.99698,,,,ION=[M+H]+,,,2246.75,0.00,0.00,589.65,1639.28,2029.84,201.35,0.00,0.00,0.00,535.42,1610.05,1831.11,604.06,0.00,0.00,0.00,0.00,706.30,1574.86,2011.64,0.00,0.00,527.24,0.00,1732.94,2246.75,0.00,0.00
3464,396.45,566.30501,169.42488,49.125,"NPA012067","C30H46O10",ION=[M+H]+,,,3110.73,0.00,0.00,834.32,2667.51,3065.78,822.85,0.00,0.00,0.00,702.58,2461.25,3083.74,801.42,0.00,0.00,0.00,0.00,935.77,2711.24,3002.86,782.59,0.00,864.61,0.00,2830.04,3110.73,0.00,884.54
3465,396.22,1007.56208,297.34207,7.523,,"C47H69N21O3S",ION=[M+H]+,,,22322.36,0.00,0.00,4728.97,18846.35,21728.12,5165.58,0.00,0.00,0.00,5044.88,17675.17,21869.30,5293.25,0.00,0.00,0.00,0.00,4613.01,20419.06,22322.36,5284.21,0.00,4529.03,0.00,18444.82,20992.69,0.00,4919.29
3466,396.73,946.44425,263.45172,42.617,,"C45H50N22O3",ION=[M+H+H]2+,,,7394.84,0.00,0.00,2025.90,6589.92,5432.78,1956.56,0.00,0.00,0.00,2182.00,5338.66,5532.19,2018.25,0.00,0.00,0.00,0.00,2088.59,7394.84,4016.56,2162.94,0.00,1807.11,0.00,7036.27,6749.59,0.00,1688.48
3467,397.62,619.26559,183.23514,3.482,,"C27H34N13O3P",ION=[M+H]+,,,4375.09,0.00,0.00,159.10,1678.88,4121.34,134.79,0.00,0.00,0.00,248.47,1585.55,4243.51,0.00,0.00,0.00,0.00,0.00,228.83,1872.01,3745.40,0.00,0.00,0.00,0.00,1579.08,4375.09,0.00,404.36
3468,396.19,778.45636,167.70195,14.624,,"C41H62N8O5S",ION=[M+H]+,,,63606.94,0.00,609.38,15109.60,51096.05,60250.96,15936.37,0.00,0.00,533.28,14958.86,53574.69,59646.53,15282.51,0.00,0.00,0.00,684.63,14887.96,50705.63,57499.42,17019.67,0.00,15481.96,610.23,49007.84,63606.94,0.00,15506.93
3469,396.30,229.10488,176.60777,22.227,"NPA002762","C9H15N3O4",ION=[M+H]+,,,29011.63,0.00,0.00,7586.94,23906.70,28039.81,8132.08,0.00,0.00,0.00,7799.20,25043.03,28137.48,7891.11,0.00,0.00,0.00,0.00,7335.06,22572.34,26970.31,8184.87,0.00,7626.56,0.00,24104.72,29011.63,0.00,8320.25
3470,396.30,1007.56419,336.58356,4.616,,"C45H74N19O4PS",ION=[M+H+H]2+,,,70075.38,0.00,816.57,18608.46,60767.78,69663.39,20045.30,0.00,0.00,766.17,18436.81,60499.86,70075.38,20054.87,0.00,0.00,0.00,703.22,18676.82,62022.14,68892.02,20613.51,0.00,18711.76,980.32,59781.36,70022.78,0.00,19467.51
3471,396.47,1045.51229,348.46997,72.257,,"C28H77N19O19P2",ION=[M+H+H]2+,,,3361.67,0.00,0.00,172.52,1120.56,2931.14,0.00,0.00,0.00,0.00,517.55,0.00,2786.07,0.00,0.00,0.00,0.00,0.00,0.00,3361.67,2923.22,0.00,0.00,0.00,0.00,0.00,3084.13,0.00,0.00
3472,396.26,505.28605,170.02661,NA,"NPA003059","C28H43NO5S",ION=[M+H]+,,,4671.17,0.00,0.00,1135.29,3789.11,4107.96,1490.55,0.00,0.00,0.00,1196.99,3634.60,3958.98,1454.68,0.00,0.00,0.00,0.00,1093.24,3831.66,3693.72,1497.30,0.00,1115.63,0.00,3901.05,4671.17,0.00,1519.68
3473,396.78,946.44347,248.39989,75.013,,"C36H60N20O7P2",ION=[M+H+H]2+,,,5848.60,0.00,0.00,1716.01,4879.23,4876.72,1989.93,0.00,0.00,0.00,1531.40,4323.40,4858.02,1892.66,0.00,0.00,0.00,0.00,1705.42,4465.70,4984.61,2256.02,0.00,1911.20,0.00,5848.60,4787.54,0.00,1821.11
3474,397.63,622.33161,229.20876,56.361,"NPA023207","C34H46N4O7",ION=[M+H]+,,,2281.92,0.00,2222.30,0.00,0.00,0.00,0.00,601.57,0.00,2281.92,0.00,0.00,0.00,0.00,778.25,0.00,514.89,2153.97,0.00,0.00,0.00,0.00,0.00,0.00,2231.01,0.00,0.00,511.56,0.00
3475,397.20,1154.68012,298.64862,95.710,,"C37H78N36O8",ION=[M+H+H]2+,,,2192.65,0.00,0.00,487.69,1844.80,2090.96,537.84,0.00,0.00,0.00,423.27,1854.00,2192.65,534.67,0.00,0.00,0.00,0.00,457.97,1859.19,2084.64,598.07,0.00,581.81,0.00,1821.21,1995.61,0.00,480.78
3476,396.25,1045.51253,326.87247,1.265,,"C46H82N9O10P3S",ION=[M+H+H]2+,,,10130.67,0.00,0.00,3691.59,9171.06,9121.15,3712.74,0.00,0.00,0.00,3662.47,9737.93,9307.55,3709.53,0.00,0.00,0.00,0.00,3429.17,8660.27,7925.25,3721.98,0.00,3983.13,0.00,9114.97,10130.67,0.00,3706.70
3477,396.35,1007.56004,232.48813,39.793,,"C33H66N31O5P",ION=[M+H]+,,,2193.90,0.00,0.00,0.00,1496.97,2124.49,0.00,0.00,0.00,0.00,0.00,1259.49,2177.36,0.00,0.00,0.00,0.00,0.00,0.00,1623.22,2193.90,0.00,0.00,0.00,0.00,1608.21,2002.19,0.00,0.00
3478,397.46,622.30764,227.22319,39.047,,"C22H39N16O4P",ION=[M+H]+,,,3302.44,0.00,0.00,0.00,1784.97,3060.75,596.89,0.00,0.00,0.00,0.00,1871.47,2739.69,605.45,0.00,0.00,0.00,0.00,0.00,1860.38,3302.44,567.73,0.00,0.00,0.00,1623.05,3140.14,0.00,617.50
3479,398.16,1425.79568,395.50558,61.262,,"C59H112N17O21P",ION=[M+H+H]2+,,,2776.18,0.00,0.00,594.48,2330.30,2597.56,705.05,0.00,0.00,0.00,741.78,2319.94,2426.77,605.33,0.00,0.00,0.00,0.00,557.50,2333.15,2589.73,771.39,0.00,484.15,0.00,2337.80,2776.18,0.00,738.44
3480,398.83,626.34229,231.04118,13.613,,"C29H38N16O",ION=[M+H]+,,,317096.91,0.00,0.00,24191.18,95697.40,304543.39,61533.97,0.00,0.00,0.00,24554.30,95203.73,317096.91,60476.17,0.00,0.00,0.00,0.00,23544.04,95998.17,307980.44,62442.81,0.00,24475.19,0.00,95890.29,288552.81,0.00,61682.93
3481,399.75,635.33076,240.2746,16.948,"NPA015439","C34H45N5O7",ION=[M+H]+,,,242839.91,0.00,0.00,33217.72,136903.91,229269.15,51342.90,0.00,0.00,0.00,32564.06,139732.97,242839.91,50077.45,0.00,0.00,0.00,0.00,33499.21,133286.94,232236.50,53041.34,0.00,33589.89,0.00,137691.83,212731.05,0.00,50909.90
3482,398.40,565.28970,174.63292,105.620,,"C21H49N3O10P2",ION=[M+H]+,,,3432.20,0.00,0.00,667.04,1545.09,2066.56,778.44,0.00,0.00,0.00,621.04,2211.96,0.00,817.40,0.00,0.00,0.00,0.00,672.88,0.00,2767.47,783.85,0.00,707.19,0.00,2423.31,3432.20,0.00,734.06
3483,399.71,375.17847,244.7563,22.496,"NPA027866","C19H25N3O5",ION=[M+H]+,,,4868.81,0.00,0.00,871.36,2670.92,4479.33,1386.10,0.00,0.00,0.00,850.83,2689.54,4868.81,1379.05,0.00,0.00,0.00,0.00,1017.44,2918.31,4392.44,1331.38,0.00,745.80,0.00,2404.92,4176.73,0.00,1447.89
3484,398.92,398.19505,133.27988,NA,,"C20H40BrK",ION=[M+H]+,,,2025.44,0.00,0.00,0.00,301.35,1969.24,518.71,0.00,0.00,0.00,0.00,0.00,1872.94,464.36,0.00,0.00,0.00,0.00,0.00,0.00,2009.34,495.86,0.00,0.00,0.00,904.04,2025.44,0.00,595.90
3485,399.96,520.26787,145.99826,30.390,,"C23H37N8O4P",ION=[M+H]+,,,2956.54,0.00,0.00,328.58,1615.45,2727.89,688.76,0.00,0.00,0.00,0.00,1815.14,2956.54,598.23,0.00,0.00,0.00,0.00,515.48,1497.09,2505.45,706.90,0.00,470.27,0.00,1534.13,2721.70,0.00,761.15
3486,398.32,729.36666,245.958,37.221,,"C23H53N15O8P2",ION=[M+H]+,,,1716.81,0.00,0.00,0.00,503.69,1402.96,0.00,0.00,0.00,0.00,0.00,897.16,1271.98,0.00,0.00,0.00,0.00,0.00,0.00,613.91,1716.81,0.00,0.00,0.00,0.00,0.00,1220.09,0.00,0.00
3487,399.67,341.23027,205.34099,NA,"NPA020918","C17H31N3O4",ION=[M+H]+,,,2078.57,0.00,0.00,0.00,1176.95,1901.67,166.69,0.00,0.00,0.00,0.00,1353.43,1690.50,500.07,0.00,0.00,0.00,0.00,0.00,1242.67,1935.93,0.00,0.00,0.00,0.00,934.75,2078.57,0.00,0.00
3488,399.24,495.24893,201.29047,56.827,,"C16H42N5O8PS",ION=[M+H]+,,,1986.40,0.00,0.00,0.00,770.88,1769.82,463.18,0.00,0.00,0.00,0.00,915.79,1810.46,463.50,0.00,0.00,0.00,0.00,0.00,509.04,1986.40,412.02,0.00,0.00,0.00,887.82,1512.60,0.00,514.03
3489,398.72,495.24750,131.92696,31.943,,"C26H33N5O5",ION=[M+H]+,,,6390.12,0.00,0.00,570.12,2040.10,5927.19,1508.88,0.00,0.00,0.00,557.63,2040.77,5687.30,1723.82,0.00,0.00,0.00,0.00,530.32,2044.93,5704.16,1479.16,0.00,622.40,0.00,2034.61,6390.12,0.00,1323.65
3490,399.78,520.26802,241.88905,32.257,,"C23H37N8O4P",ION=[M+H]+,,,2079.81,0.00,0.00,124.44,1059.26,2069.54,628.69,0.00,0.00,0.00,0.00,902.12,2058.32,645.72,0.00,0.00,0.00,0.00,0.00,1039.43,2070.49,557.39,0.00,373.32,0.00,1236.22,2079.81,0.00,682.97
3491,400.18,492.27421,146.08151,NA,,"C18H53O6PS3",ION=[M+H]+,,,1615.26,0.00,0.00,0.00,874.09,1437.24,0.00,0.00,0.00,0.00,0.00,782.99,1615.26,0.00,0.00,0.00,0.00,0.00,0.00,1013.23,1170.28,0.00,0.00,0.00,0.00,826.05,1526.18,0.00,0.00
3492,399.21,440.29927,203.46458,31.911,"NPA012386","C22H40N4O5",ION=[M+H]+,,,9013.47,0.00,0.00,1863.36,5670.27,8692.81,2383.54,0.00,0.00,0.00,2004.15,5633.77,9013.47,2453.06,0.00,0.00,0.00,0.00,1833.64,5787.15,8449.15,2337.34,0.00,1752.28,0.00,5589.90,8615.80,0.00,2360.20
3493,399.35,690.35730,242.34677,61.770,"NPA004528","C37H54O12",ION=[M+H]+,,,2474.94,0.00,0.00,0.00,0.00,2401.10,560.15,0.00,0.00,0.00,0.00,0.00,2348.92,438.10,0.00,0.00,0.00,0.00,0.00,0.00,2379.45,576.97,0.00,0.00,0.00,0.00,2474.94,0.00,665.39
3494,399.71,2036.03258,520.1498,,,,ION=[M+H+H2]3+,,,6797.86,0.00,0.00,0.00,4154.42,6348.93,1559.21,0.00,0.00,0.00,0.00,3787.94,6068.31,1547.40,0.00,0.00,0.00,0.00,0.00,4599.39,6797.86,1609.87,0.00,0.00,0.00,4075.93,6180.62,0.00,1520.36
3495,401.44,472.26738,205.541,39.421,,"C24H40O9",ION=[M+H]+,,,37933.24,0.00,177.84,11532.87,37491.14,21253.28,5740.21,0.00,0.00,0.00,11753.03,36990.63,22181.85,5695.23,0.00,0.00,0.00,0.00,11085.47,37933.24,21324.38,5988.34,0.00,11760.11,533.53,37549.54,20253.61,0.00,5537.07
3496,401.68,1219.71693,364.2489,19.275,,"C58H108N7O14P3",ION=[M+H+H]2+,,,3478.17,0.00,0.00,870.11,2817.60,3251.85,913.53,0.00,0.00,0.00,841.50,2856.20,3478.17,804.78,0.00,0.00,0.00,0.00,970.37,2747.42,2979.55,986.57,0.00,798.45,0.00,2849.17,3297.84,0.00,949.23
3497,401.26,375.21503,208.65396,13.361,,"C14H30N7O3P",ION=[M+H]+,,,2664.40,0.00,0.00,801.30,2532.05,1665.24,419.19,0.00,0.00,0.00,816.04,2305.90,1614.05,401.94,0.00,0.00,0.00,0.00,760.47,2625.85,1673.87,492.01,0.00,827.40,0.00,2664.40,1707.82,0.00,363.62
3498,402.49,697.39969,247.85997,8.504,"NPA014769","C36H59NO12",ION=[M+H]+,,,10293.86,0.00,0.00,1874.13,6714.88,10115.00,2526.10,0.00,0.00,0.00,1886.23,6604.83,9942.04,2726.60,0.00,0.00,0.00,0.00,1789.53,6896.52,10109.08,2390.01,0.00,1946.63,0.00,6643.28,10293.86,0.00,2461.70
3499,402.56,502.27777,214.67842,52.765,"NPA020702","C26H38N4O6",ION=[M+H]+,,,1713.72,0.00,0.00,0.00,0.00,1671.84,212.14,0.00,0.00,0.00,0.00,0.00,1668.46,636.41,0.00,0.00,0.00,0.00,0.00,0.00,1633.34,0.00,0.00,0.00,0.00,0.00,1713.72,0.00,0.00
3500,401.90,1247.63097,359.48807,11.938,,"C59H81N19O12",ION=[M+H+H]2+,,,4548.38,0.00,0.00,943.90,3099.13,4134.42,1112.21,0.00,0.00,0.00,931.16,3121.99,4548.38,1057.00,0.00,0.00,0.00,0.00,944.19,3192.48,3665.85,1196.70,0.00,956.36,0.00,2982.92,4189.05,0.00,1082.92
3501,402.49,601.35746,232.99092,15.649,,"C31H56NO6PS",ION=[M+H]+,,,5161.96,0.00,0.00,1121.53,4095.57,4943.33,1034.65,0.00,0.00,0.00,1276.64,4065.27,5161.96,1106.60,0.00,0.00,0.00,0.00,1100.37,4132.20,4967.61,1047.27,0.00,987.59,0.00,4089.23,4700.40,0.00,950.10
